title_id,game_title,region,version,url,content_id,platform,distribution,content_type
KOEI00012,Nobunaga no Yabou - Online (Excellent Box),JP,1.00,,KOEI-00012,PS2,DISC,GAME
KOEI00013,Shin Sangoku Musou 3 - Empires Excellent Box [3 DISCS],JP,1.00,,KOEI-00013,PS2,DISC,GAME
KOEI00015,Winning Post,JP,1.00,,KOEI-00015,PS2,DISC,GAME
KOEI00016,Shin Sangoku Musou,JP,1.00,,KOEI-00016,PS2,DISC,GAME
KOEI00017,Sengoku Kouryaku Box [2 Discs],JP,1.00,,KOEI-00017,PS2,DISC,GAME
KOEI00018,Fantasy Battle,JP,1.00,,KOEI-00018,PS2,DISC,GAME
KOEI00019,Sengoku Musou - Moushouden,JP,1.00,,KOEI-00019,PS2,DISC,GAME
KOEI00021,Kessen III,JP,1.00,,KOEI-00021,PS2,DISC,GAME
KOEI00023,HARUKANARU TOKI NO NAKA DE 3 + 2,JP,1.00,,KOEI-00023,PS2,DISC,GAME
KOEI00024,Harukanaru Toki no Naka de 3,JP,1.00,,KOEI-00024,PS2,DISC,GAME
KOEI00027,Shin Sangoku Musou 4,JP,1.00,,KOEI-00027,PS2,DISC,GAME
KOEI00028,Zill O'll Infinite,JP,1.00,,KOEI-00028,PS2,DISC,GAME
KOEI00029,HARUKANARU TOKI NO NAKA DE - HACHIYOUSHOU [PREMIUM BOX],JP,1.00,,KOEI-00029,PS2,DISC,GAME
KOEI00033,Sangokushi X (Anniversary Box),JP,1.00,,KOEI-00033,PS2,DISC,GAME
KOEI00034,HARUKANARU TOKI NO NAKA DE - HACHIYOUSHOU [HISTORY BOX],JP,1.00,,KOEI-00034,PS2,DISC,GAME
KOEI00042,Shin Sangoku Musou 3+3 Mushouden [Premium Pack] [2 DISCS],JP,1.00,,KOEI-00042,PS2,DISC,GAME
KOEI00043,Winning Post 7,JP,1.00,,KOEI-00043,PS2,DISC,GAME
KOEI00046,PACHI-SLOT - WINNING POST [WITH CONTROLLER],JP,1.00,,KOEI-00046,PS2,DISC,GAME
KOEI00047,HARUKANARU TOKI NO NAKA DE 3 - IZAYOIKI [PREMIUM BOX],JP,1.00,,KOEI-00047,PS2,DISC,GAME
KOEI00049,Shin Sangoku Musou 4 - Mushouden (Premium Pack),JP,1.00,,KOEI-00049,PS2,DISC,GAME
KOEI00050,Shin Sangoku Musou 4 - Mushouden (Treasure Box),JP,1.00,,KOEI-00050,PS2,DISC,GAME
KOEI00056,GI Jockey 4,JP,1.00,,KOEI-00056,PS2,DISC,GAME
KOEI00059,Shin Sangoku Musou Series Collection Joukan [6 DISCS],JP,1.00,,KOEI-00059,PS2,DISC,GAME
KOEI00060,Winning Post 7,JP,1.00,,KOEI-00060,PS2,DISC,GAME
KOEI00065,Sengoku Musou 2,JP,1.00,,KOEI-00065,PS2,DISC,GAME
KOEI00066,Nobunaga no Yabou - Kakushin,JP,1.00,,KOEI-00066,PS2,DISC,GAME
KOEI00068,Pachi-Slot Nobunaga no Yabou - Tenka Sousei (Pachi-Slot Set),JP,1.00,,KOEI-00068,PS2,DISC,GAME
KOEI00069,Shin Sangoku Musou 4 Super Premium Box [4 DISCS],JP,1.00,,KOEI-00069,PS2,DISC,GAME
KOEI00070,Shin Sangoku Musou 4 Empires & Mushosiden Premium Box [3 DISCS],JP,1.00,,KOEI-00070,PS2,DISC,GAME
KOEI00075,HARUKANARU TOKI NO NAKA DE 3 - UNMEI NO MEIKYUU [PREMIUM BOX],JP,1.00,,KOEI-00075,PS2,DISC,GAME
KOEI00079,Nobunaga no Yabou - Soutensoku with Power-Up Kit,JP,1.00,,KOEI-00079,PS2,DISC,GAME
KOEI00082,Beni no Umi 2,JP,1.00,,KOEI-00082,PS2,DISC,GAME
KOEI00110,HARUKANARU TOKI NO NAKA DE - MAIHITOYO [PREMIUM BOX],JP,1.00,,KOEI-00110,PS2,DISC,GAME
KOEI00111,HARUKANARU TOKI NO NAKA DE - HACHIYOUSHOU [TWIN PACK],JP,1.00,,KOEI-00111,PS2,DISC,GAME
KOEI00112,Sengoku Musou 2 Empires(Treasure Box),JP,1.00,,KOEI-00112,PS2,DISC,GAME
KOEI00113,Sengoku Musou 2 & Sengoku Musou 2 - Empires Premium Box,JP,1.00,,KOEI-00113,PS2,DISC,GAME
KOEI00114,Shin Sangoku Musou Series Collection Gekan [5 DISCS],JP,1.00,,KOEI-00114,PS2,DISC,GAME
KOEI20122,KIN'IRO NO KORUDA 2 [PREMIUM BOX],JP,1.00,,KOEI-20122,PS2,DISC,GAME
KOEI20123,Musou Orochi (Treasure Box),JP,1.00,,KOEI-20123,PS2,DISC,GAME
KOEI20125,Musou Orochi (Super Premium Pack),JP,1.00,,KOEI-20125,PS2,DISC,GAME
KOEI20129,Sengoku Musou 2 - Moushouden,JP,1.00,,KOEI-20129,PS2,DISC,GAME
KOEI20130,Sengoku Musou 2 Super Premium Pack,JP,1.00,,KOEI-20130,PS2,DISC,GAME
KOEI20131,Sengoku Musou 2 Mushouden (Treasure Box),JP,1.00,,KOEI-20131,PS2,DISC,GAME
KOEI20134,KIN'IRO NO KORUDA 2 - ENCORE [PREMIUM BOX],JP,1.00,,KOEI-20134,PS2,DISC,GAME
KOEI20135,KIN'IRO NO KORUDA 2 - ENCORE [PREMIUM BOX],JP,1.00,,KOEI-20135,PS2,DISC,GAME
KOEI20136,KIN'IRO NO KORUDA 2 + KINIRO NO CORDA 2 ENCORE [TWIN PACK],JP,1.00,,KOEI-20136,PS2,DISC,GAME
KOEI20147,Musou Orochi - Maou Sairrin (Premium Box),JP,1.00,,KOEI-20147,PS2,DISC,GAME
KOEI20148,HARUKANARU TOKI NO NAKA DE 4 [PREMIUM BOX],JP,1.00,,KOEI-20148,PS2,DISC,GAME
KOEI20149,HARUKANARU TOKI NO NAKA DE 4 [TREASURE BOX],JP,1.00,,KOEI-20149,PS2,DISC,GAME
KOEI20152,Neo Angelique - Full Voice,JP,1.00,,KOEI-20152,PS2,DISC,GAME
KOEI20153,NEO ANGELIQUE - FULL VOICE [SUPER PREMIUM BOX],JP,1.00,,KOEI-20153,PS2,DISC,GAME
KOEI20162,HARUKANARU TOKI NO NAKA DE - YUME NO UKIHASHI SPECIAL [PREMIUM BOX],JP,1.00,,KOEI-20162,PS2,DISC,GAME
KOEI20163,HARUKANARU TOKI NO NAKA DE - YUME NO UKIHASHI SPECIAL [TREASURE BOX],JP,1.00,,KOEI-20163,PS2,DISC,GAME
KOEI20175,KIN'IRO NO KORUDA 3 [PREMIUM BOX],JP,1.00,,KOEI-20175,PS2,DISC,GAME
KOEI20176,KIN'IRO NO KORUDA 3 [TREASURE BOX],JP,1.00,,KOEI-20176,PS2,DISC,GAME
KOEI65247,Sangokushi no Sekai Duo - Treasure Box [3 Discs],JP,1.00,,KOEI-65247,PS2,DISC,GAME
KOEI65251,Shin Sangoku Musou 3 (Treasure Box) [4 DISCS],JP,1.00,,KOEI-65251,PS2,DISC,GAME
KOEISP001,Shin Sangoku Musou 2 & Shin Sangoku Musou - Koei 2002 Spring Pack [2 DISCS],JP,1.00,,KOEI-SP001,PS2,DISC,GAME
KOEISP002,Sangokushi VIII + Sangokushi VII (Koei 2002 Spring Pack),JP,1.00,,KOEI-SP002,PS2,DISC,GAME
KOEISP004,HARUKANARU TOKI NO NAKA DE 2 & 1 [KOEI 2002 SPRING PACK],JP,1.00,,KOEI-SP004,PS2,DISC,GAME
KTW00002,NEO ANGELIQUE,JP,1.00,,KTW-00002,PS2,DISC,GAME
LDTL00003,Linux (for PlayStation 2) Release 1.0,US,1.00,,LDTL-00003,PS2,DISC,GAME
LDTL00004,Linux (for PlayStation 2) Release 1.0,US,1.00,,LDTL-00004,PS2,DISC,GAME
MH051013,Tengai Makyou III - Namida (Limited Edition),JP,1.00,,MH-051013,PS2,DISC,GAME
MJP200605,MOUJUUTSUKAI TO OUJISAMA [LIMITED EDITION],JP,1.00,,MJP2-00605,PS2,DISC,GAME
MTP211021,MOUJUUTSUKAI TO OUJISAMA [TWIN PACK],JP,1.00,,MTP2-11021,PS2,DISC,GAME
NMP200701,NATSUZORA NO MONOLOGUE [LIMITED EDITION],JP,1.00,,NMP2-00701,PS2,DISC,GAME
P00001,PIA CARROT E YOUKOSO!! G.O. SUMMER FAIR [DINNER PACK],JP,1.00,,P-00001,PS2,DISC,GAME
P00002,HOSHIFUL - HOSHI NO FURU MACHI [LIMITED EDITION],JP,1.00,,P-00002,PS2,DISC,GAME
P00007,CANVAS 3 - TANSHOKU NO PASTEL [LIMITED EDITION],JP,1.00,,P-00007,PS2,DISC,GAME
PAPX90201,Fantavision,JP,1.00,,PAPX-90201,PS2,DISC,GAME
PAPX90202,I.Q Remix+ - Intelligent Qube,JP,1.00,,PAPX-90202,PS2,DISC,GAME
PAPX90203,Gran Turismo 2000,JP,1.00,,PAPX-90203,PS2,DISC,GAME
PAPX90204,TVDJ,JP,1.00,,PAPX-90204,PS2,DISC,GAME
PAPX90205,Dark Cloud,JP,1.00,,PAPX-90205,PS2,DISC,GAME
PAPX90206,Blood - The Last Vampire - Joukan,JP,1.00,,PAPX-90206,PS2,DISC,GAME
PAPX90207,Gran Turismo 3 - A-Spec - Autobacs Gentei Replay Theater,JP,1.00,,PAPX-90207,PS2,DISC,GAME
PAPX90208,Gran Turismo 3 - A-spec - Replay Theater,JP,1.00,,PAPX-90208,PS2,DISC,GAME
PAPX90209,Gran Turismo 3 - A-Spec - Netz Toyota - Replay Theater Disc,JP,1.00,,PAPX-90209,PS2,DISC,GAME
PAPX90210,Yappa RPG desho,JP,1.00,,PAPX-90210,PS2,DISC,GAME
PAPX90211,Extermination,JP,1.00,,PAPX-90211,PS2,DISC,GAME
PAPX90212,Boku to Maou,JP,1.00,,PAPX-90212,PS2,DISC,GAME
PAPX90213,Phase Paradox,JP,1.00,,PAPX-90213,PS2,DISC,GAME
PAPX90215,Ka,JP,1.00,,PAPX-90215,PS2,DISC,GAME
PAPX90216,Bravo Music,JP,1.00,,PAPX-90216,PS2,DISC,GAME
PAPX90218,Sky Gunner,JP,1.00,,PAPX-90218,PS2,DISC,GAME
PAPX90220,Surveillance - Kanshisha,JP,1.00,,PAPX-90220,PS2,DISC,GAME
PAPX90222,Jak x Daxter - Kyuu Sekai no Isan,JP,1.00,,PAPX-90222,PS2,DISC,GAME
PAPX90223,Jak x Daxter - Kyuu Sekai no Isan,JP,1.00,,PAPX-90223,PS2,DISC,GAME
PAPX90224,Sidewinder F,JP,1.00,,PAPX-90224,PS2,DISC,GAME
PAPX90225,Legaia - Duel Saga - Special Disc,JP,1.00,,PAPX-90225,PS2,DISC,GAME
PAPX90226,Otostaz,JP,1.00,,PAPX-90226,PS2,DISC,GAME
PAPX90228,Otostaz,JP,1.00,,PAPX-90228,PS2,DISC,GAME
PAPX90229,XI [sai],JP,1.00,,PAPX-90229,PS2,DISC,GAME
PAPX90230,Arc the Lad - Seirei no Tasogare - Premiere Disc,JP,1.00,,PAPX-90230,PS2,DISC,GAME
PAPX90231,Kaitou Sly Cooper,JP,1.00,,PAPX-90231,PS2,DISC,GAME
PAPX90232,Chain Dive,JP,1.00,,PAPX-90232,PS2,DISC,GAME
PAPX90233,Bakusou Mountain Bikers,JP,1.00,,PAPX-90233,PS2,DISC,GAME
PAPX90234,Katamari Damacy,JP,1.00,,PAPX-90234,PS2,DISC,GAME
PAPX90235,XIII,JP,1.00,,PAPX-90235,PS2,DISC,GAME
