contentId,titleId,platform,distribution,content_type,store,store_region,region
EP0001-NPEB00470_00-GPSNBUNDLE000001,NPEB00470,PS3,PSN,BUNDLE,EP0001,EP,EUROPE
EP0002-NPEB02026_00-D3ULTIMATEEVIL00,NPEB02026,PS3,PSN,BUNDLE,EP0002,EP,EUROPE
EP0006-NPEB01095_00-DAIDELUXEEDITION,NPEB01095,PS3,PSN,BUNDLE,EP0006,EP,EUROPE
EP0006-NPEB02038_00-BFHDELUXEEDITION,NPEB02038,PS3,PSN,BUNDLE,EP0006,EP,EUROPE
EP0101-NPEB02010_00-YGOULTIMATE00001,NPEB02010,PS3,PSN,BUNDLE,EP0101,EP,EUROPE
EP0101-NPEB02010_00-YGOULTIMATE00002,NPEB02010,PS3,PSN,BUNDLE,EP0101,EP,EUROPE
EP0101-NPEB02010_00-YGOULTIMATE00003,NPEB02010,PS3,PSN,BUNDLE,EP0101,EP,EUROPE
EP0101-NPEB02010_00-YGOULTIMATE00004,NPEB02010,PS3,PSN,BUNDLE,EP0101,EP,EUROPE
EP0101-NPEB02010_00-YGOULTIMATE00005,NPEB02010,PS3,PSN,BUNDLE,EP0101,EP,EUROPE
EP0101-NPEB02010_00-YGOULTIMATE00006,NPEB02010,PS3,PSN,BUNDLE,EP0101,EP,EUROPE
EP0101-NPEB02010_00-YGOULTIMATE00007,NPEB02010,PS3,PSN,BUNDLE,EP0101,EP,EUROPE
EP0101-NPEB02010_00-YGOULTIMATE00008,NPEB02010,PS3,PSN,BUNDLE,EP0101,EP,EUROPE
EP0101-NPEB02010_00-YGOULTIMATE00009,NPEB02010,PS3,PSN,BUNDLE,EP0101,EP,EUROPE
EP0101-NPEB02010_00-YGOULTIMATE00010,NPEB02010,PS3,PSN,BUNDLE,EP0101,EP,EUROPE
EP0101-NPEB02140_00-DAY30BUNDLE00001,NPEB02140,PS3,PSN,BUNDLE,EP0101,EP,EUROPE
EP0102-NPEB02128_00-BHR2DELUXE000000,NPEB02128,PS3,PSN,BUNDLE,EP0102,EP,EUROPE
EP0786-NPEJ00497_00-RIPTIDEGPBUNDLE0,NPEJ00497,PS3,PSN,BUNDLE,EP0786,EP,JAPAN
EP1004-NPEB01283_00-GTAVBUNDLECASHD0,NPEB01283,PS3,PSN,BUNDLE,EP1004,EP,EUROPE
EP1004-NPEB01283_00-GTAVBUNDLECASHE0,NPEB01283,PS3,PSN,BUNDLE,EP1004,EP,EUROPE
EP1004-NPEB01283_00-GTAVBUNDLECASHF0,NPEB01283,PS3,PSN,BUNDLE,EP1004,EP,EUROPE
EP1018-NPEB02358_00-LSWDELUXEEDITION,NPEB02358,PS3,PSN,BUNDLE,EP1018,EP,EUROPE
EP1070-NPEJ00471_00-RRBUNDLE00000000,NPEJ00471,PS3,PSN,BUNDLE,EP1070,EP,JAPAN
EP1121-NPEJ00491_00-ALBEDOCASTBUNDLE,NPEJ00491,PS3,PSN,BUNDLE,EP1121,EP,JAPAN
EP1121-NPEJ00492_00-MERGEMEGABUNDLE1,NPEJ00492,PS3,PSN,BUNDLE,EP1121,EP,JAPAN
EP1121-NPEJ00583_00-HIGHSPEEDBUNDLE1,NPEJ00583,PS3,PSN,BUNDLE,EP1121,EP,JAPAN
EP1121-NPEJ00592_00-MERGE10THBUNDLE1,NPEJ00592,PS3,PSN,BUNDLE,EP1121,EP,JAPAN
EP1121-NPEJ00593_00-BESTOF2019BUNDLE,NPEJ00593,PS3,PSN,BUNDLE,EP1121,EP,JAPAN
EP1302-NPEJ00572_00-EXPLOSIONBUNDLEA,NPEJ00572,PS3,PSN,BUNDLE,EP1302,EP,JAPAN
EP1667-NPEJ00542_00-AMULTIMATE00SIEE,NPEJ00542,PS3,PSN,BUNDLE,EP1667,EP,JAPAN
EP1704-NPEJ00480_00-ECLIPSEBUNDLE000,NPEJ00480,PS3,PSN,BUNDLE,EP1704,EP,JAPAN
EP1830-NPEJ00495_00-SHOOTERBUNDLE001,NPEJ00495,PS3,PSN,BUNDLE,EP1830,EP,JAPAN
EP1884-NPEJ00559_00-DDULTIMATEDANGER,NPEJ00559,PS3,PSN,BUNDLE,EP1884,EP,JAPAN
EP1966-NPEJ00519_00-MOSSEUBUNDLE2018,NPEJ00519,PS3,PSN,BUNDLE,EP1966,EP,JAPAN
EP2026-NPEB01980_00-TFTBGEREP1BUNDLE,NPEB01980,PS3,PSN,BUNDLE,EP2026,EP,EUROPE
EP2026-NPEB02183_00-GOTGEREP01BUNDLE,NPEB02183,PS3,PSN,BUNDLE,EP2026,EP,EUROPE
EP2026-NPEJ00489_00-BATBUNDLE0000000,NPEJ00489,PS3,PSN,BUNDLE,EP2026,EP,JAPAN
EP2037-NPEB00819_00-ASIACOMPLETEBUND,NPEB00819,PS3,PSN,BUNDLE,EP2037,EP,EUROPE
