contentId,titleId,platform,distribution,content_type,store,store_region,region
EP4108-NPEB01786_00-AVATAR1505000000,NPEB01786,PS3,PSN,AVATAR,EP4108,EP,EUROPE
EP4108-NPEB01786_00-AVATARS201412170,NPEB01786,PS3,PSN,AVATAR,EP4108,EP,EUROPE
JP0005-NPJB00376_00-AVATAR1306DC0012,NPJB00376,PS3,PSN,AVATAR,JP0005,JP,JAPAN
JP0005-NPJB00376_00-AVATAR1306DC0013,NPJB00376,PS3,PSN,AVATAR,JP0005,JP,JAPAN
JP0005-NPJB00376_00-AVATAR1306DC0014,NPJB00376,PS3,PSN,AVATAR,JP0005,JP,JAPAN
JP0005-NPJB00376_00-AVATAR1306DC0015,NPJB00376,PS3,PSN,AVATAR,JP0005,JP,JAPAN
JP0005-NPJB00376_00-AVATAR1306DC0016,NPJB00376,PS3,PSN,AVATAR,JP0005,JP,JAPAN
JP0005-NPJB00376_00-AVATAR1306DC0017,NPJB00376,PS3,PSN,AVATAR,JP0005,JP,JAPAN
JP0005-NPJB00376_00-AVATAR1306DC0018,NPJB00376,PS3,PSN,AVATAR,JP0005,JP,JAPAN
JP0005-NPJB00599_00-AVATAR1407U20001,NPJB00599,PS3,PSN,AVATAR,JP0005,JP,JAPAN
JP0005-NPJB00599_00-AVATAR1407U20002,NPJB00599,PS3,PSN,AVATAR,JP0005,JP,JAPAN
JP0005-NPJB00599_00-AVATAR1407U20003,NPJB00599,PS3,PSN,AVATAR,JP0005,JP,JAPAN
JP0005-NPJB00599_00-AVATAR1407U20004,NPJB00599,PS3,PSN,AVATAR,JP0005,JP,JAPAN
JP0005-NPJB00599_00-AVATAR1407U20005,NPJB00599,PS3,PSN,AVATAR,JP0005,JP,JAPAN
JP0005-NPJB00599_00-AVATAR1407U20006,NPJB00599,PS3,PSN,AVATAR,JP0005,JP,JAPAN
JP0005-NPJB00599_00-AVATAR1407U20007,NPJB00599,PS3,PSN,AVATAR,JP0005,JP,JAPAN
JP0005-NPJB00599_00-AVATAR1407U20008,NPJB00599,PS3,PSN,AVATAR,JP0005,JP,JAPAN
JP0005-NPJB00599_00-AVATAR1407U20009,NPJB00599,PS3,PSN,AVATAR,JP0005,JP,JAPAN
JP0005-NPJB00599_00-AVATAR1407U20010,NPJB00599,PS3,PSN,AVATAR,JP0005,JP,JAPAN
JP0005-NPJB00599_00-AVATAR1407U20011,NPJB00599,PS3,PSN,AVATAR,JP0005,JP,JAPAN
JP0005-NPJB00599_00-AVATAR1407U20012,NPJB00599,PS3,PSN,AVATAR,JP0005,JP,JAPAN
JP0005-NPJB00599_00-AVATAR1407U20013,NPJB00599,PS3,PSN,AVATAR,JP0005,JP,JAPAN
