titleId,final_gameTitle,final_url,final_contentId,final_has_content_id,col_gameTitle,dump_gameTitle,col_region_source,dump_region_source,col_platform,dump_platform,col_distribution,dump_distribution,distribution_same,col_content_type,dump_content_type,content_type_same,col_url,dump_url,dump_unlock_model,dump_unlock_group,dump_contentId
ASIA00048,Ultimate Shooter Pack: Resistance 3 / Killzone 3,,,NO,Ultimate Shooter Pack: Resistance 3 / Killzone 3,,AS,,PS3,,DISC,,NO,BASE_GAME,,NO,,,,,
ASIA00049,Square Enix Adventure Pack: Tomb Raider / Sleeping Dogs,,,NO,Square Enix Adventure Pack: Tomb Raider / Sleeping Dogs,,AS,,PS3,,DISC,,NO,BASE_GAME,,NO,,,,,
ASIA00050,Ultimate Adventure Pack: Uncharted 3: Drake's Deception / God of War III,,,NO,Ultimate Adventure Pack: Uncharted 3: Drake's Deception / God of War III,,AS,,PS3,,DISC,,NO,BASE_GAME,,NO,,,,,
ASIA00051,PS3 Best Hit Collection Vol. 1: Uncharted 3: Drake's Deception / LittleBigPlanet 2,,,NO,PS3 Best Hit Collection Vol. 1: Uncharted 3: Drake's Deception / LittleBigPlanet 2,,AS,,PS3,,DISC,,NO,BASE_GAME,,NO,,,,,
ASIA00052,PS3 Best Hit Collection Vol. 2: Resistance 3 / God of War III,,,NO,PS3 Best Hit Collection Vol. 2: Resistance 3 / God of War III,,AS,,PS3,,DISC,,NO,BASE_GAME,,NO,,,,,
ASIA00074,Ultimate Uncharted Pack,,,NO,Ultimate Uncharted Pack,,AS,,PS3,,DISC,,NO,BASE_GAME,,NO,,,,,
ATS201009,Catherine Best Selection,,,NO,Catherine Best Selection,,UN,,PS3,,DISC,,NO,BASE_GAME,,NO,,,,,
BCAS20001,Ridge Racer 7,,,NO,Ridge Racer 7,,AS,,PS3,,DISC,,NO,BASE_GAME,,NO,,,,,
BCAS20002,Genji: Kamui Souran,,,NO,Genji: Kamui Souran,,AS,,PS3,,DISC,,NO,BASE_GAME,,NO,,,,,
BCAS20003,Resistance : Fall of Man,,,NO,Resistance : Fall of Man,,AS,,PS3,,DISC,,NO,BASE_GAME,,NO,,,,,
BCAS20004,MotorStorm,,,NO,MotorStorm,,AS,,PS3,,DISC,,NO,BASE_GAME,,NO,,,,,
BCAS20005,Armored Core 4,,,NO,Armored Core 4,,AS,,PS3,,DISC,,NO,BASE_GAME,,NO,,,,,
BCAS20007,Railfan,,,NO,Railfan,,AS,,PS3,,DISC,,NO,BASE_GAME,,NO,,,,,
BCAS20008,Enchant Arm,,,NO,Enchant Arm,,AS,,PS3,,DISC,,NO,BASE_GAME,,NO,,,,,
BCAS20009,Formula One Championship Edition,,,NO,Formula One Championship Edition,,AS,,PS3,,DISC,,NO,BASE_GAME,,NO,,,,,
BCAS20010,MLB 07: The Show,,,NO,MLB 07: The Show,,AS,,PS3,,DISC,,NO,BASE_GAME,,NO,,,,,
BCAS20013,Folklore,,,NO,Folklore,,AS,,PS3,,DISC,,NO,BASE_GAME,,NO,,,,,
BCAS20014,龍潭虎穴,,,NO,龍潭虎穴,,AS,,PS3,,DISC,,NO,BASE_GAME,,NO,,,,,
BCAS20018,Railfan Taiwan High Speed Rail,,,NO,Railfan Taiwan High Speed Rail,,AS,,PS3,,DISC,,NO,BASE_GAME,,NO,,,,,
BCAS20019,Everybody's Golf 5,,,NO,Everybody's Golf 5,,AS,,PS3,,DISC,,NO,BASE_GAME,,NO,,,,,
BCAS20020,Wangan Midnight,,,NO,Wangan Midnight,,AS,,PS3,,DISC,,NO,BASE_GAME,,NO,,,,,
BCAS20021,The Eye of Judgement,,,NO,The Eye of Judgement,,AS,,PS3,,DISC,,NO,BASE_GAME,,NO,,,,,
BCAS20022,Tom Clancy's Ghost Recon Advanced Warfighter 2,,,NO,Tom Clancy's Ghost Recon Advanced Warfighter 2,,AS,,PS3,,DISC,,NO,BASE_GAME,,NO,,,,,
BCAS20023,Ratchet & Clank: A Crack in Time,,,NO,Ratchet & Clank: A Crack in Time,,AS,,PS3,,DISC,,NO,BASE_GAME,,NO,,,,,
BCAS20024,Uncharted: Drake's Fortune,,,NO,Uncharted: Drake's Fortune,,AS,,PS3,,DISC,,NO,BASE_GAME,,NO,,,,,
BCAS20026,Time Crisis 4 (with GunCon 3),,,NO,Time Crisis 4 (with GunCon 3),,AS,,PS3,,DISC,,NO,BASE_GAME,,NO,,,,,
BCAS20027,Gran Turismo 5: Prologue,,,NO,Gran Turismo 5: Prologue,,AS,,PS3,,DISC,,NO,BASE_GAME,,NO,,,,,
BCAS20028,Beowolf: The Game,,,NO,Beowolf: The Game,,AS,,PS3,,DISC,,NO,BASE_GAME,,NO,,,,,
BCAS20029,Brothers in Arms: Hell's Highway,,,NO,Brothers in Arms: Hell's Highway,,AS,,PS3,,DISC,,NO,BASE_GAME,,NO,,,,,
BCAS20030,Haze,,,NO,Haze,,AS,,PS3,,DISC,,NO,BASE_GAME,,NO,,,,,
BCAS20031,Makai Senki Disgaea 3,,,NO,Makai Senki Disgaea 3,,AS,,PS3,,DISC,,NO,BASE_GAME,,NO,,,,,
BCAS20032,Trusty Bell: Chopin no Yume Reprise,,,NO,Trusty Bell: Chopin no Yume Reprise,,AS,,PS3,,DISC,,NO,BASE_GAME,,NO,,,,,
BCAS20033,Lost: Via Domus,,,NO,Lost: Via Domus,,AS,,PS3,,DISC,,NO,BASE_GAME,,NO,,,,,
BCAS20034,Armored Core: For Answer,,,NO,Armored Core: For Answer,,AS,,PS3,,DISC,,NO,BASE_GAME,,NO,,,,,
BCAS20035,Motorstorm Complete,,,NO,Motorstorm Complete,,AS,,PS3,,DISC,,NO,BASE_GAME,,NO,,,,,
BCAS20037,Resistance: Fall of Man (PlayStation 3 the Best),,,NO,Resistance: Fall of Man (PlayStation 3 the Best),,AS,,PS3,,DISC,,NO,BASE_GAME,,NO,,,,,
BCAS20038,FolksSoul: Ushinawareta Denshou / Folklore (PlayStation 3 the Best),,,NO,FolksSoul: Ushinawareta Denshou / Folklore (PlayStation 3 the Best),,AS,,PS3,,DISC,,NO,BASE_GAME,,NO,,,,,
BCAS20039,Ridge Racer 7 (PlayStation 3 the Best),,,NO,Ridge Racer 7 (PlayStation 3 the Best),,AS,,PS3,,DISC,,NO,BASE_GAME,,NO,,,,,
BCAS20040,Ninja Gaiden Sigma (PlayStation 3 the Best),,,NO,Ninja Gaiden Sigma (PlayStation 3 the Best),,AS,,PS3,,DISC,,NO,BASE_GAME,,NO,,,,,
BCAS20041,Hot Shots Golf : Out of Bounds,,,NO,Hot Shots Golf : Out of Bounds,,AS,,PS3,,DISC,,NO,BASE_GAME,,NO,,,,,
BCAS20042,MLB 08 : The Show,,,NO,MLB 08 : The Show,,AS,,PS3,,DISC,,NO,BASE_GAME,,NO,,,,,
BCAS20043,Battle Fantasia,,,NO,Battle Fantasia,,AS,,PS3,,DISC,,NO,BASE_GAME,,NO,,,,,
BCAS20044,MotorStorm II,,,NO,MotorStorm II,,AS,,PS3,,DISC,,NO,BASE_GAME,,NO,,,,,
BCAS20045,Ratchet & Clank: Tools of Destruction (PlayStation 3 the Best),,,NO,Ratchet & Clank: Tools of Destruction (PlayStation 3 the Best),,AS,,PS3,,DISC,,NO,BASE_GAME,,NO,,,,,
BCAS20046,Tears to Tiara : Kakan no Daichi,,,NO,Tears to Tiara : Kakan no Daichi,,AS,,PS3,,DISC,,NO,BASE_GAME,,NO,,,,,
BCAS20047,SIREN: New Translation,,,NO,SIREN: New Translation,,AS,,PS3,,DISC,,NO,BASE_GAME,,NO,,,,,
BCAS20048,SoulCalibur IV,,,NO,SoulCalibur IV,,AS,,PS3,,DISC,,NO,BASE_GAME,,NO,,,,,
BCAS20049,Vampire Rain : Altered Species,,,NO,Vampire Rain : Altered Species,,AS,,PS3,,DISC,,NO,BASE_GAME,,NO,,,,,
BCAS20051,SOCOM: U.S. Navy SEALs Confrontation,,,NO,SOCOM: U.S. Navy SEALs Confrontation,,AS,,PS3,,DISC,,NO,BASE_GAME,,NO,,,,,
BCAS20054,Aquanaut's Holiday: Kakusareta Kiroku,,,NO,Aquanaut's Holiday: Kakusareta Kiroku,,AS,,PS3,,DISC,,NO,BASE_GAME,,NO,,,,,
BCAS20055,全面對抗2,,,NO,全面對抗2,,AS,,PS3,,DISC,,NO,BASE_GAME,,NO,,,,,
BCAS20056,X Edge,,,NO,X Edge,,AS,,PS3,,DISC,,NO,BASE_GAME,,NO,,,,,
BCAS20057,Warhawk (PlayStation 3 the Best),,,NO,Warhawk (PlayStation 3 the Best),,AS,,PS3,,DISC,,NO,BASE_GAME,,NO,,,,,
BCAS20059,上古捲軸4：遺忘之都,,,NO,上古捲軸4：遺忘之都,,AS,,PS3,,DISC,,NO,BASE_GAME,,NO,,,,,
BCAS20060,NBA 09 The Inside,,,NO,NBA 09 The Inside,,AS,,PS3,,DISC,,NO,BASE_GAME,,NO,,,,,
BCAS20061,Fallout 3,,,NO,Fallout 3,,AS,,PS3,,DISC,,NO,BASE_GAME,,NO,,,,,
BCAS20064,Aquanaut's Holiday: Kakusareta Kiroku,,,NO,Aquanaut's Holiday: Kakusareta Kiroku,,AS,,PS3,,DISC,,NO,BASE_GAME,,NO,,,,,
BCAS20065,SBK 08 : Superbike World Championship,,,NO,SBK 08 : Superbike World Championship,,AS,,PS3,,DISC,,NO,BASE_GAME,,NO,,,,,
BCAS20066,殺戮地帶2,,,NO,殺戮地帶2,,AS,,PS3,,DISC,,NO,BASE_GAME,,NO,,,,,
BCAS20068,Brain Challenge,,,NO,Brain Challenge,,AS,,PS3,,DISC,,NO,BASE_GAME,,NO,,,,,
BCAS20070,PixelJunk 3-in-1 Pack,,,NO,PixelJunk 3-in-1 Pack,,AS,,PS3,,DISC,,NO,BASE_GAME,,NO,,,,,
BCAS20072,MLB 09 : The Show,,,NO,MLB 09 : The Show,,AS,,PS3,,DISC,,NO,BASE_GAME,,NO,,,,,
BCAS20073,The Last Guy,,,NO,The Last Guy,,AS,,PS3,,DISC,,NO,BASE_GAME,,NO,,,,,
BCAS20075,亞迦雷斯特戰記ZERO,,,NO,亞迦雷斯特戰記ZERO,,AS,,PS3,,DISC,,NO,BASE_GAME,,NO,,,,,
BCAS20076,Rorona no Atelier: Arland no Renkinjutsushi,,,NO,Rorona no Atelier: Arland no Renkinjutsushi,,AS,,PS3,,DISC,,NO,BASE_GAME,,NO,,,,,
BCAS20078,LittleBigPlanet (Game of the Year Edition),,,NO,LittleBigPlanet (Game of the Year Edition),,AS,,PS3,,DISC,,NO,BASE_GAME,,NO,,,,,
BCAS20079,Uncharted: Drake's Fortune (PlayStation 3 the Best),,,NO,Uncharted: Drake's Fortune (PlayStation 3 the Best),,AS,,PS3,,DISC,,NO,BASE_GAME,,NO,,,,,
BCAS20080,Katamari Damacy Tribute,,,NO,Katamari Damacy Tribute,,AS,,PS3,,DISC,,NO,BASE_GAME,,NO,,,,,
BCAS20083,Minna no Golf 5 (PlayStation 3 the Best),,,NO,Minna no Golf 5 (PlayStation 3 the Best),,AS,,PS3,,DISC,,NO,BASE_GAME,,NO,,,,,
BCAS20084,Tears to Tiara : Kakan no Daichi (PlayStation 3 the Best),,,NO,Tears to Tiara : Kakan no Daichi (PlayStation 3 the Best),,AS,,PS3,,DISC,,NO,BASE_GAME,,NO,,,,,
BCAS20085,Soul Calibur IV (PlayStation 3 the Best),,,NO,Soul Calibur IV (PlayStation 3 the Best),,AS,,PS3,,DISC,,NO,BASE_GAME,,NO,,,,,
BCAS20086,Trinity Universe,,,NO,Trinity Universe,,AS,,PS3,,DISC,,NO,BASE_GAME,,NO,,,,,
BCAS20087,多樂貓歡樂喵派對,,,NO,多樂貓歡樂喵派對,,AS,,PS3,,DISC,,NO,BASE_GAME,,NO,,,,,
BCAS20088,信賴鈴音 ~蕭邦之夢~ (PlayStation 3 the Best),,,NO,信賴鈴音 ~蕭邦之夢~ (PlayStation 3 the Best),,AS,,PS3,,DISC,,NO,BASE_GAME,,NO,,,,,
BCAS20089,機動戰士高達戰記,,,NO,機動戰士高達戰記,,AS,,PS3,,DISC,,NO,BASE_GAME,,NO,,,,,
BCAS20090,Hakuna Matata (PlayStation 3 the Best),,,NO,Hakuna Matata (PlayStation 3 the Best),,AS,,PS3,,DISC,,NO,BASE_GAME,,NO,,,,,
BCAS20091,LittleBigPlanet (PlayStation 3 the Best),,,NO,LittleBigPlanet (PlayStation 3 the Best),,AS,,PS3,,DISC,,NO,BASE_GAME,,NO,,,,,
BCAS20093,宵星傳奇,,,NO,宵星傳奇,,AS,,PS3,,DISC,,NO,BASE_GAME,,NO,,,,,
BCAS20094,Tears to Tiara Gaiden : Avalon no Nazo,,,NO,Tears to Tiara Gaiden : Avalon no Nazo,,AS,,PS3,,DISC,,NO,BASE_GAME,,NO,,,,,
BCAS20095,Katamari Forever,,,NO,Katamari Forever,,AS,,PS3,,DISC,,NO,BASE_GAME,,NO,,,,,
BCAS20097,秘境探險2: 縱橫賊道,,,NO,秘境探險2: 縱橫賊道,,AS,,PS3,,DISC,,NO,BASE_GAME,,NO,,,,,
BCAS20098,拉捷特與克拉克FUTURE 2(中英文合版),,,NO,拉捷特與克拉克FUTURE 2(中英文合版),,AS,,PS3,,DISC,,NO,BASE_GAME,,NO,,,,,
BCAS20100,Wipeout HD Fury,,,NO,Wipeout HD Fury,,AS,,PS3,,DISC,,NO,BASE_GAME,,NO,,,,,
BCAS20101,侍道3  Plus (PlayStation 3 the Best),,,NO,侍道3  Plus (PlayStation 3 the Best),,AS,,PS3,,DISC,,NO,BASE_GAME,,NO,,,,,
BCAS20102,軍神1&2合輯(英文版),,,NO,軍神1&2合輯(英文版),,AS,,PS3,,DISC,,NO,BASE_GAME,,NO,,,,,
BCAS20103,虛擬寵物猴(內附PLAYSTATION EYE攝像頭)(英文版),,,NO,虛擬寵物猴(內附PLAYSTATION EYE攝像頭)(英文版),,AS,,PS3,,DISC,,NO,BASE_GAME,,NO,,,,,
BCAS20104,虛擬寵物猴(內附PLAYSTATION EYE攝像頭)(英文版),,,NO,虛擬寵物猴(內附PLAYSTATION EYE攝像頭)(英文版),,AS,,PS3,,DISC,,NO,BASE_GAME,,NO,,,,,
BCAS20105,摩登大賽車,,,NO,摩登大賽車,,AS,,PS3,,DISC,,NO,BASE_GAME,,NO,,,,,
BCAS20106,3D點陣遊戲英雄榜,,,NO,3D點陣遊戲英雄榜,,AS,,PS3,,DISC,,NO,BASE_GAME,,NO,,,,,
BCAS20107,暴雨殺機,,,NO,暴雨殺機,,AS,,PS3,,DISC,,NO,BASE_GAME,,NO,,,,,
BCAS20108,跑車浪漫旅5,,,NO,跑車浪漫旅5,,AS,,PS3,,DISC,,NO,BASE_GAME,,NO,,,,,
BCAS20109,最後反攻,,,NO,最後反攻,,AS,,PS3,,DISC,,NO,BASE_GAME,,NO,,,,,
BCAS20110,全面對抗2 (PlayStation 3 the Best),,,NO,全面對抗2 (PlayStation 3 the Best),,AS,,PS3,,DISC,,NO,BASE_GAME,,NO,,,,,
BCAS20111,Star Ocean: The Last Hope International,,,NO,Star Ocean: The Last Hope International,,AS,,PS3,,DISC,,NO,BASE_GAME,,NO,,,,,
BCAS20112,No More Heroes: Eiyuutachi no Rakuen,,,NO,No More Heroes: Eiyuutachi no Rakuen,,AS,,PS3,,DISC,,NO,BASE_GAME,,NO,,,,,
BCAS20113,小小大星球 2,,,NO,小小大星球 2,,AS,,PS3,,DISC,,NO,BASE_GAME,,NO,,,,,
BCAS20114,最後反攻 (英文版),,,NO,最後反攻 (英文版),,AS,,PS3,,DISC,,NO,BASE_GAME,,NO,,,,,
BCAS20115,Demon's Souls (PlayStation 3 the Best),,,NO,Demon's Souls (PlayStation 3 the Best),,AS,,PS3,,DISC,,NO,BASE_GAME,,NO,,,,,
BCAS20116,蒼翼默示錄(BEST),,,NO,蒼翼默示錄(BEST),,AS,,PS3,,DISC,,NO,BASE_GAME,,NO,,,,,
BCAS20117,龍潭虎穴 (BEST),,,NO,龍潭虎穴 (BEST),,AS,,PS3,,DISC,,NO,BASE_GAME,,NO,,,,,
BCAS20118,Red Seeds Profile,,,NO,Red Seeds Profile,,AS,,PS3,,DISC,,NO,BASE_GAME,,NO,,,,,
BCAS20119,MLB 10 The Show,,,NO,MLB 10 The Show,,AS,,PS3,,DISC,,NO,BASE_GAME,,NO,,,,,
BCAS20120,NieR RepliCant,,,NO,NieR RepliCant,,AS,,PS3,,DISC,,NO,BASE_GAME,,NO,,,,,
BCAS20121,SOCOM 4: U.S. Navy SEALS,,,NO,SOCOM 4: U.S. Navy SEALS,,AS,,PS3,,DISC,,NO,BASE_GAME,,NO,,,,,
BCAS20122,NieR,,,NO,NieR,,AS,,PS3,,DISC,,NO,BASE_GAME,,NO,,,,,
BCAS20123,Front Mission Evolved,,,NO,Front Mission Evolved,,AS,,PS3,,DISC,,NO,BASE_GAME,,NO,,,,,
BCAS20124,Totori no Atelier: Arland no Renkinjutsushi 2,,,NO,Totori no Atelier: Arland no Renkinjutsushi 2,,AS,,PS3,,DISC,,NO,BASE_GAME,,NO,,,,,
BCAS20126,BlazBlue: Continuum Shift,,,NO,BlazBlue: Continuum Shift,,AS,,PS3,,DISC,,NO,BASE_GAME,,NO,,,,,
BCAS20128,電視超級明星(MOVE專用)(中英文合版),,,NO,電視超級明星(MOVE專用)(中英文合版),,AS,,PS3,,DISC,,NO,BASE_GAME,,NO,,,,,
BCAS20129,Chou Jigen Game: Neptune,,,NO,Chou Jigen Game: Neptune,,AS,,PS3,,DISC,,NO,BASE_GAME,,NO,,,,,
BCAS20131,多樂貓歡樂喵派對 (PlayStation 3 the Best),,,NO,多樂貓歡樂喵派對 (PlayStation 3 the Best),,AS,,PS3,,DISC,,NO,BASE_GAME,,NO,,,,,
BCAS20132,功夫滑仔,,,NO,功夫滑仔,,AS,,PS3,,DISC,,NO,BASE_GAME,,NO,,,,,
BCAS20133,無限迴廊II,,,NO,無限迴廊II,,AS,,PS3,,DISC,,NO,BASE_GAME,,NO,,,,,
BCAS20134,槍戰開麥拉,,,NO,槍戰開麥拉,,AS,,PS3,,DISC,,NO,BASE_GAME,,NO,,,,,
BCAS20135,派對總動員!,,,NO,派對總動員!,,AS,,PS3,,DISC,,NO,BASE_GAME,,NO,,,,,
BCAS20137,前線任務 進化,,,NO,前線任務 進化,,AS,,PS3,,DISC,,NO,BASE_GAME,,NO,,,,,
BCAS20139,機動戰士高達戰記(BEST),,,NO,機動戰士高達戰記(BEST),,AS,,PS3,,DISC,,NO,BASE_GAME,,NO,,,,,
BCAS20140,虛擬寵物猴(MOVE EDITION)(中/英/韓文版),,,NO,虛擬寵物猴(MOVE EDITION)(中/英/韓文版),,AS,,PS3,,DISC,,NO,BASE_GAME,,NO,,,,,
BCAS20141,動感格鬥,,,NO,動感格鬥,,AS,,PS3,,DISC,,NO,BASE_GAME,,NO,,,,,
BCAS20142,秘境探險2: 縱橫賊道(年度遊戲版),,,NO,秘境探險2: 縱橫賊道(年度遊戲版),,AS,,PS3,,DISC,,NO,BASE_GAME,,NO,,,,,
BCAS20143,異塵餘生: 新維加斯,,,NO,異塵餘生: 新維加斯,,AS,,PS3,,DISC,,NO,BASE_GAME,,NO,,,,,
BCAS20144,驚奇塗鴉!,,,NO,驚奇塗鴉!,,AS,,PS3,,DISC,,NO,BASE_GAME,,NO,,,,,
BCAS20146,鍊金術士蘿樂娜 ~亞蘭德的鍊金術士~,,,NO,鍊金術士蘿樂娜 ~亞蘭德的鍊金術士~,,AS,,PS3,,DISC,,NO,BASE_GAME,,NO,,,,,
BCAS20147,亞迦雷斯特戰記2,,,NO,亞迦雷斯特戰記2,,AS,,PS3,,DISC,,NO,BASE_GAME,,NO,,,,,
BCAS20149,史萊‧庫巴合集,,,NO,史萊‧庫巴合集,,AS,,PS3,,DISC,,NO,BASE_GAME,,NO,,,,,
BCAS20150,ICO 迷霧古城、汪達與巨像,,,NO,ICO 迷霧古城、汪達與巨像,,AS,,PS3,,DISC,,NO,BASE_GAME,,NO,,,,,
BCAS20151,跑車浪漫旅5 (First Print Limited Edition),,,NO,跑車浪漫旅5 (First Print Limited Edition),,AS,,PS3,,DISC,,NO,BASE_GAME,,NO,,,,,
BCAS20153,歌唱之星,,,NO,歌唱之星,,AS,,PS3,,DISC,,NO,BASE_GAME,,NO,,,,,
BCAS20154,跑車浪漫旅5 (Collector's Edition),,,NO,跑車浪漫旅5 (Collector's Edition),,AS,,PS3,,DISC,,NO,BASE_GAME,,NO,,,,,
BCAS20156,揮一揮！捉猴啦,,,NO,揮一揮！捉猴啦,,AS,,PS3,,DISC,,NO,BASE_GAME,,NO,,,,,
BCAS20157,殺戮地帶2(BEST),,,NO,殺戮地帶2(BEST),,AS,,PS3,,DISC,,NO,BASE_GAME,,NO,,,,,
BCAS20159,揮一揮！捉猴啦,,,NO,揮一揮！捉猴啦,,AS,,PS3,,DISC,,NO,BASE_GAME,,NO,,,,,
BCAS20160,越野風暴3,,,NO,越野風暴3,,AS,,PS3,,DISC,,NO,BASE_GAME,,NO,,,,,
BCAS20161,Mindjack,,,NO,Mindjack,,AS,,PS3,,DISC,,NO,BASE_GAME,,NO,,,,,
BCAS20162,聖靈之心3,,,NO,聖靈之心3,,AS,,PS3,,DISC,,NO,BASE_GAME,,NO,,,,,
BCAS20163,MOVE 明星大集合,,,NO,MOVE 明星大集合,,AS,,PS3,,DISC,,NO,BASE_GAME,,NO,,,,,
BCAS20164,跑車浪漫旅5,,,NO,跑車浪漫旅5,,AS,,PS3,,DISC,,NO,BASE_GAME,,NO,,,,,
BCAS20165,超次元戰記 戰機少女,,,NO,超次元戰記 戰機少女,,AS,,PS3,,DISC,,NO,BASE_GAME,,NO,,,,,
BCAS20166,凱薩琳,,,NO,凱薩琳,,AS,,PS3,,DISC,,NO,BASE_GAME,,NO,,,,,
BCAS20167,侍道4,,,NO,侍道4,,AS,,PS3,,DISC,,NO,BASE_GAME,,NO,,,,,
BCAS20168,魔界戰記4,,,NO,魔界戰記4,,AS,,PS3,,DISC,,NO,BASE_GAME,,NO,,,,,
BCAS20169,職棒大聯盟11,,,NO,職棒大聯盟11,,AS,,PS3,,DISC,,NO,BASE_GAME,,NO,,,,,
BCAS20173,幻境神界,,,NO,幻境神界,,AS,,PS3,,DISC,,NO,BASE_GAME,,NO,,,,,
BCAS20174,野外求生,,,NO,野外求生,,AS,,PS3,,DISC,,NO,BASE_GAME,,NO,,,,,
BCAS20175,軍神PORTABLE 合輯,,,NO,軍神PORTABLE 合輯,,AS,,PS3,,DISC,,NO,BASE_GAME,,NO,,,,,
BCAS20176,尼爾 (Ultimate Hits),,,NO,尼爾 (Ultimate Hits),,AS,,PS3,,DISC,,NO,BASE_GAME,,NO,,,,,
BCAS20177,Star Ocean: The Last Hope International (Ultimate Hits),,,NO,Star Ocean: The Last Hope International (Ultimate Hits),,AS,,PS3,,DISC,,NO,BASE_GAME,,NO,,,,,
BCAS20178,Brink,,,NO,Brink,,AS,,PS3,,DISC,,NO,BASE_GAME,,NO,,,,,
BCAS20180,惡名昭彰 (THE BEST),,,NO,惡名昭彰 (THE BEST),,AS,,PS3,,DISC,,NO,BASE_GAME,,NO,,,,,
BCAS20181,惡名昭彰 2,,,NO,惡名昭彰 2,,AS,,PS3,,DISC,,NO,BASE_GAME,,NO,,,,,
BCAS20182,鍊金術士梅露露～亞蘭德的鍊金術士3,,,NO,鍊金術士梅露露～亞蘭德的鍊金術士3,,AS,,PS3,,DISC,,NO,BASE_GAME,,NO,,,,,
BCAS20183,暗夜獵殺:惡魔熔爐,,,NO,暗夜獵殺:惡魔熔爐,,AS,,PS3,,DISC,,NO,BASE_GAME,,NO,,,,,
BCAS20184,汽車總動員2,,,NO,汽車總動員2,,AS,,PS3,,DISC,,NO,BASE_GAME,,NO,,,,,
BCAS20185,魔界戰記4,,,NO,魔界戰記4,,AS,,PS3,,DISC,,NO,BASE_GAME,,NO,,,,,
BCAS20186,死神：靈魂爆發,,,NO,死神：靈魂爆發,,AS,,PS3,,DISC,,NO,BASE_GAME,,NO,,,,,
BCAS20189,英雄不再 (RED ZONE),,,NO,英雄不再 (RED ZONE),,AS,,PS3,,DISC,,NO,BASE_GAME,,NO,,,,,
BCAS20192,爭分奪秒,,,NO,爭分奪秒,,AS,,PS3,,DISC,,NO,BASE_GAME,,NO,,,,,
BCAS20193,反斗奇兵3,,,NO,反斗奇兵3,,AS,,PS3,,DISC,,NO,BASE_GAME,,NO,,,,,
BCAS20195,超次元戰記 戰機少女MK2,,,NO,超次元戰記 戰機少女MK2,,AS,,PS3,,DISC,,NO,BASE_GAME,,NO,,,,,
BCAS20196,太空戰士XIII-2,,,NO,太空戰士XIII-2,,AS,,PS3,,DISC,,NO,BASE_GAME,,NO,,,,,
BCAS20200,拉捷特與克拉克4人行,,,NO,拉捷特與克拉克4人行,,AS,,PS3,,DISC,,NO,BASE_GAME,,NO,,,,,
BCAS20201,小小大星球 2 年度特別版 (中英文合版),,,NO,小小大星球 2 年度特別版 (中英文合版),,AS,,PS3,,DISC,,NO,BASE_GAME,,NO,,,,,
BCAS20203,Wander to Kyozou,,,NO,Wander to Kyozou,,AS,,PS3,,DISC,,NO,BASE_GAME,,NO,,,,,
BCAS20204,中古動感: 死蒙特的冒險,,,NO,中古動感: 死蒙特的冒險,,AS,,PS3,,DISC,,NO,BASE_GAME,,NO,,,,,
BCAS20206,魔界戰記4,,,NO,魔界戰記4,,AS,,PS3,,DISC,,NO,BASE_GAME,,NO,,,,,
BCAS20208,全民高爾夫5,,,NO,全民高爾夫5,,AS,,PS3,,DISC,,NO,BASE_GAME,,NO,,,,,
BCAS20209,Atelier Totori: The Adventurer of Arland,,,NO,Atelier Totori: The Adventurer of Arland,,AS,,PS3,,DISC,,NO,BASE_GAME,,NO,,,,,
BCAS20210,嘉年華島,,,NO,嘉年華島,,AS,,PS3,,DISC,,NO,BASE_GAME,,NO,,,,,
BCAS20211,To Heart 2 DX Plus,,,NO,To Heart 2 DX Plus,,AS,,PS3,,DISC,,NO,BASE_GAME,,NO,,,,,
BCAS20212,虛擬寵物猴與朋友們,,,NO,虛擬寵物猴與朋友們,,AS,,PS3,,DISC,,NO,BASE_GAME,,NO,,,,,
BCAS20213,派對總動員2!,,,NO,派對總動員2!,,AS,,PS3,,DISC,,NO,BASE_GAME,,NO,,,,,
BCAS20215,迪士尼宇宙,,,NO,迪士尼宇宙,,AS,,PS3,,DISC,,NO,BASE_GAME,,NO,,,,,
BCAS20218,Ninokuni: Shiroki Seihai no Joou,,,NO,Ninokuni: Shiroki Seihai no Joou,,AS,,PS3,,DISC,,NO,BASE_GAME,,NO,,,,,
BCAS20219,MOVE塑身,,,NO,MOVE塑身,,AS,,PS3,,DISC,,NO,BASE_GAME,,NO,,,,,
BCAS20223,太空戰士XIII-2,,,NO,太空戰士XIII-2,,AS,,PS3,,DISC,,NO,BASE_GAME,,NO,,,,,
BCAS20224,太空戰士XIII-2,,,NO,太空戰士XIII-2,,AS,,PS3,,DISC,,NO,BASE_GAME,,NO,,,,,
BCAS20225,太空戰士XIII-2,,,NO,太空戰士XIII-2,,AS,,PS3,,DISC,,NO,BASE_GAME,,NO,,,,,
BCAS20226,All About PlayStation Game Hits Vol. 1,,,NO,All About PlayStation Game Hits Vol. 1,,AS,,PS3,,DISC,,NO,BASE_GAME,,NO,,,,,
BCAS20227,蒼翼默示錄 連續變幻EXTEND,,,NO,蒼翼默示錄 連續變幻EXTEND,,AS,,PS3,,DISC,,NO,BASE_GAME,,NO,,,,,
BCAS20228,辟邪除妖 完美包,,,NO,辟邪除妖 完美包,,AS,,PS3,,DISC,,NO,BASE_GAME,,NO,,,,,
