GameId	Region	GameTitle	URL	Eboot	Icon0	ParamSfo	Pic1	Snd0	Have
BLES01061	EU	Winter Sports 2011: Go for Gold		games/Winter Sports 2011: Go for Gold [BLES01061]/PS3_GAME/USRDIR/EBOOT.BIN	games/Winter Sports 2011: Go for Gold [BLES01061]/PS3_GAME/ICON0.PNG	games/Winter Sports 2011: Go for Gold [BLES01061]/PS3_GAME/PARAM.SFO	games/Winter Sports 2011: Go for Gold [BLES01061]/PS3_GAME/PIC1.PNG	games/Winter Sports 2011: Go for Gold [BLES01061]/PS3_GAME/SND0.AT3	0
BLES01066	EU	Shift 2: Unleashed		games/Shift 2: Unleashed [BLES01066]/PS3_GAME/USRDIR/EBOOT.BIN	games/Shift 2: Unleashed [BLES01066]/PS3_GAME/ICON0.PNG	games/Shift 2: Unleashed [BLES01066]/PS3_GAME/PARAM.SFO	games/Shift 2: Unleashed [BLES01066]/PS3_GAME/PIC1.PNG	games/Shift 2: Unleashed [BLES01066]/PS3_GAME/SND0.AT3	0
BLES01067	EU	Medal of Honor (Limited Edition)		games/Medal of Honor (Limited Edition) [BLES01067]/PS3_GAME/USRDIR/EBOOT.BIN	games/Medal of Honor (Limited Edition) [BLES01067]/PS3_GAME/ICON0.PNG	games/Medal of Honor (Limited Edition) [BLES01067]/PS3_GAME/PARAM.SFO	games/Medal of Honor (Limited Edition) [BLES01067]/PS3_GAME/PIC1.PNG	games/Medal of Honor (Limited Edition) [BLES01067]/PS3_GAME/SND0.AT3	0
BLES01069	EU	Thor God of Thunder		games/Thor God of Thunder [BLES01069]/PS3_GAME/USRDIR/EBOOT.BIN	games/Thor God of Thunder [BLES01069]/PS3_GAME/ICON0.PNG	games/Thor God of Thunder [BLES01069]/PS3_GAME/PARAM.SFO	games/Thor God of Thunder [BLES01069]/PS3_GAME/PIC1.PNG	games/Thor God of Thunder [BLES01069]/PS3_GAME/SND0.AT3	0
BLES01074	EU	London 2012: The Official Video Game of the Olympic Games		games/London 2012: The Official Video Game of the Olympic Games [BLES01074]/PS3_GAME/USRDIR/EBOOT.BIN	games/London 2012: The Official Video Game of the Olympic Games [BLES01074]/PS3_GAME/ICON0.PNG	games/London 2012: The Official Video Game of the Olympic Games [BLES01074]/PS3_GAME/PARAM.SFO	games/London 2012: The Official Video Game of the Olympic Games [BLES01074]/PS3_GAME/PIC1.PNG	games/London 2012: The Official Video Game of the Olympic Games [BLES01074]/PS3_GAME/SND0.AT3	0
BLES01076	EU	Dragon Age: Origins - Ultimate Edition		games/Dragon Age: Origins - Ultimate Edition [BLES01076]/PS3_GAME/USRDIR/EBOOT.BIN	games/Dragon Age: Origins - Ultimate Edition [BLES01076]/PS3_GAME/ICON0.PNG	games/Dragon Age: Origins - Ultimate Edition [BLES01076]/PS3_GAME/PARAM.SFO	games/Dragon Age: Origins - Ultimate Edition [BLES01076]/PS3_GAME/PIC1.PNG	games/Dragon Age: Origins - Ultimate Edition [BLES01076]/PS3_GAME/SND0.AT3	0
BLES01079	EU	Monster Jam: Path of Destruction		games/Monster Jam: Path of Destruction [BLES01079]/PS3_GAME/USRDIR/EBOOT.BIN	games/Monster Jam: Path of Destruction [BLES01079]/PS3_GAME/ICON0.PNG	games/Monster Jam: Path of Destruction [BLES01079]/PS3_GAME/PARAM.SFO	games/Monster Jam: Path of Destruction [BLES01079]/PS3_GAME/PIC1.PNG	games/Monster Jam: Path of Destruction [BLES01079]/PS3_GAME/SND0.AT3	0
BLES01080	EU	Yoostar 2: In the Movies		games/Yoostar 2: In the Movies [BLES01080]/PS3_GAME/USRDIR/EBOOT.BIN	games/Yoostar 2: In the Movies [BLES01080]/PS3_GAME/ICON0.PNG	games/Yoostar 2: In the Movies [BLES01080]/PS3_GAME/PARAM.SFO	games/Yoostar 2: In the Movies [BLES01080]/PS3_GAME/PIC1.PNG	games/Yoostar 2: In the Movies [BLES01080]/PS3_GAME/SND0.AT3	0
BLES01081	EU	Yakuza 4		games/Yakuza 4 [BLES01081]/PS3_GAME/USRDIR/EBOOT.BIN	games/Yakuza 4 [BLES01081]/PS3_GAME/ICON0.PNG	games/Yakuza 4 [BLES01081]/PS3_GAME/PARAM.SFO	games/Yakuza 4 [BLES01081]/PS3_GAME/PIC1.PNG	games/Yakuza 4 [BLES01081]/PS3_GAME/SND0.AT3	0
BLES01084	EU	Dragon Age II (Bioware Signature Edition)		games/Dragon Age II (Bioware Signature Edition) [BLES01084]/PS3_GAME/USRDIR/EBOOT.BIN	games/Dragon Age II (Bioware Signature Edition) [BLES01084]/PS3_GAME/ICON0.PNG	games/Dragon Age II (Bioware Signature Edition) [BLES01084]/PS3_GAME/PARAM.SFO	games/Dragon Age II (Bioware Signature Edition) [BLES01084]/PS3_GAME/PIC1.PNG	games/Dragon Age II (Bioware Signature Edition) [BLES01084]/PS3_GAME/SND0.AT3	0
BLES01088	EU	MySims: Sky Heroes		games/MySims: Sky Heroes [BLES01088]/PS3_GAME/USRDIR/EBOOT.BIN	games/MySims: Sky Heroes [BLES01088]/PS3_GAME/ICON0.PNG	games/MySims: Sky Heroes [BLES01088]/PS3_GAME/PARAM.SFO	games/MySims: Sky Heroes [BLES01088]/PS3_GAME/PIC1.PNG	games/MySims: Sky Heroes [BLES01088]/PS3_GAME/SND0.AT3	0
BLES01089	EU	John Daly's ProStroke Golf		games/John Daly's ProStroke Golf [BLES01089]/PS3_GAME/USRDIR/EBOOT.BIN	games/John Daly's ProStroke Golf [BLES01089]/PS3_GAME/ICON0.PNG	games/John Daly's ProStroke Golf [BLES01089]/PS3_GAME/PARAM.SFO	games/John Daly's ProStroke Golf [BLES01089]/PS3_GAME/PIC1.PNG	games/John Daly's ProStroke Golf [BLES01089]/PS3_GAME/SND0.AT3	0
BLUS30754	US	Prince of Persia Trilogy 3D		games/Prince of Persia Trilogy 3D [BLUS30754]/PS3_GAME/USRDIR/EBOOT.BIN	games/Prince of Persia Trilogy 3D [BLUS30754]/PS3_GAME/ICON0.PNG	games/Prince of Persia Trilogy 3D [BLUS30754]/PS3_GAME/PARAM.SFO	games/Prince of Persia Trilogy 3D [BLUS30754]/PS3_GAME/PIC1.PNG	games/Prince of Persia Trilogy 3D [BLUS30754]/PS3_GAME/SND0.AT3	0
BLES01090	EU	PDC World Championship Darts: Pro Tour		games/PDC World Championship Darts: Pro Tour [BLES01090]/PS3_GAME/USRDIR/EBOOT.BIN	games/PDC World Championship Darts: Pro Tour [BLES01090]/PS3_GAME/ICON0.PNG	games/PDC World Championship Darts: Pro Tour [BLES01090]/PS3_GAME/PARAM.SFO	games/PDC World Championship Darts: Pro Tour [BLES01090]/PS3_GAME/PIC1.PNG	games/PDC World Championship Darts: Pro Tour [BLES01090]/PS3_GAME/SND0.AT3	0
BLES01093	EU	Mafia 2: Special Extended Edition		games/Mafia 2: Special Extended Edition [BLES01093]/PS3_GAME/USRDIR/EBOOT.BIN	games/Mafia 2: Special Extended Edition [BLES01093]/PS3_GAME/ICON0.PNG	games/Mafia 2: Special Extended Edition [BLES01093]/PS3_GAME/PARAM.SFO	games/Mafia 2: Special Extended Edition [BLES01093]/PS3_GAME/PIC1.PNG	games/Mafia 2: Special Extended Edition [BLES01093]/PS3_GAME/SND0.AT3	0
BLUS30639	US	Ar Tonelico Qoga: Knell of Ar Ciel		games/Ar Tonelico Qoga: Knell of Ar Ciel [BLUS30639]/PS3_GAME/USRDIR/EBOOT.BIN	games/Ar Tonelico Qoga: Knell of Ar Ciel [BLUS30639]/PS3_GAME/ICON0.PNG	games/Ar Tonelico Qoga: Knell of Ar Ciel [BLUS30639]/PS3_GAME/PARAM.SFO	games/Ar Tonelico Qoga: Knell of Ar Ciel [BLUS30639]/PS3_GAME/PIC1.PNG	games/Ar Tonelico Qoga: Knell of Ar Ciel [BLUS30639]/PS3_GAME/SND0.AT3	0
BLES01100	EU	MotoGP 10/11		games/MotoGP 10/11 [BLES01100]/PS3_GAME/USRDIR/EBOOT.BIN	games/MotoGP 10/11 [BLES01100]/PS3_GAME/ICON0.PNG	games/MotoGP 10/11 [BLES01100]/PS3_GAME/PARAM.SFO	games/MotoGP 10/11 [BLES01100]/PS3_GAME/PIC1.PNG	games/MotoGP 10/11 [BLES01100]/PS3_GAME/SND0.AT3	0
BLUS30652	US	No More Heroes: Heroes' Paradise		games/No More Heroes: Heroes' Paradise [BLUS3065]/PS3_GAME/USRDIR/EBOOT.BIN	games/No More Heroes: Heroes' Paradise [BLUS3065]/PS3_GAME/ICON0.PNG	games/No More Heroes: Heroes' Paradise [BLUS3065]/PS3_GAME/PARAM.SFO	games/No More Heroes: Heroes' Paradise [BLUS3065]/PS3_GAME/PIC1.PNG	games/No More Heroes: Heroes' Paradise [BLUS3065]/PS3_GAME/SND0.AT3	0
BLES01105	EU	Call of Duty - Black Ops		games/Call of Duty - Black Ops [BLES01105]/PS3_GAME/USRDIR/EBOOT.BIN	games/Call of Duty - Black Ops [BLES01105]/PS3_GAME/ICON0.PNG	games/Call of Duty - Black Ops [BLES01105]/PS3_GAME/PARAM.SFO	games/Call of Duty - Black Ops [BLES01105]/PS3_GAME/PIC1.PNG	games/Call of Duty - Black Ops [BLES01105]/PS3_GAME/SND0.AT3	0
BLES01106	EU	Medal of Honor: Tier 1 Edition		games/Medal of Honor: Tier 1 Edition [BLES01106]/PS3_GAME/USRDIR/EBOOT.BIN	games/Medal of Honor: Tier 1 Edition [BLES01106]/PS3_GAME/ICON0.PNG	games/Medal of Honor: Tier 1 Edition [BLES01106]/PS3_GAME/PARAM.SFO	games/Medal of Honor: Tier 1 Edition [BLES01106]/PS3_GAME/PIC1.PNG	games/Medal of Honor: Tier 1 Edition [BLES01106]/PS3_GAME/SND0.AT3	0
BLES01107	EU	Metal of Honor: Limited Edition		games/Metal of Honor: Limited Edition [BLES01107]/PS3_GAME/USRDIR/EBOOT.BIN	games/Metal of Honor: Limited Edition [BLES01107]/PS3_GAME/ICON0.PNG	games/Metal of Honor: Limited Edition [BLES01107]/PS3_GAME/PARAM.SFO	games/Metal of Honor: Limited Edition [BLES01107]/PS3_GAME/PIC1.PNG	games/Metal of Honor: Limited Edition [BLES01107]/PS3_GAME/SND0.AT3	0
BLUS30563	US	Cabela's Dangerous Hunts 2011		games/Cabela's Dangerous Hunts 2011 [BLUS30563]/PS3_GAME/USRDIR/EBOOT.BIN	games/Cabela's Dangerous Hunts 2011 [BLUS30563]/PS3_GAME/ICON0.PNG	games/Cabela's Dangerous Hunts 2011 [BLUS30563]/PS3_GAME/PARAM.SFO	games/Cabela's Dangerous Hunts 2011 [BLUS30563]/PS3_GAME/PIC1.PNG	games/Cabela's Dangerous Hunts 2011 [BLUS30563]/PS3_GAME/SND0.AT3	0
BLES01110	EU	Ben 10: Ultimate Alien - Cosmic Destruction		games/Ben 10: Ultimate Alien - Cosmic Destruction [BLES01110]/PS3_GAME/USRDIR/EBOOT.BIN	games/Ben 10: Ultimate Alien - Cosmic Destruction [BLES01110]/PS3_GAME/ICON0.PNG	games/Ben 10: Ultimate Alien - Cosmic Destruction [BLES01110]/PS3_GAME/PARAM.SFO	games/Ben 10: Ultimate Alien - Cosmic Destruction [BLES01110]/PS3_GAME/PIC1.PNG	games/Ben 10: Ultimate Alien - Cosmic Destruction [BLES01110]/PS3_GAME/SND0.AT3	0
BLES01114	EU	Child of Eden		games/Child of Eden [BLES01114]/PS3_GAME/USRDIR/EBOOT.BIN	games/Child of Eden [BLES01114]/PS3_GAME/ICON0.PNG	games/Child of Eden [BLES01114]/PS3_GAME/PARAM.SFO	games/Child of Eden [BLES01114]/PS3_GAME/PIC1.PNG	games/Child of Eden [BLES01114]/PS3_GAME/SND0.AT3	0
BLES01116	EU	Green Lantern: Rise of the Manhunters		games/Green Lantern: Rise of the Manhunters [BLES01116]/PS3_GAME/USRDIR/EBOOT.BIN	games/Green Lantern: Rise of the Manhunters [BLES01116]/PS3_GAME/ICON0.PNG	games/Green Lantern: Rise of the Manhunters [BLES01116]/PS3_GAME/PARAM.SFO	games/Green Lantern: Rise of the Manhunters [BLES01116]/PS3_GAME/PIC1.PNG	games/Green Lantern: Rise of the Manhunters [BLES01116]/PS3_GAME/SND0.AT3	0
BLES01119	EU	BlazBlue: Continuum Shift		games/BlazBlue: Continuum Shift [BLES01119]/PS3_GAME/USRDIR/EBOOT.BIN	games/BlazBlue: Continuum Shift [BLES01119]/PS3_GAME/ICON0.PNG	games/BlazBlue: Continuum Shift [BLES01119]/PS3_GAME/PARAM.SFO	games/BlazBlue: Continuum Shift [BLES01119]/PS3_GAME/PIC1.PNG	games/BlazBlue: Continuum Shift [BLES01119]/PS3_GAME/SND0.AT3	0
NPJJ30052	JP	Splatterhouse	http://zeus.dl.playstation.net/cdn/JP0803/NPJJ30052_00/mWsSWmaoCnhrMjSWpJwtXgiUVpjJDdjxYRiICgdYpBESOKVObrQnAmdjypVfAmUBtLmthPgjNsLvgXRAKADMmNinEslFoyRByaSVU.pkg	dev_hdd0/game/NPJJ3005/USRDIR/EBOOT.BIN	dev_hdd0/game/NPJJ3005/ICON0.PNG	dev_hdd0/game/NPJJ3005/USRDIR/PARAM.SFO	dev_hdd0/game/NPJJ3005/PIC1.PNG	dev_hdd0/game/NPJJ3005/USRDIR/SND0.AT3	0
BLES01128	EU	Grand Theft Auto IV: Complete Edition		games/Grand Theft Auto IV: Complete Edition [BLES01128]/PS3_GAME/USRDIR/EBOOT.BIN	games/Grand Theft Auto IV: Complete Edition [BLES01128]/PS3_GAME/ICON0.PNG	games/Grand Theft Auto IV: Complete Edition [BLES01128]/PS3_GAME/PARAM.SFO	games/Grand Theft Auto IV: Complete Edition [BLES01128]/PS3_GAME/PIC1.PNG	games/Grand Theft Auto IV: Complete Edition [BLES01128]/PS3_GAME/SND0.AT3	0
BLES01129	EU	Final Fantasy XIV Online: A Realm Reborn		games/Final Fantasy XIV Online: A Realm Reborn [BLES01129]/PS3_GAME/USRDIR/EBOOT.BIN	games/Final Fantasy XIV Online: A Realm Reborn [BLES01129]/PS3_GAME/ICON0.PNG	games/Final Fantasy XIV Online: A Realm Reborn [BLES01129]/PS3_GAME/PARAM.SFO	games/Final Fantasy XIV Online: A Realm Reborn [BLES01129]/PS3_GAME/PIC1.PNG	games/Final Fantasy XIV Online: A Realm Reborn [BLES01129]/PS3_GAME/SND0.AT3	0
BLES01133	EU	Mass Effect 2		games/Mass Effect 2 [BLES01133]/PS3_GAME/USRDIR/EBOOT.BIN	games/Mass Effect 2 [BLES01133]/PS3_GAME/ICON0.PNG	games/Mass Effect 2 [BLES01133]/PS3_GAME/PARAM.SFO	games/Mass Effect 2 [BLES01133]/PS3_GAME/PIC1.PNG	games/Mass Effect 2 [BLES01133]/PS3_GAME/SND0.AT3	0
BLES01134	EU	Bulletstorm (Limited Edition)		games/Bulletstorm (Limited Edition) [BLES01134]/PS3_GAME/USRDIR/EBOOT.BIN	games/Bulletstorm (Limited Edition) [BLES01134]/PS3_GAME/ICON0.PNG	games/Bulletstorm (Limited Edition) [BLES01134]/PS3_GAME/PARAM.SFO	games/Bulletstorm (Limited Edition) [BLES01134]/PS3_GAME/PIC1.PNG	games/Bulletstorm (Limited Edition) [BLES01134]/PS3_GAME/SND0.AT3	0
BLES01135	EU	Michael Jackson: The Experience		games/Michael Jackson: The Experience [BLES01135]/PS3_GAME/USRDIR/EBOOT.BIN	games/Michael Jackson: The Experience [BLES01135]/PS3_GAME/ICON0.PNG	games/Michael Jackson: The Experience [BLES01135]/PS3_GAME/PARAM.SFO	games/Michael Jackson: The Experience [BLES01135]/PS3_GAME/PIC1.PNG	games/Michael Jackson: The Experience [BLES01135]/PS3_GAME/SND0.AT3	0
BLES01137	EU	Farcry 3		games/Farcry 3 [BLES01137]/PS3_GAME/USRDIR/EBOOT.BIN	games/Farcry 3 [BLES01137]/PS3_GAME/ICON0.PNG	games/Farcry 3 [BLES01137]/PS3_GAME/PARAM.SFO	games/Farcry 3 [BLES01137]/PS3_GAME/PIC1.PNG	games/Farcry 3 [BLES01137]/PS3_GAME/SND0.AT3	0
BLES01138	EU	Far Cry 3		games/Far Cry 3 [BLES01138]/PS3_GAME/USRDIR/EBOOT.BIN	games/Far Cry 3 [BLES01138]/PS3_GAME/ICON0.PNG	games/Far Cry 3 [BLES01138]/PS3_GAME/PARAM.SFO	games/Far Cry 3 [BLES01138]/PS3_GAME/PIC1.PNG	games/Far Cry 3 [BLES01138]/PS3_GAME/SND0.AT3	0
BLES01139	EU	Rio		games/Rio [BLES01139]/PS3_GAME/USRDIR/EBOOT.BIN	games/Rio [BLES01139]/PS3_GAME/ICON0.PNG	games/Rio [BLES01139]/PS3_GAME/PARAM.SFO	games/Rio [BLES01139]/PS3_GAME/PIC1.PNG	games/Rio [BLES01139]/PS3_GAME/SND0.AT3	0
BLES01145	EU	Mayhem		games/Mayhem [BLES01145]/PS3_GAME/USRDIR/EBOOT.BIN	games/Mayhem [BLES01145]/PS3_GAME/ICON0.PNG	games/Mayhem [BLES01145]/PS3_GAME/PARAM.SFO	games/Mayhem [BLES01145]/PS3_GAME/PIC1.PNG	games/Mayhem [BLES01145]/PS3_GAME/SND0.AT3	0
BLES01146	EU	Tom Clancy's Splinter Cell: Trilogy		games/Tom Clancy's Splinter Cell: Trilogy [BLES01146]/PS3_GAME/USRDIR/EBOOT.BIN	games/Tom Clancy's Splinter Cell: Trilogy [BLES01146]/PS3_GAME/ICON0.PNG	games/Tom Clancy's Splinter Cell: Trilogy [BLES01146]/PS3_GAME/PARAM.SFO	games/Tom Clancy's Splinter Cell: Trilogy [BLES01146]/PS3_GAME/PIC1.PNG	games/Tom Clancy's Splinter Cell: Trilogy [BLES01146]/PS3_GAME/SND0.AT3	0
BLES01147	EU	Duke Nukem Forever		games/Duke Nukem Forever [BLES01147]/PS3_GAME/USRDIR/EBOOT.BIN	games/Duke Nukem Forever [BLES01147]/PS3_GAME/ICON0.PNG	games/Duke Nukem Forever [BLES01147]/PS3_GAME/PARAM.SFO	games/Duke Nukem Forever [BLES01147]/PS3_GAME/PIC1.PNG	games/Duke Nukem Forever [BLES01147]/PS3_GAME/SND0.AT3	0
BLES01148	EU	WSC Real 11: World Snooker Championship		games/WSC Real 11: World Snooker Championship [BLES01148]/PS3_GAME/USRDIR/EBOOT.BIN	games/WSC Real 11: World Snooker Championship [BLES01148]/PS3_GAME/ICON0.PNG	games/WSC Real 11: World Snooker Championship [BLES01148]/PS3_GAME/PARAM.SFO	games/WSC Real 11: World Snooker Championship [BLES01148]/PS3_GAME/PIC1.PNG	games/WSC Real 11: World Snooker Championship [BLES01148]/PS3_GAME/SND0.AT3	0
BLES01149	EU	Dynasty Warriors 7		games/Dynasty Warriors 7 [BLES01149]/PS3_GAME/USRDIR/EBOOT.BIN	games/Dynasty Warriors 7 [BLES01149]/PS3_GAME/ICON0.PNG	games/Dynasty Warriors 7 [BLES01149]/PS3_GAME/PARAM.SFO	games/Dynasty Warriors 7 [BLES01149]/PS3_GAME/PIC1.PNG	games/Dynasty Warriors 7 [BLES01149]/PS3_GAME/SND0.AT3	0
BLES01150	EU	Deus Ex Human Revolution		games/Deus Ex Human Revolution [BLES01150]/PS3_GAME/USRDIR/EBOOT.BIN	games/Deus Ex Human Revolution [BLES01150]/PS3_GAME/ICON0.PNG	games/Deus Ex Human Revolution [BLES01150]/PS3_GAME/PARAM.SFO	games/Deus Ex Human Revolution [BLES01150]/PS3_GAME/PIC1.PNG	games/Deus Ex Human Revolution [BLES01150]/PS3_GAME/SND0.AT3	0
NPEB00793	EU	Deus Ex: Human Revolution	http://zeus.dl.playstation.net/cdn/EP0082/NPEB00793_00/DqZcxgCSdlAhMxKZQhwdFzoDeEHypEkCTNCAWYotzDefxSKCkhMPWHGSTwGaPMXz.pkg	dev_hdd0/game/NPEB00793/USRDIR/EBOOT.BIN	dev_hdd0/game/NPEB00793/ICON0.PNG	dev_hdd0/game/NPEB00793/USRDIR/PARAM.SFO	dev_hdd0/game/NPEB00793/PIC1.PNG	dev_hdd0/game/NPEB00793/USRDIR/SND0.AT3	0
BLES01153	EU	Transformers: Fall of Cybertron		games/Transformers: Fall of Cybertron [BLES01153]/PS3_GAME/USRDIR/EBOOT.BIN	games/Transformers: Fall of Cybertron [BLES01153]/PS3_GAME/ICON0.PNG	games/Transformers: Fall of Cybertron [BLES01153]/PS3_GAME/PARAM.SFO	games/Transformers: Fall of Cybertron [BLES01153]/PS3_GAME/PIC1.PNG	games/Transformers: Fall of Cybertron [BLES01153]/PS3_GAME/SND0.AT3	0
BLES01157	EU	Spec Ops: The Line		games/Spec Ops: The Line [BLES01157]/PS3_GAME/USRDIR/EBOOT.BIN	games/Spec Ops: The Line [BLES01157]/PS3_GAME/ICON0.PNG	games/Spec Ops: The Line [BLES01157]/PS3_GAME/PARAM.SFO	games/Spec Ops: The Line [BLES01157]/PS3_GAME/PIC1.PNG	games/Spec Ops: The Line [BLES01157]/PS3_GAME/SND0.AT3	0
BLES01159	EU	Zumba Fitness		games/Zumba Fitness [BLES01159]/PS3_GAME/USRDIR/EBOOT.BIN	games/Zumba Fitness [BLES01159]/PS3_GAME/ICON0.PNG	games/Zumba Fitness [BLES01159]/PS3_GAME/PARAM.SFO	games/Zumba Fitness [BLES01159]/PS3_GAME/PIC1.PNG	games/Zumba Fitness [BLES01159]/PS3_GAME/SND0.AT3	0
BLES01160	EU	de Blob 2		games/de Blob 2 [BLES01160]/PS3_GAME/USRDIR/EBOOT.BIN	games/de Blob 2 [BLES01160]/PS3_GAME/ICON0.PNG	games/de Blob 2 [BLES01160]/PS3_GAME/PARAM.SFO	games/de Blob 2 [BLES01160]/PS3_GAME/PIC1.PNG	games/de Blob 2 [BLES01160]/PS3_GAME/SND0.AT3	0
BLES01161	EU	Dungeon Siege III		games/Dungeon Siege III [BLES01161]/PS3_GAME/USRDIR/EBOOT.BIN	games/Dungeon Siege III [BLES01161]/PS3_GAME/ICON0.PNG	games/Dungeon Siege III [BLES01161]/PS3_GAME/PARAM.SFO	games/Dungeon Siege III [BLES01161]/PS3_GAME/PIC1.PNG	games/Dungeon Siege III [BLES01161]/PS3_GAME/SND0.AT3	0
BLES01163	EU	El Shaddai: Ascension of the Metatron		games/El Shaddai: Ascension of the Metatron [BLES01163]/PS3_GAME/USRDIR/EBOOT.BIN	games/El Shaddai: Ascension of the Metatron [BLES01163]/PS3_GAME/ICON0.PNG	games/El Shaddai: Ascension of the Metatron [BLES01163]/PS3_GAME/PARAM.SFO	games/El Shaddai: Ascension of the Metatron [BLES01163]/PS3_GAME/PIC1.PNG	games/El Shaddai: Ascension of the Metatron [BLES01163]/PS3_GAME/SND0.AT3	0
BLES01164	EU	Rango		games/Rango [BLES01164]/PS3_GAME/USRDIR/EBOOT.BIN	games/Rango [BLES01164]/PS3_GAME/ICON0.PNG	games/Rango [BLES01164]/PS3_GAME/PARAM.SFO	games/Rango [BLES01164]/PS3_GAME/PIC1.PNG	games/Rango [BLES01164]/PS3_GAME/SND0.AT3	0
BLES01167	EU	Captain America : Super Soldier		games/Captain America : Super Soldier [BLES01167]/PS3_GAME/USRDIR/EBOOT.BIN	games/Captain America : Super Soldier [BLES01167]/PS3_GAME/ICON0.PNG	games/Captain America : Super Soldier [BLES01167]/PS3_GAME/PARAM.SFO	games/Captain America : Super Soldier [BLES01167]/PS3_GAME/PIC1.PNG	games/Captain America : Super Soldier [BLES01167]/PS3_GAME/SND0.AT3	0
BLES01168	EU	Germany's Next Topmodel: Das offizielle Spiel zur Staffel 2011		games/Germany's Next Topmodel: Das offizielle Spiel zur Staffel 2011 [BLES01168]/PS3_GAME/USRDIR/EBOOT.BIN	games/Germany's Next Topmodel: Das offizielle Spiel zur Staffel 2011 [BLES01168]/PS3_GAME/ICON0.PNG	games/Germany's Next Topmodel: Das offizielle Spiel zur Staffel 2011 [BLES01168]/PS3_GAME/PARAM.SFO	games/Germany's Next Topmodel: Das offizielle Spiel zur Staffel 2011 [BLES01168]/PS3_GAME/PIC1.PNG	games/Germany's Next Topmodel: Das offizielle Spiel zur Staffel 2011 [BLES01168]/PS3_GAME/SND0.AT3	0
BLES01169	EU	Transformers: Dark of the Moon		games/Transformers: Dark of the Moon [BLES01169]/PS3_GAME/USRDIR/EBOOT.BIN	games/Transformers: Dark of the Moon [BLES01169]/PS3_GAME/ICON0.PNG	games/Transformers: Dark of the Moon [BLES01169]/PS3_GAME/PARAM.SFO	games/Transformers: Dark of the Moon [BLES01169]/PS3_GAME/PIC1.PNG	games/Transformers: Dark of the Moon [BLES01169]/PS3_GAME/SND0.AT3	0
BLES01170	EU	UFC Personal Trainer		games/UFC Personal Trainer [BLES01170]/PS3_GAME/USRDIR/EBOOT.BIN	games/UFC Personal Trainer [BLES01170]/PS3_GAME/ICON0.PNG	games/UFC Personal Trainer [BLES01170]/PS3_GAME/PARAM.SFO	games/UFC Personal Trainer [BLES01170]/PS3_GAME/PIC1.PNG	games/UFC Personal Trainer [BLES01170]/PS3_GAME/SND0.AT3	0
BLES01171	EU	Operation Flashpoint: Red River		games/Operation Flashpoint: Red River [BLES01171]/PS3_GAME/USRDIR/EBOOT.BIN	games/Operation Flashpoint: Red River [BLES01171]/PS3_GAME/ICON0.PNG	games/Operation Flashpoint: Red River [BLES01171]/PS3_GAME/PARAM.SFO	games/Operation Flashpoint: Red River [BLES01171]/PS3_GAME/PIC1.PNG	games/Operation Flashpoint: Red River [BLES01171]/PS3_GAME/SND0.AT3	0
BLES01177	EU	Tiger Woods PGA Tour 12: The Masters		games/Tiger Woods PGA Tour 12: The Masters [BLES01177]/PS3_GAME/USRDIR/EBOOT.BIN	games/Tiger Woods PGA Tour 12: The Masters [BLES01177]/PS3_GAME/ICON0.PNG	games/Tiger Woods PGA Tour 12: The Masters [BLES01177]/PS3_GAME/PARAM.SFO	games/Tiger Woods PGA Tour 12: The Masters [BLES01177]/PS3_GAME/PIC1.PNG	games/Tiger Woods PGA Tour 12: The Masters [BLES01177]/PS3_GAME/SND0.AT3	0
BLES01178	EU	Hyperdimension Neptunia		games/Hyperdimension Neptunia [BLES01178]/PS3_GAME/USRDIR/EBOOT.BIN	games/Hyperdimension Neptunia [BLES01178]/PS3_GAME/ICON0.PNG	games/Hyperdimension Neptunia [BLES01178]/PS3_GAME/PARAM.SFO	games/Hyperdimension Neptunia [BLES01178]/PS3_GAME/PIC1.PNG	games/Hyperdimension Neptunia [BLES01178]/PS3_GAME/SND0.AT3	0
BLES01179	EU	Red Dead Redemption: Undead Nightmare		games/Red Dead Redemption: Undead Nightmare [BLES01179]/PS3_GAME/USRDIR/EBOOT.BIN	games/Red Dead Redemption: Undead Nightmare [BLES01179]/PS3_GAME/ICON0.PNG	games/Red Dead Redemption: Undead Nightmare [BLES01179]/PS3_GAME/PARAM.SFO	games/Red Dead Redemption: Undead Nightmare [BLES01179]/PS3_GAME/PIC1.PNG	games/Red Dead Redemption: Undead Nightmare [BLES01179]/PS3_GAME/SND0.AT3	0
BLES01181	EU	Lord of the Rings: War in the North		games/Lord of the Rings: War in the North [BLES01181]/PS3_GAME/USRDIR/EBOOT.BIN	games/Lord of the Rings: War in the North [BLES01181]/PS3_GAME/ICON0.PNG	games/Lord of the Rings: War in the North [BLES01181]/PS3_GAME/PARAM.SFO	games/Lord of the Rings: War in the North [BLES01181]/PS3_GAME/PIC1.PNG	games/Lord of the Rings: War in the North [BLES01181]/PS3_GAME/SND0.AT3	0
NPUB90455	US	Warriors: Legends of Troy		dev_hdd0/game/NPUB90455/USRDIR/EBOOT.BIN	dev_hdd0/game/NPUB90455/ICON0.PNG	dev_hdd0/game/NPUB90455/USRDIR/PARAM.SFO	dev_hdd0/game/NPUB90455/PIC1.PNG	dev_hdd0/game/NPUB90455/USRDIR/SND0.AT3	0
