GameId	Region	GameTitle	Link	zRIFId	ContentId	OriginalGameTitle	Firmware
PCSG90080	JP	Ragnarok Odyssey ACE (DEMO)	http://ares.dl.playstation.net/cdn/JP0747/PCSG90080_00/NDUfLQadcgbXieeieTTTjSeTZdtRhiNEvGRzQsLDgoxOvVtWJMNouqhsCldXdWsYiwpKWIKJSlHrmGuhuZMugxwdZOCqihaYRoRIX.pkg	KO5ifR1dg/J5YXyvAANzE3OwLZZA90DsDwgwQAb4/Fexeembezwee730PqfvkJM1G43xwQ0AOaETewAA	JP0747-PCSG90080_00-APP0000000000000	Ragnarok Odyssey ACE 体験版	2.12
PCSC90020	JP	HAKO! -OPEN ME- (DEMO)	http://zeus.dl.playstation.net/cdn/JP9000/PCSC90020_00/LoQaLnfwnJGiNgYVRCEmmuzlnCDtWVsiVCvltzlOCASXxfnkNhbgQQXoXOjWwrOfNfPXHNcSAWAYIGNgqYnVPkKzHHWxyaDUZMOFO.pkg	MISSING	JP9000-PCSC90020_00-TGS1800020120907	箱！ -OPEN ME- タダの箱	1.8
PCSG90335	JP	love clear (DEMO)	http://zeus.dl.playstation.net/cdn/JP0741/PCSG90335_00/JP0741-PCSG90335_00-LOVECLEARTRZZZZZ_bg_1_b4bfcfca6ba9556d0ed15eb238c698aacea76500.pkg	KO5ifR1dQ+d7BRiYm4BNdbc0MDY2Bdnv4x/m6uzj6hgUEhQFAvj8d+nM0gcXjfXnaLOWma+WnfZvNMYHNwAAEaoVpgAA	JP0741-PCSG90335_00-LOVECLEARTRZZZZZ	love clear -ラブクリア- 体験版	3.69
PCSG90336	JP	Kin-iro Loveriche (DEMO)	http://zeus.dl.playstation.net/cdn/JP0741/PCSG90336_00/JP0741-PCSG90336_00-PSVDEMOAPP000001_bg_1_a3f8a871a7e804d29e956c00f56d037811f8b742.pkg	KO5ifR1dQ+d7BRiYm4BNdbc0MDY2A9kfEBzm4urr7xgQALETn/8Ej4m3JB5JWOa/95Hqxu7rQaMxPrgBAEWtFKwA	JP0741-PCSG90336_00-PSVDEMOAPP000001	金色ラブリッチェ 体験版	3.69
PCSG90337	JP	アイキス 体験版	http://zeus.dl.playstation.net/cdn/JP0741/PCSG90337_00/JP0741-PCSG90337_00-AIKISSTRZZZZZZZZ_bg_1_6854e75fee925ffb4e1dc983fd81575766f6dbec.pkg	KO5ifR1dQ+d7BRiYm4BNdbc0MDY2B9vv6e0ZHBwSFAUF+Pzn9vy6ucH+DwHfT//g+PN/W/hojA9uAADMmxfm	JP0741-PCSG90337_00-AIKISSTRZZZZZZZZ	アイキス 体験版	3.69
PCSG90327	JP	アオナツライン (DEMO)	http://zeus.dl.playstation.net/cdn/JP0741/PCSG90327_00/JP0741-PCSG90327_00-AONATSULINETRZZZ_bg_1_4d3cb72cb0667dd960604a31680e0ed2d7b10b28.pkg	KO5ifR1dQ+d7BRiYm4BNdbc0MDYyB9vv7+cYEhzq4+nnGhIUFRWFz39R/a5v1Oxn1H5etN7KJEE1fzTGBzcAAGemFKgA	JP0741-PCSG90327_00-AONATSULINETRZZZ	アオナツライン 体験版	3.69
PCSG90175	JP	Taiko no Tatsujin V Trial (DEMO)	http://zeus.dl.playstation.net/cdn/JP0700/PCSG90175_00/JP0700-PCSG90175_00-TAIKOTRIAL000000_bg_1_abf694d60ac5766ab8b0ab07849b71293122f8f6.pkg	KO5ifR1dg/J5YXyvAJBLwLZYGhiam4LsD3H09PYPCfJ09IFYis9/igdKjY6dDvtS9cPrzZ9gx/+jMT64AQDCERYs	JP0700-PCSG90175_00-TAIKOTRIAL000000	太鼓の達人 Ｖバージョン 体験版	3.5
PCSG90234	JP	プライミニスター (DEMO)	http://zeus.dl.playstation.net/cdn/JP0741/PCSG90234_00/JP0741-PCSG90234_00-PRIMINISTARTKB00_bg_1_e95fc65601ef467b9673851d51bdae7b7369c871.pkg	KO5ifR1dQ+d7BRiYm4BNdbc0MDI2AdkfEOTp6+nnGRziGBTiDTQEn/+8yhJ82yp7t6le6k48kW7HMxrjgxsAAF5LFBIA	JP0741-PCSG90234_00-PRIMINISTARTKB00	プライミニスター 体験版	3.6
PCSG90204	JP	討鬼伝２ (DEMO)	http://zeus.dl.playstation.net/cdn/JP0106/PCSG90204_00/JP0106-PCSG90204_00-TOUKIDEN2DEMO000_bg_1_e2c16f730c324e0c920f760aca4d19c3098c622a.pkg	KO5ifR1dQ+d7BRgYGpiBbbE0MDIwAdkf4h/q7eni6mfk4urrDzIDD9BZvKakeaf/KW6dvQvrFs29PRrjgxsAABXuFScA	JP0106-PCSG90204_00-TOUKIDEN2DEMO000	討鬼伝２ 体験版	3.6
PCSE01331	US	Energy Cycle Edge (Demo)	http://zeus.dl.playstation.net/cdn/UP1675/PCSE01331_00/UP1675-PCSE01331_00-SYPSVECEDGEDEMO0_bg_1_5c7892e39fc39c550e9e6c5e0a044a4379188148.pkg	KO5ifR1dg/J5YfzQAEMzc1OIqYbGxoYg+4MjA4LDXJ1dXdxdXVx9/Q3w+S+U+93Emf4Rpv+jguU/T2GWH43xwQ0AGlET5AAA	UP1675-PCSE01331_00-SYPSVECEDGEDEMO0	Energy Cycle Edge (Demo)	3.68
PCSE01167	US	99Vidas (Demo)	http://zeus.dl.playstation.net/cdn/UP2158/PCSE01167_00/UP2158-PCSE01167_00-99VIDASPSV170808_bg_1_28eafae6ac51fe0e20f8cb50d7c57ac9ae6b191a.pkg	KO5ifR1dg/J5YfzQACNDUwuIqYaGZuYg+y0twzxdHIMDgsMMzQ0sgI7EA35qnv1k8aVv343iXadLjX+1jcb44AYAGLwW9AAA	UP2158-PCSE01167_00-99VIDASPSV170808	99Vidas - Demo	3.65
PCSG00450	JP	Captain Earth Mind Labyrinth	http://zeus.dl.playstation.net/cdn/JP0700/PCSG00450_00/JP0700-PCSG00450_00-CE00000000000001_bg_1_59f1ca1ba3c5076654cd4b75f2df47bb2cc43cd3.pkg	KO5ifR1dQ+d7BYBcArXFBGK/s6sBMjDE5z/pKxGmy9uzbtzwdPnBu4L792iMD24AAEVbE5MA	JP0700-PCSG00450_00-CE00000000000001	キャプテン・アース Mind Labyrinth	3.35
PCSB00085	EU	EA SPORTS FIFA Football Demo	http://ares.dl.playstation.net/cdn/EP0006/PCSB00085_00/VrhXYoiYLlRuQziHRQliZlFViCPVOgyUbtjzLDEzUdWFnRQhcSfhBcFTtLOUzGRE.pkg	NOT REQUIRED	EP0006-PCSB00085_00-FIFAVITA20120001	EA SPORTS FIFA Football Demo	1.5
PCSG90055	JP	天使憑きの少女 体験版	http://ares.dl.playstation.net/cdn/JP0055/PCSG90055_00/jsxRAtLUksDwptiWuVgubdtuHiCFzEcnvFhMlekYtJNOvvJgJPVWghMtOwWWHmKHLkYGjLQUiZDZsgNPAuiTSPvjRdSmahThyHaLr.pkg	KO5ifR1dg/J5YXyvAKCtpmBbLEEskP0hrn7BHp4hwaHenl4urr7++Px35NySA7PdWp9GvIgRFSoxfzYa44MbAABp0xXd	JP0055-PCSG90055_00-TENSHITSUKIJDEMO	天使憑きの少女 体験版	1.8
