title_id,game_title,region,version,url,content_id,platform,distribution,content_type
BETA,Swing,EU,1.00,,BETA,PS1,DISC,GAME
BETA,Torc - Legend of the Ogre Crown,US,1.00,,BETA,PS1,DISC,GAME
BETA,"Flintstones, The - Bedrock Bowling",US,1.00,,BETA,PS1,DISC,GAME
BETA,Tony Hawk's Pro Skater,US,1.00,,BETA,PS1,DISC,GAME
BETA,Hybrid,US,1.00,,BETA,PS1,DISC,GAME
CPCS00701,DINO CRISIS 5TH ANNIVERSARY [3 DISCS],JP,1.00,,CPCS-00701,PS1,DISC,GAME
DEDA1002,Tantei Jinguji Saburo Series 10 syuunen Kinen CD,JP,1.00,,DEDA-1002,PS1,DISC,GAME
DTL1500,Setup Utility for DTL-1500 (Version 1.1),JP,1.00,,DTL-1500,PS1,DISC,GAME
DTLD2340,PlayStation Programmer Tool - Technical Reference,JP,1.00,,DTLD-2340,PS1,DISC,GAME
DTLS2170,PlayStation Programmer Tool - Runtime Library,JP,1.00,,DTLS-2170,PS1,DISC,GAME
DTLS2180,PlayStation Programmer Tool - Runtime Library,JP,1.00,,DTLS-2180,PS1,DISC,GAME
DTLS2190,PlayStation Programmer Tool - Runtime Library,JP,1.00,,DTLS-2190,PS1,DISC,GAME
DTLS2340,PlayStation Programmer Tool - Runtime Library,JP,1.00,,DTLS-2340,PS1,DISC,GAME
DTLS3030,Net Yarou ze Kidou Disc - Version 1.0,JP,1.00,,DTLS-3030,PS1,DISC,GAME
DTLS3035,Net Yaroze Boot Disc,EU,1.00,,DTLS-3035,PS1,DISC,GAME
DTLS3040,Net Yaroze Software Development Disc,JP,1.00,,DTLS-3040,PS1,DISC,GAME
DTLS3045,Net Yaroze Software Development Disc,EU,1.00,,DTLS-3045,PS1,DISC,GAME
ESPM70001,Iceman - Digital PlayStage,JP,1.00,,ESPM-70001,PS1,DISC,GAME
ESPM70002,Robots - Video Alchemy,JP,1.00,,ESPM-70002,PS1,DISC,GAME
ESPM70003,Puffy no P.S. I Love You,JP,1.00,,ESPM-70003,PS1,DISC,GAME
ESPM70003,PUFFY - P.S. I LOVE YOU,JP,1.00,,ESPM-70003,PS1,DISC,GAME
GUST9001,Elie no Atelier - Salburg no Renkinjutsushi 2 - Opening Drama CD,JP,1.00,,GUST-9001,PS1,DISC,GAME
HDR0031,Shenmue JukeBox - Heart Beats,JP,1.00,,HDR-0031,PS1,DISC,GAME
HDR0174,Sonic the Hedgehog 10th Anniversary,JP,1.00,,HDR-0174,PS1,DISC,GAME
HPS105,WAI WAI TRUMP TAISEN [CONTROLLER SET],JP,1.00,,HPS-105,PS1,DISC,GAME
HPS91,WAI WAI 3-NIN UCHI MAHJONG [CONTROLLER SET],JP,1.00,,HPS-91,PS1,DISC,GAME
KRTCD001,Action Replay Higi Code CD Vol. 1,JP,1.00,,KRTCD-001,PS1,DISC,GAME
LSP010150,Lightspan - Liquid Books 1 - Lety's Favorite Stories,US,1.00,,LSP-010150,PS1,DISC,GAME
LSP01015001,Liquid Books Adventure 1 - Lety's Favorite Stories,US,1.00,,LSP-1015001,PS1,DISC,GAME
