type,title_id,game_title,region,update,license,url,content_id
PSN,PCSB01226,Stardew Valley,EU,1.02,KO5ifR1dQ+e7BhgZG1pCVBsaGZmB7A8OcQxycQ0HWxjs6eqKz38/jmnqHp/09Nq6zo9+HD9ezx+N8cENALXBFr4A,http://gs.ww.np.dl.playstation.net/ppkg/np/PCSB01226/PCSB01226_T1/b6e6b83fc92f578a/EP2319-PCSB01226_00-STARDEW00000SIEE-A0102-V0100-effe81442b7906d8612aa5eef338d386e9e81c67-PE.pkg,EP2319-PCSB01226_00-STARDEW00000SIEE-A0102-V0100
PSN,PCSB01230,InkSplosion,EU,1.01,KO5ifR1dQ+e7BhhYWJpBVBsaGYPtD3IMcXT39PMODvDxD/b098PnvweznBpyxIPKZk85tuaoTV3iaIwPbgAASwsVOQAA,http://gs.ww.np.dl.playstation.net/ppkg/np/PCSB01230/PCSB01230_T0/2767e6f4cefd0093/EP0896-PCSB01230_00-RATAGINKSPLOSION-A0101-V0101-64d24fd955eeae69a4ebaed961ac6aa5b245ed89-PE.pkg,EP0896-PCSB01230_00-RATAGINKSPLOSION-A0101-V0101
CARD,PCSB01235,Muv-Luv Alternative,EU,1.01,KO5ifR1dQ+e7BpgYWRpDVBsaGZuC7Xd3NTA3c/QJgVqKz39ZU5SnbfwmzM3HEzvnuOoT79EYH9wAAOESEq4A,http://gs.ww.np.dl.playstation.net/ppkg/np/PCSB01235/PCSB01235_T0/2d17c504e6fd0723/EP4293-PCSB01235_00-AGE076ALT0000000-A0101-V0100-fd02d8d29aa88a99d5020c2a1360d79fca3408f1-PE.pkg,EP4293-PCSB01235_00-AGE076ALT0000000-A0101-V0100
PSN,PCSB01238,Dragon Sinker: Descendants of Legend,EU,1.01,KO5ifR1dQ+e7BhgZmxlDVBsaGVuA7Eeyz8DQ0NQAn/96ipq2x0n8LL/JGfot8ARnzmiMD24AAPB3E14A,http://gs.ww.np.dl.playstation.net/ppkg/np/PCSB01238/PCSB01238_T0/5f0ca3f0d0d2b538/EP2363-PCSB01238_00-G000000000001150-A0101-V0100-9489ca847f68ba5b7683c0414c2cf299861b3930-PE.pkg,EP2363-PCSB01238_00-G000000000001150-A0101-V0100
PSN,PCSB01242,Riddled Corpses EX,EU,1.01,KO5ifR1dQ+e7BhiamxlBVBsamRiB7A/ydHHxcXWBW4rPf7rvg2Z5Sjzou9FVYLvorqXNaIwPbgAA68AT5wAA,http://gs.ww.np.dl.playstation.net/ppkg/np/PCSB01242/PCSB01242_T0/48e876a479cbbbbe/EP1762-PCSB01242_00-RIDDLED000000000-A0101-V0100-905a9d9243822a1cf06fe2090dd92791bcae7753-PE.pkg,EP1762-PCSB01242_00-RIDDLED000000000-A0101-V0100
PSN,PCSB01243,Fate/Extella Link,EU,1.01,KO5ifR1dQ+e7BpiYWBpBVBsamRiD7HdzDHF1jQhx9fFx9PH08w7G5z8hv7spShpHF9SGLPxfJhK/cjTGBzcAAO4sFGwA,http://gs.ww.np.dl.playstation.net/ppkg/np/PCSB01243/PCSB01243_T0/b78539f5fa7da8ae/EP4492-PCSB01243_00-FATEEXTELLALINKS-A0101-V0100-ac30a37c67e68dec1cc1e9c4602443853d7373b4-PE.pkg,EP4492-PCSB01243_00-FATEEXTELLALINKS-A0101-V0100
PSN,PCSB01247,FullBlast,EU,1.01,KO5ifR1dQ+e7BhhYWJpBVBsamZiD7A9yDHH0cXR3C/XxcfJxDA7B579PzEfXawVvTJ7W3+lg/X3OhtEYH9wAALQIFXwA,http://gs.ww.np.dl.playstation.net/ppkg/np/PCSB01247/PCSB01247_T0/d012825ae5ef9e77/EP0896-PCSB01247_00-RATALAGFULLBLAST-A0101-V0100-d57658ac84a1bd9b21f02e1893d1c5328304530b-PE.pkg,EP0896-PCSB01247_00-RATALAGFULLBLAST-A0101-V0100
PSN,PCSB01249,Waking Violet,EU,1.01,KO5ifR1dQ+e7BpiYWJhDVBsamViC7Eeyz8DQ0MwQn/9kp3IpzjmwSzzx+UK+3XOzOEdjfHADAEfkEl8A,http://gs.ww.np.dl.playstation.net/ppkg/np/PCSB01249/PCSB01249_T0/d101fbd7344b2208/EP4487-PCSB01249_00-G000000000001161-A0101-V0101-b4e53b9f0783205325ec7fcc717b3191b0cac7a0-PE.pkg,EP4487-PCSB01249_00-G000000000001161-A0101-V0101
PSN,PCSB01250,Bloodstained: Curse of the Moon,EU,1.01,KO5ifR1dQ+e7BhgaWJpCVBsaQex39g/xDfMMcQwIcA0FWYrPf9dK4v/+Ekx58j7VaOLf3zvmj8b44AYAZNQXIwAA,http://gs.ww.np.dl.playstation.net/ppkg/np/PCSB01250/PCSB01250_T0/7a6914c3fe6b26d4/EP1095-PCSB01250_00-COTMVITAPPEU0000-A0101-V0100-fd2b1e3fb376731e20d18c724eed058943c4903f-PE.pkg,EP1095-PCSB01250_00-COTMVITAPPEU0000-A0101-V0100
PSN,PCSB01251,Super Destronaut DX,EU,1.01,KO5ifR1dQ+e7BhhYWJpBVBsamRqC7A9yDw4NcA1ycQ0OCfL3cwzF57/pBxseGl27P3d2/BHlSycuaozG+OAGADsBFvoA,http://gs.ww.np.dl.playstation.net/ppkg/np/PCSB01251/PCSB01251_T0/28159529d356eaf8/EP0896-PCSB01251_00-RGSUPERDESTRONAU-A0101-V0100-f04dc05a92452925b2e8c7ddf85a89b4fa92e639-PE.pkg,EP0896-PCSB01251_00-RGSUPERDESTRONAU-A0101-V0100
PSN,PCSB01266,Sigi: A Fart for Melusina,EU,1.02,KO5ifR1dQ+e7BhiamRlCVBsamZmB7Eeyz8DQ0NwCn//KonsPT9m/iNVm001JntNvTo7G+OAGACFAFBgA,http://gs.ww.np.dl.playstation.net/ppkg/np/PCSB01266/PCSB01266_T1/920db6ed97850eb5/EP1661-PCSB01266_00-G000000000001178-A0102-V0100-f100cb754a4aa3f3388cca4eea33db4ff6a0f80e-PE.pkg,EP1661-PCSB01266_00-G000000000001178-A0102-V0100
PSN,PCSB01271,Super Skull Smash GO! 2 Turbo,EU,1.01,KO5ifR1dQ+e7BhhYWppCVBsamRuC7A9xdA72DvXxCfZ1DPZw9zfC579HP+tvr/WV7+v/8UNfsO4h12iMD24AAMRHFhkA,http://gs.ww.np.dl.playstation.net/ppkg/np/PCSB01271/PCSB01271_T0/6aee7acc6c467c64/EP0995-PCSB01271_00-TACSKULLSMASHGO2-A0101-V0100-9d101128e898b7b2e25be5dae13d68b5c2ab2764-PE.pkg,EP0995-PCSB01271_00-TACSKULLSMASHGO2-A0101-V0100
CARD,PCSB01281,Vasara Collection,EU,1.02,KO5ifR1dQ+e7BhiYmphBVBsaWRiC7Eeyz8DQ0NIYn/9czWw3nOKZ03x430XPrf9fcY3G+OAGADz+FCwA,http://gs.ww.np.dl.playstation.net/ppkg/np/PCSB01281/PCSB01281_T1/b1bf12c28789d8e0/EP0546-PCSB01281_00-G000000000001193-A0102-V0100-549c0fc34bf2b43ed550f969b79af2c8bb8e9c0c-PE.pkg,EP0546-PCSB01281_00-G000000000001193-A0102-V0100
PSN,PCSB01283,Nurse Love Syndrome,EU,1.01,,http://gs.ww.np.dl.playstation.net/ppkg/np/PCSB01283/PCSB01283_T1/f4c6195c3b6ad9a3/EP1052-PCSB01283_00-NURSELOVESYNEU00-A0101-V0101-1847ca6887ed7de675eb9ccbc9366981a9b2731f-PE.pkg,EP1052-PCSB01283_00-NURSELOVESYNEU00-A0101-V0101
CARD,PCSB01284,The Bard's Tale: Remastered and Resnarkled,EU,1.01,KO5ifR1dQ+e7BhgZGFlAVBsaWZiA7A/xcHVyDHIJDnH0cQ3yC3LB5786jntPD+fLsk/eJV5Vr76mfTTGBzcAAOizFGYA,http://gs.ww.np.dl.playstation.net/ppkg/np/PCSB01284/PCSB01284_T1/7b261a0f13065dfb/EP2028-PCSB01284_00-THEBARDSTALERNRD-A0101-V0100-78ca832107601083f2bb90bcea8f4a7d213a84ef-PE.pkg,EP2028-PCSB01284_00-THEBARDSTALERNRD-A0101-V0100
CARD,PCSB01285,Darkest Dungeon: Collector's Edition,EU,1.01,KO5ifR1dQ+e7BhiZWBhDVBsaWZiC7Eeyz8DQ0NIcn/+mHPbV68qvf/z5yePvVR/us43G+OAGAOTzFcMA,http://gs.ww.np.dl.playstation.net/ppkg/np/PCSB01285/PCSB01285_T0/df776476ec31711b/EP2483-PCSB01285_00-G000000000001197-A0101-V0100-c9d109f668f8321e1ef0f95f9e55198dac0b9b1a-PE.pkg,EP2483-PCSB01285_00-G000000000001197-A0101-V0100
PSN,PCSB01300,Fast Striker,EU,1.01,KO5ifR1dQ+e7BhgBrYWoNgQ6BGS/m2NwSHBIkKe3axDYUnz+e/zuQGAwD/P7RxNWzrnwh8V4NMYHNwAAtnkVhgAA,http://gs.ww.np.dl.playstation.net/ppkg/np/PCSB01300/PCSB01300_T0/2d22320071cf754e/EP2005-PCSB01300_00-FASTSTRIKER00000-A0101-V0100-2f8f8ed5dd01d54d2e518f84a3ab87b1c3e4ccdf-PE.pkg,EP2005-PCSB01300_00-FASTSTRIKER00000-A0101-V0100
PSN,PCSB01301,Timespinner,EU,1.03,KO5ifR1dQ+e7BhiYGBlDVBsaGxiC7Eeyz8DQyNAQn/+KkltfBxQnM7+4Ke14L/GV1WiMD24AAPOCE2QA,http://gs.ww.np.dl.playstation.net/ppkg/np/PCSB01301/PCSB01301_T3/9fc056ac1234bb83/EP0423-PCSB01301_00-G000000000001211-A0103-V0100-c1c4095df07e69eaa1b18eb04bde909f737e6b67-PE.pkg,EP0423-PCSB01301_00-G000000000001211-A0103-V0100
PSN,PCSB01303,Atari Flashback Classics,EU,1.04,KO5ifR1dQ+e7BhgYWhhBVBsaGxiD7HfzcQz2cHJ09nYGMoI9nfH5j/Ola595U/nh26s35c5Qbz46GuODGwAASGIVQwAA,http://gs.ww.np.dl.playstation.net/ppkg/np/PCSB01303/PCSB01303_T3/eeb4efb6c82d66c6/EP0182-PCSB01303_00-FLASHBACKCLASSIC-A0104-V0100-b8bd947af4d36e31ae18d799f1d41cb198c5cf40-PE.pkg,EP0182-PCSB01303_00-FLASHBACKCLASSIC-A0104-V0100
PSN,PCSB01305,Romancing SaGa 3,EU,1.02,KO5ifR1dQ+e7BgBdYQRRbWhsYAqyP8jf19HP2dPPPdjR3dHYwwWf/05u62G8InTZJsWFf6bIn5xZozE+uAEAn4UUPwAA,http://gs.ww.np.dl.playstation.net/ppkg/np/PCSB01305/PCSB01305_T1/85e945bc6bec0687/EP0082-PCSB01305_00-ROMANCINGSAGA3HD-A0102-V0100-5f3204d8d4ba769adeec767d76fc0ffcf6e6091e-PE.pkg,EP0082-PCSB01305_00-ROMANCINGSAGA3HD-A0102-V0100
PSN,PCSB01317,Perils of Baking,EU,1.03,KO5ifR1dQ+e7BpgaGBpCVBsaG5qD7Eeyz8DQyMgcn/9c+df51bo8mCTjMvP5edZ/FaMxPrgBAJc0Ey8A,http://gs.ww.np.dl.playstation.net/ppkg/np/PCSB01317/PCSB01317_T2/d956649b3016533e/EP5011-PCSB01317_00-G000000000001227-A0103-V0100-a6e18a70dc81e8442ff125acfa7a23a5feb25ca0-PE.pkg,EP5011-PCSB01317_00-G000000000001227-A0103-V0100
PSN,PCSB01321,Necrosphere Deluxe,EU,1.01,KO5ifR1dQ+e7BhiZmVtAVBsaGxmC7Hd2DPFzdQ7yNzCMAILQEHz+u5LgfH1//84/ZidlDbK6flqOxvjgBgBquhXm,http://gs.ww.np.dl.playstation.net/ppkg/np/PCSB01321/PCSB01321_T0/23af57d5ce0628d0/EP2678-PCSB01321_00-CATNECRO01XXXXUT-A0101-V0100-4b19622d4d4f91914971c21721713fdcc7abe5e0-PE.pkg,EP2678-PCSB01321_00-CATNECRO01XXXXUT-A0101-V0100
PSN,PCSB01322,Drowning,EU,1.01,KO5ifR1dQ+e7BhiamRlCVBsaGxmB7Eeyz8DQyNgIn/9Kr08+dGr1Q+d5Cw7GSu2cVzsa44MbAACvShUF,http://gs.ww.np.dl.playstation.net/ppkg/np/PCSB01322/PCSB01322_T0/7c9ad0f8a446af9c/EP1661-PCSB01322_00-G000000000001232-A0101-V0100-3a706451391cdc61a3967bd8e36a2aee6e0fb4d4-PE.pkg,EP1661-PCSB01322_00-G000000000001232-A0101-V0100
PSN,PCSB01324,Awesome Pea,EU,1.01,KO5ifR1dQ+e7BhiamRlCVBsaG5mA7Eeyz8DQyNgEn/9mNbi/nm3pp9gQaZfOWJT0ZDTGBzcAACe5EksA,http://gs.ww.np.dl.playstation.net/ppkg/np/PCSB01324/PCSB01324_T0/baa8df141c40e762/EP1661-PCSB01324_00-G000000000001234-A0101-V0100-e60ee95f83e1203a995f9ed622746889a7795a97-PE.pkg,EP1661-PCSB01324_00-G000000000001234-A0101-V0100
PSN,PCSB01331,Crossovers by POWGI,EU,1.01,KO5ifR1dQ+e7BhibWppDVBsaGxuC7Eeyz8DQyMQQn/+sp1/aEnsi8+qaNNEZi999HY3wQQ4A4tAUiwAA,http://gs.ww.np.dl.playstation.net/ppkg/np/PCSB01331/PCSB01331_T0/9bcded8dc8c84163/EP3597-PCSB01331_00-G000000000001241-A0101-V0100-3edf9db27be0f8664decd12db04afe1bd94ab95a-PE.pkg,EP3597-PCSB01331_00-G000000000001241-A0101-V0100
PSN,PCSB01334,Super Weekend Mode,EU,1.01,KO5ifR1dQ+e7BhhYWJpBVBsaG5uA7A9yDw4NcA0Kd3X1dvVz8fXH57+HPi0Pf7J42VhOOhmwdmv65tEYH9wAAAitFaoA,http://gs.ww.np.dl.playstation.net/ppkg/np/PCSB01334/PCSB01334_T0/c725e3cde8b4566b/EP0896-PCSB01334_00-RGSUPERWEEKENDMO-A0101-V0100-d0537e8aec7fd4ad8f5af9ae4ab8bf286c76fda4-PE.pkg,EP0896-PCSB01334_00-RGSUPERWEEKENDMO-A0101-V0100
PSN,PCSB01349,Halloween Forever,EU,1.01,KO5ifR1dQ+e7BhhYWppCVBsam1iC7Pdw9PHxD3d19XPzD3INcw3F5z+WU8c7crgPlLfwl+3/I+NwZDTGBzcAALJEFN4A,http://gs.ww.np.dl.playstation.net/ppkg/np/PCSB01349/PCSB01349_T0/d0a404d34f34c05b/EP0995-PCSB01349_00-HALLOWEENFOREVEU-A0101-V0100-0f5465a3634effd21419356f26366c75e6765db7-PE.pkg,EP0995-PCSB01349_00-HALLOWEENFOREVEU-A0101-V0100
PSN,PCSB01368,Conga Master Go!,EU,1.02,KO5ifR1dQ+e7BhibmkBVGxqbWYDsR7LPwNDI3AKf/zYqqqm4HmpiMDktwmOc/iRjNMYHNwAAZZkRPQAA,http://gs.ww.np.dl.playstation.net/ppkg/np/PCSB01368/PCSB01368_T1/1c7883f564f6d1cb/EP3540-PCSB01368_00-G000000000001278-A0102-V0100-9feea7a57d727134d81e83f0d1565485ef9adf17-PE.pkg,EP3540-PCSB01368_00-G000000000001278-A0102-V0100
PSN,PCSB01371,Spirit Hunter: NG,EU,1.01,KO5ifR1dQ+e7BhgaGJlAVBsamxuC7A8O8AzyDPEI9QtxDfJzdw3F60FOh2Xzjmld+npU0Oz8SWGT0Rgf3AAA+M0UbgAA,http://gs.ww.np.dl.playstation.net/ppkg/np/PCSB01371/PCSB01371_T1/42c88c742be6baf4/EP1024-PCSB01371_00-SPIRITHUNTERNGEU-A0101-V0100-0413187409e5770cc569be648bff7a7a01861336-PE.pkg,EP1024-PCSB01371_00-SPIRITHUNTERNGEU-A0101-V0100
PSN,PCSB01375,Shakedown Hawaii,EU,1.04,KO5ifR1dQ+e7BhgZmJtDVBsam5uC7A/2cPR2dfEP9/NwDHf09DTA57/5i6/kTi1omeSZM1vuuWNC9miMD24AANEzFPIA,http://gs.ww.np.dl.playstation.net/ppkg/np/PCSB01375/PCSB01375_T3/6c23b02891ec0ad2/EP2077-PCSB01375_00-SHAKEDOWNHAWAII0-A0104-V0100-c1208c9ff37df4977dc462cff622be3417603595-PE.pkg,EP2077-PCSB01375_00-SHAKEDOWNHAWAII0-A0104-V0100
PSN,PCSB01378,Ghoulboy: Dark Sword of Goblin,EU,1.02,KO5ifR1dQ+e7BhibmkBVGxqbW4DsR7LPwNDIwgKf/1IMGO/rP9aQWTVh2/l7+nJpozE+uAEAyvASrwAA,http://gs.ww.np.dl.playstation.net/ppkg/np/PCSB01378/PCSB01378_T1/c41c176b313d05db/EP3540-PCSB01378_00-G000000000001288-A0102-V0100-75be2af1904d8ab53732ecdfe92a2af69635e327-PE.pkg,EP3540-PCSB01378_00-G000000000001288-A0102-V0100
PSN,PCSB01379,Vasilis,EU,1.01,KO5ifR1dQ+e7BhiamRlCVBsam1uC7Eeyz8DQyMISn//+dlTtWHI7oyvfmMXrvv2RtaMxPrgBAG07FEAA,http://gs.ww.np.dl.playstation.net/ppkg/np/PCSB01379/PCSB01379_T0/48d099c5589963cd/EP1661-PCSB01379_00-G000000000001289-A0101-V0100-643f893ede79e1329b2afd69dec2d5005aa6fe41-PE.pkg,EP1661-PCSB01379_00-G000000000001289-A0101-V0100
PSN,PCSB01383,Thy Sword,EU,1.01,KO5ifR1dQ+e7BhhYWJpBVBsaWxiD7A9yDHF0d/R1DfGIDA73D3LB57/nlzRTPn06Xnuvy7dn5tdO1tEYH9wAAEopFwMA,http://gs.ww.np.dl.playstation.net/ppkg/np/PCSB01383/PCSB01383_T0/ad0267483089d5c4/EP0896-PCSB01383_00-RATAGAMETHYSWORD-A0101-V0100-0bff0d172564d3361c1300c51a10cc5e3cd80d7c-PE.pkg,EP0896-PCSB01383_00-RATAGAMETHYSWORD-A0101-V0100
PSN,PCSB01385,Pantsu Hunter: Back to the 90s,EU,1.01,KO5ifR1dQ+e7BhiamRlCVBsaW5iC7Eeyz8DQyNIUn//ez19+QPiX7l01ueYsQ5mdy0djfHADACsDE30A,http://gs.ww.np.dl.playstation.net/ppkg/np/PCSB01385/PCSB01385_T0/8cabeb51a61f6eff/EP1661-PCSB01385_00-G000000000001295-A0101-V0100-5f61925d342937deab6f04bf84753591b1bcbbd3-PE.pkg,EP1661-PCSB01385_00-G000000000001295-A0101-V0100
PSN,PCSB01389,Color Slayer,EU,1.01,KO5ifR1dQ+e7BhiYmRlBVBsaW1iC7Hf29/EPCvZxjHQNCggOcw3F579Xy2qXPkp4ZOku3L5d4VZ79miMD24AAHH9FeQA,http://gs.ww.np.dl.playstation.net/ppkg/np/PCSB01389/PCSB01389_T0/ded4a209c6c12dde/EP0662-PCSB01389_00-COLORSLAYERPSVEU-A0101-V0101-bf2b6082d57e17636415ef9f081140d3bffe7baa-PE.pkg,EP0662-PCSB01389_00-COLORSLAYERPSVEU-A0101-V0101
PSN,PCSB01401,Pic-a-Pix Classic 2,EU,1.01,KO5ifR1dQ+e7BhibWppDVBuaGBiC7Eeyz8DQ2NAQn//m7Fsmp7TT2nzljjmLFK89nzEa44MbAAACsBQH,http://gs.ww.np.dl.playstation.net/ppkg/np/PCSB01401/PCSB01401_T0/614624609531c5ab/EP3597-PCSB01401_00-G000000000001311-A0101-V0100-a2aa653e48186c686653f9a35c27a111a8f8a130-PE.pkg,EP3597-PCSB01401_00-G000000000001311-A0101-V0100
PSN,PCSB01408,Football Game,EU,1.01,KO5ifR1dQ+e7BhhYWJpBVBuaGFiA7A9yDHF08/cPcXL08XF39HXF5z/+/Jtrsu+cOGFW75Adbfrsz2iMD24AAAi2FbEA,http://gs.ww.np.dl.playstation.net/ppkg/np/PCSB01408/PCSB01408_T0/69437d0e22612856/EP0896-PCSB01408_00-RATAFOOTBALLGAME-A0101-V0100-ded67ac7221547dab53f7d6df88dafa854d74dc5-PE.pkg,EP0896-PCSB01408_00-RATAFOOTBALLGAME-A0101-V0100
PSN,PCSB01412,Active Neurons,EU,1.01,KO5ifR1dQ+e7BhiamRlCVBuaGBqB7Eeyz8DQ2MgIn/+aeh+yV620Z3ZvkLk0b16u3WiMD24AAHJWEnkA,http://gs.ww.np.dl.playstation.net/ppkg/np/PCSB01412/PCSB01412_T0/35a0980ec411e221/EP1661-PCSB01412_00-G000000000001322-A0101-V0100-683d771c46bc8dfec14fa266e127c2eef19ce398-PE.pkg,EP1661-PCSB01412_00-G000000000001322-A0101-V0100
PSN,PCSB01417,Twin Breaker: A Sacred Symbols Adventure,EU,1.04,KO5ifR1dQ+e7BpgaGBpCVBuaGJqD7Eeyz8DQ2Mgcn/9y5Vhue0/2nqvQ76xxODerdDTGBzcAAGtvEd0A,http://gs.ww.np.dl.playstation.net/ppkg/np/PCSB01417/PCSB01417_T5/62f5f7579b455015/EP5011-PCSB01417_00-G000000000001327-A0104-V0100-bbc08092e9bc17b4a756d5836bc5d23e2eb608e7-PE.pkg,EP5011-PCSB01417_00-G000000000001327-A0104-V0100
PSN,PCSB01419,Explosive Jake,EU,1.01,KO5ifR1dQ+e7BhiamRlCVBuaGFqC7Eeyz8DQ2MgSn/8azzpvfDpJq8ZlbUSmguaa06MxPrgBAPYdE2AA,http://gs.ww.np.dl.playstation.net/ppkg/np/PCSB01419/PCSB01419_T0/b4d89635cdbb4eea/EP1661-PCSB01419_00-G000000000001329-A0101-V0100-e8064e4b24b4d74b6decbf11f8b3b585190cb35f-PE.pkg,EP1661-PCSB01419_00-G000000000001329-A0101-V0100
PSN,PCSB01420,Bucket Knight,EU,1.01,KO5ifR1dQ+e7BhiamRlCVBuaGIHtR7LPwNDY2ACf/8KiEq9Z3nS4OIE7rlnL/e7c0Rgf3AAANOsS8AAA,http://gs.ww.np.dl.playstation.net/ppkg/np/PCSB01420/PCSB01420_T0/c662c7790108655f/EP1661-PCSB01420_00-G000000000001330-A0101-V0100-8666c76d84bfdf3248ef9cbb0d0bbb35d17f846a-PE.pkg,EP1661-PCSB01420_00-G000000000001330-A0101-V0100
PSN,PCSB01425,Yumeutsutsu Re:Master,EU,1.01,KO5ifR1dQ+e7BhgamBpBVBuaGJmC7I8MDfL0dQwOcQ2CWIrPf4/er1vm8T1g6+Hp9nMzuy9OHo3xwQ0AapQWjAAA,http://gs.ww.np.dl.playstation.net/ppkg/np/PCSB01425/PCSB01425_T0/9ee0a062ab245016/EP1052-PCSB01425_00-YURIMASTER000000-A0101-V0100-d3221cc0a294518cf17a4fbf7d31f796fd803a6f-PE.pkg,EP1052-PCSB01425_00-YURIMASTER000000-A0101-V0100
PSN,PCSB01433,Battle Rockets,EU,1.01,,http://gs.ww.np.dl.playstation.net/ppkg/np/PCSB01433/PCSB01433_T0/b26f77d6159c89da/EP8200-PCSB01433_00-BATTLEROCKETSPSV-A0101-V0100-bd8067ba02d4a5747ad1e87db75ab371aa1ece78-PE.pkg,EP8200-PCSB01433_00-BATTLEROCKETSPSV-A0101-V0100
PSN,PCSB01444,Mushroom Heroes,EU,1.01,KO5ifR1dQ+e7BhibmkBVG5qYmIDsR7LPwBAojc9/r659P/4nuVEzsEGdY1P71NLRGB/cAACQSBRT,http://gs.ww.np.dl.playstation.net/ppkg/np/PCSB01444/PCSB01444_T0/216f2f2ab247e555/EP3540-PCSB01444_00-G000000000001354-A0101-V0100-366dce7e950d4b589f4d3a9a16cae55e77014cc3-PE.pkg,EP3540-PCSB01444_00-G000000000001354-A0101-V0100
PSN,PCSB01460,Astro Aqua Kitty,EU,1.01,KO5ifR1dQ+e7BpiYQkx1MjA0MYPYHxwS5O8YGOro7RkSEmlkiM9//3hEf3zh0AiZq/trr3Od5c7RGB/cAACRmxTN,http://gs.ww.np.dl.playstation.net/ppkg/np/PCSB01460/PCSB01460_T0/925eebd4359d9cb7/EP4501-PCSB01460_00-ASTROAQUAKITTY21-A0101-V0100-8ef4334f277b34a829900ec25527595b3858d625-PE.pkg,EP4501-PCSB01460_00-ASTROAQUAKITTY21-A0101-V0100
PSN,PCSB01462,Pachi Pachi On A Roll,EU,1.01,KO5ifR1dQ+e7BhibmkBVG5qYGYHsR7LPwNDY3Aif/6Y2veVoTj1XuGBz+8XtFk32gzw6mEd6egQAJh0UGgAA,http://gs.ww.np.dl.playstation.net/ppkg/np/PCSB01462/PCSB01462_T0/64881a36e87b3294/EP3540-PCSB01462_00-G000000000001372-A0101-V0100-f4ad47544e76897b0b6990a1273522d193c7239c-PE.pkg,EP3540-PCSB01462_00-G000000000001372-A0101-V0100
PSN,PCSB01464,Russian Subway Dogs,EU,1.01,KO5ifR1dQ+e7BhiYGUNVG5qYmYDsDwoNDg51cvF3Dw4IDgOZgQdsebOnadmlgp9WPzye5aTcrh2N8cENAK2NF0UA,http://gs.ww.np.dl.playstation.net/ppkg/np/PCSB01464/PCSB01464_T0/c780e642416a285b/EP0630-PCSB01464_00-RUSSUBDOGSPSV000-A0101-V0101-ca16f007d66e1a77b2e25f707d5957597049b0c4-PE.pkg,EP0630-PCSB01464_00-RUSSUBDOGSPSV000-A0101-V0101
PSN,PCSB01466,Habroxia 2,EU,1.05,KO5ifR1dQ+e7BpgaGBpCVBuamJmB7Eeyz8DQ2NwMn/80Pl6+0PlvHmcp63vx5bov7Ad5dDCP9PQIAOtnE/QA,http://gs.ww.np.dl.playstation.net/ppkg/np/PCSB01466/PCSB01466_T4/9afb79d99303b4c2/EP5011-PCSB01466_00-G000000000001376-A0105-V0100-d16c2adde8380663764f99d773ae4cc03e6085cd-PE.pkg,EP5011-PCSB01466_00-G000000000001376-A0105-V0100
PSN,PCSB01467,ScourgeBringer,EU,1.6,KO5ifR1dQ+e7BhgaQ2xxMjA0MTMH2R/i4erjGBwS5hni6O7o62qAz3/qy80iV0ky8SX3zTfyKujbORrjgxsAAGgSEuoA,http://gs.ww.np.dl.playstation.net/ppkg/np/PCSB01467/PCSB01467_T0/eae0c8ce495bea25/EP1302-PCSB01467_00-THELASTVITAGAME0-A0160-V0100-766bc4abd392c5a4ea9c13e724e1aa9fbe7176f1-PE.pkg,EP1302-PCSB01467_00-THELASTVITAGAME0-A0160-V0100
PSN,PCSB01472,Battle Rockets (2.0),EU,1.01,KO5ifR1dQ+e7BlgYwVQbmpgbgex3cgwJ8XEN8nf2dg0JNnINxee/ypOBN+S9lmb2/Oa8/5tljchojA9uAAANIhUX,http://gs.ww.np.dl.playstation.net/ppkg/np/PCSB01472/PCSB01472_T1/8da66f11a2cfe963/EP8200-PCSB01472_00-BATTLEROCKETS2EU-A0101-V0101-821673ba19dbaa47fe91de70ef3b2cdf9a069224-PE.pkg,EP8200-PCSB01472_00-BATTLEROCKETS2EU-A0101-V0101
PSN,PCSB01477,Killer Dolls United,EU,1.04,KO5ifR1dQ+e7BhiYmRlBVBuamJuD7Pf29PFxDXLx9/EJDvULcw3F57/cvtdFq9+vvhl6KPTRi+Pp+aMxPrgBACUqF4oA,http://gs.ww.np.dl.playstation.net/ppkg/np/PCSB01477/PCSB01477_T3/bb616b72b54d6143/EP0662-PCSB01477_00-KILLERDOLLSUNVEU-A0104-V0100-8e1433d814c22d48bb54bb43fe04b8c9f379a5f5-PE.pkg,EP0662-PCSB01477_00-KILLERDOLLSUNVEU-A0104-V0100
PSN,PCSB01480,Ultra Mission,EU,1.01,KO5ifR1dQ+e7BlgYwVQbmliA7Q/w9w/yiXR0d3UJ8fD0cw/G5z/Z/Hbjwwl3D288o7t6/QWTDaMxPrgBAGP0FecA,http://gs.ww.np.dl.playstation.net/ppkg/np/PCSB01480/PCSB01480_T0/c17810a6e4711702/EP8200-PCSB01480_00-POORLYAGEDTHINGS-A0101-V0100-72cb103951a9739886fd04ab840a58c33a84344c-PE.pkg,EP8200-PCSB01480_00-POORLYAGEDTHINGS-A0101-V0100
