contentId,titleId,platform,distribution,content_type,store,store_region,region
JP0106-ULJM06097_00-AVATAR0726OROCHI,ULJM06097,PSP,UMD,AVATAR,JP0106,JP,JAPAN
UP1063-ULUS10407_00-AVATARPRINNY0000,ULUS10407,PSP,UMD,AVATAR,UP1063,UP,USA
