game_name,id,type,region,languages,title,year,month,day,rom_name
"Trivial Pursuit (Europe) (EN,FR,DE,ES,IT)",BLES00488,PS3,PAL,"EN,FR,DE,ES,IT",Trivial Pursuit,2009,1,1,"Trivial Pursuit (Europe) (EN,FR,DE,ES,IT).iso"
Skate 2 (Europe) (EN),BLES00489,PS3,PAL,EN,Skate 2,2021,,,Skate 2 (Europe) (EN).iso
"DreamWorks Monsters vs. Aliens (Europe) (EN,FR,DE)",BLES00490,PS3,PAL,"EN,FR,DE",DreamWorks Monsters vs. Aliens,2009,3,27,"DreamWorks Monsters vs. Aliens (Europe) (EN,FR,DE).iso"
WWE Legends of WrestleMania (Europe) (EN),BLES00492,PS3,PAL,EN,WWE Legends of WrestleMania,,,,WWE Legends of WrestleMania (Europe) (EN).iso
Eat Lead: The Return of Matt Hazard (Europe) (EN),BLES00495,PS3,PAL,EN,Eat Lead: The Return of Matt Hazard,,,,Eat Lead: The Return of Matt Hazard (Europe) (EN).iso
"Red Faction: Guerrilla (Europe) (EN,DE)",BLES00496,PS3,PAL,"EN,DE",Red Faction: Guerrilla,,,,"Red Faction: Guerrilla (Europe) (EN,DE).iso"
Red Faction: Guerrilla (Europe) (EN),BLES00497,PS3,PAL,EN,Red Faction: Guerrilla,2009,,,Red Faction: Guerrilla (Europe) (EN).iso
Red Faction: Guerrilla (Europe) (EN),BLES00498,PS3,PAL,EN,Red Faction: Guerrilla,2006,1,1,Red Faction: Guerrilla (Europe) (EN).iso
"Der Pate II (Europe) (EN,DE)",BLES00501,PS3,PAL,"EN,DE",Der Pate II,2006,,,"Der Pate II (Europe) (EN,DE).iso"
"Batman: Arkham Asylum (Europe) (EN,FR,DE)",BLES00503,PS3,PAL,"EN,FR,DE",Batman: Arkham Asylum,2009,8,28,"Batman: Arkham Asylum (Europe) (EN,FR,DE).iso"
"Wanted: Weapons of Fate (Europe) (EN,FR)",BLES00504,PS3,PAL,"EN,FR",Wanted: Weapons of Fate,2009,4,3,"Wanted: Weapons of Fate (Europe) (EN,FR).iso"
Command &amp; Conquer: Red Alert 3: Ultimate Edition (Europe) (EN),BLES00506,PS3,PAL,EN,Command &amp; Conquer: Red Alert 3: Ultimate Edition,2021,,,Command &amp; Conquer: Red Alert 3: Ultimate Edition (Europe) (EN).iso
Command &amp; Conquer: Red Alert 3: Ultimate Edition (Europe) (EN),BLES00507,PS3,PAL,EN,Command &amp; Conquer: Red Alert 3: Ultimate Edition,2009,3,27,Command &amp; Conquer: Red Alert 3: Ultimate Edition (Europe) (EN).iso
"Command &amp; Conquer: Red Alert 3: Ultimate Edition (Europe) (EN,DE)",BLES00508,PS3,PAL,"EN,DE",Command &amp; Conquer: Red Alert 3: Ultimate Edition,,,,"Command &amp; Conquer: Red Alert 3: Ultimate Edition (Europe) (EN,DE).iso"
Mini Ninjas (Europe) (EN),BLES00512,PS3,PAL,EN,Mini Ninjas,2009,9,11,Mini Ninjas (Europe) (EN).iso
Stormrise (Europe) (EN),BLES00513,PS3,PAL,EN,Stormrise,2009,,,Stormrise (Europe) (EN).iso
Stormrise (Europe) (EN),BLES00515,PS3,PAL,EN,Stormrise,,,,Stormrise (Europe) (EN).iso
Afro Samurai (Europe) (EN),BLES00516,PS3,PAL,EN,Afro Samurai,2009,1,27,Afro Samurai (Europe) (EN).iso
"Just Cause 2 (Europe) (EN,FR,DE)",BLES00517,PS3,PAL,"EN,FR,DE",Just Cause 2,,,,"Just Cause 2 (Europe) (EN,FR,DE).iso"
"Mafia II (Europe) (EN,DE)",BLES00521,PS3,PAL,"EN,DE",Mafia II,2010,8,27,"Mafia II (Europe) (EN,DE).iso"
"Ice Age 3: Dawn of the Dinosaurs (Europe) (EN,DE)",BLES00522,PS3,PAL,"EN,DE",Ice Age 3: Dawn of the Dinosaurs,2009,6,26,"Ice Age 3: Dawn of the Dinosaurs (Europe) (EN,DE).iso"
L'Era Glaciale 3: L'Alba dei Dinosauri (Europe) (EN),BLES00523,PS3,PAL,EN,L'Era Glaciale 3: L'Alba dei Dinosauri,2021,,,L'Era Glaciale 3: L'Alba dei Dinosauri (Europe) (EN).iso
Ice Age: Dawn of the Dinosaurs (Europe) (EN),BLES00525,PS3,PAL,EN,Ice Age: Dawn of the Dinosaurs,,,,Ice Age: Dawn of the Dinosaurs (Europe) (EN).iso
Damnation (Europe) (EN),BLES00526,PS3,PAL,EN,Damnation,2009,5,22,Damnation (Europe) (EN).iso
Wanted: Weapons of Fate (Europe) (EN),BLES00527,PS3,PAL,EN,Wanted: Weapons of Fate,2021,,,Wanted: Weapons of Fate (Europe) (EN).iso
Dynasty Warriors: Gundam 2 (Europe) (EN),BLES00528,PS3,PAL,EN,Dynasty Warriors: Gundam 2,2009,4,24,Dynasty Warriors: Gundam 2 (Europe) (EN).iso
Superstars V8 Racing (Europe) (EN),BLES00529,PS3,PAL,EN,Superstars V8 Racing,2009,,,Superstars V8 Racing (Europe) (EN).iso
Tiger Woods PGA Tour 10 (Europe) (EN),BLES00530,PS3,PAL,EN,Tiger Woods PGA Tour 10,2009,7,3,Tiger Woods PGA Tour 10 (Europe) (EN).iso
The Beatles: Rock Band (Europe) (EN),BLES00532,PS3,PAL,EN,The Beatles: Rock Band,2021,,,The Beatles: Rock Band (Europe) (EN).iso
Sacred 2: Fallen Angel (Europe) (EN),BLES00533,PS3,PAL,EN,Sacred 2: Fallen Angel,2021,,,Sacred 2: Fallen Angel (Europe) (EN).iso
SBK 09: Superbike World Championship (Europe) (EN),BLES00536,PS3,PAL,EN,SBK 09: Superbike World Championship,2009,5,29,SBK 09: Superbike World Championship (Europe) (EN).iso
"Terminator Salvation (Europe) (EN,FR,DE)",BLES00537,PS3,PAL,"EN,FR,DE",Terminator Salvation,2009,5,29,"Terminator Salvation (Europe) (EN,FR,DE).iso"
Fight Night Round 4 (Europe) (EN),BLES00538,PS3,PAL,EN,Fight Night Round 4,2009,1,1,Fight Night Round 4 (Europe) (EN).iso
"UFC 2009 Undisputed (Europe) (EN,FR,DE)",BLES00539,PS3,PAL,"EN,FR,DE",UFC 2009 Undisputed,2009,5,22,"UFC 2009 Undisputed (Europe) (EN,FR,DE).iso"
Dynasty Warriors 6: Empires (Europe) (EN),BLES00540,PS3,PAL,EN,Dynasty Warriors 6: Empires,2021,,,Dynasty Warriors 6: Empires (Europe) (EN).iso
Disney/Pixar Up (Europe) (EN),BLES00541,PS3,PAL,EN,Disney/Pixar Up,2021,,,Disney/Pixar Up (Europe) (EN).iso
"Disney/Pixar Up (Europe) (EN,ES)",BLES00542,PS3,PAL,"EN,ES",Disney/Pixar Up,2009,10,2,"Disney/Pixar Up (Europe) (EN,ES).iso"
UP (Europe) (EN),BLES00543,PS3,PAL,EN,UP,,,,UP (Europe) (EN).iso
"Disney/Pixar Oben (Europe) (EN,DE)",BLES00544,PS3,PAL,"EN,DE",Disney/Pixar Oben,,,,"Disney/Pixar Oben (Europe) (EN,DE).iso"
Marvel: Ultimate Alliance 2 (Europe) (EN),BLES00546,PS3,PAL,EN,Marvel: Ultimate Alliance 2,2009,9,25,Marvel: Ultimate Alliance 2 (Europe) (EN).iso
"Guitar Hero: Greatest Hits (Europe) (EN,FR)",BLES00549,PS3,PAL,"EN,FR",Guitar Hero: Greatest Hits,2009,6,26,"Guitar Hero: Greatest Hits (Europe) (EN,FR).iso"
Disney/Pixar Up (Europe) (EN),BLES00550,PS3,PAL,EN,Disney/Pixar Up,2021,,,Disney/Pixar Up (Europe) (EN).iso
Leisure Suit Larry: Box Office Bust (Europe) (EN),BLES00553,PS3,PAL,EN,Leisure Suit Larry: Box Office Bust,2014,,,Leisure Suit Larry: Box Office Bust (Europe) (EN).iso
The Chronicles of Riddick: Assault on Dark Athena (Europe) (EN),BLES00554,PS3,PAL,EN,The Chronicles of Riddick: Assault on Dark Athena,,,,The Chronicles of Riddick: Assault on Dark Athena (Europe) (EN).iso
"Call of Juarez: Bound in Blood (Europe) (EN,DE)",BLES00556,PS3,PAL,"EN,DE",Call of Juarez: Bound in Blood,2014,,,"Call of Juarez: Bound in Blood (Europe) (EN,DE).iso"
Wheelman (Europe) (EN),BLES00557,PS3,PAL,EN,Wheelman,,,,Wheelman (Europe) (EN).iso
Fritz Chess (Europe) (EN),BLES00559,PS3,PAL,EN,Fritz Chess,2009,7,31,Fritz Chess (Europe) (EN).iso
"Singularity (Europe) (EN,FR,DE)",BLES00560,PS3,PAL,"EN,FR,DE",Singularity,2014,,,"Singularity (Europe) (EN,FR,DE).iso"
Singularity (Europe) (EN),BLES00561,PS3,PAL,EN,Singularity,2010,6,25,Singularity (Europe) (EN).iso
Brütal Legend (Europe) (EN),BLES00562,PS3,PAL,EN,Brütal Legend,2006,1,1,Brütal Legend (Europe) (EN).iso
"Wolfenstein (Europe) (EN,FR,ES,IT)",BLES00564,PS3,PAL,"EN,FR,ES,IT",Wolfenstein,2009,8,21,"Wolfenstein (Europe) (EN,FR,ES,IT).iso"
Virtua Tennis 2009 (Europe) (EN),BLES00565,PS3,PAL,EN,Virtua Tennis 2009,2009,5,29,Virtua Tennis 2009 (Europe) (EN).iso
Wolfenstein (Europe) (DE),BLES00566,PS3,PAL,DE,Wolfenstein,2009,8,21,Wolfenstein (Europe) (DE).iso
"NHL 10 (Europe) (EN,FR,DE,ES,IT)",BLES00567,PS3,PAL,"EN,FR,DE,ES,IT",NHL 10,2009,9,18,"NHL 10 (Europe) (EN,FR,DE,ES,IT).iso"
Fuel (Europe) (EN),BLES00570,PS3,PAL,EN,Fuel,2009,6,5,Fuel (Europe) (EN).iso
"Disney G-Force (Europe) (EN,ES)",BLES00572,PS3,PAL,"EN,ES",Disney G-Force,2009,7,31,"Disney G-Force (Europe) (EN,ES).iso"
"Disney G-Force (Europe) (EN,DE)",BLES00573,PS3,PAL,"EN,DE",Disney G-Force,2009,,,"Disney G-Force (Europe) (EN,DE).iso"
G-Force (Europe) (EN),BLES00574,PS3,PAL,EN,G-Force,2009,7,31,G-Force (Europe) (EN).iso
Disney G-Force (Europe) (EN),BLES00575,PS3,PAL,EN,Disney G-Force,2021,,,Disney G-Force (Europe) (EN).iso
Guitar Hero 5 (Europe) (EN),BLES00576,PS3,PAL,EN,Guitar Hero 5,2014,,,Guitar Hero 5 (Europe) (EN).iso
"Transformers: Revenge of the Fallen (Europe) (EN,DE)",BLES00577,PS3,PAL,"EN,DE",Transformers: Revenge of the Fallen,2009,6,26,"Transformers: Revenge of the Fallen (Europe) (EN,DE).iso"
Guitar Hero: Van Halen (Europe) (EN),BLES00578,PS3,PAL,EN,Guitar Hero: Van Halen,2014,1,1,Guitar Hero: Van Halen (Europe) (EN).iso
"Overlord II (Europe) (EN,DE)",BLES00580,PS3,PAL,"EN,DE",Overlord II,2009,6,26,"Overlord II (Europe) (EN,DE).iso"
Supercar Challenge (Europe) (EN),BLES00581,PS3,PAL,EN,Supercar Challenge,2009,9,4,Supercar Challenge (Europe) (EN).iso
"Rogue Warrior (Europe) (EN,FR)",BLES00582,PS3,PAL,"EN,FR",Rogue Warrior,2009,11,27,"Rogue Warrior (Europe) (EN,FR).iso"
Planet 51: The Game (Europe) (EN),BLES00584,PS3,PAL,EN,Planet 51: The Game,2009,11,27,Planet 51: The Game (Europe) (EN).iso
Aliens vs. Predator (Europe) (EN),BLES00585,PS3,PAL,EN,Aliens vs. Predator,2014,1,1,Aliens vs. Predator (Europe) (EN).iso
Aliens vs. Predator (Europe) (EN),BLES00586,PS3,PAL,EN,Aliens vs. Predator,,,,Aliens vs. Predator (Europe) (EN).iso
Hannah Montana: The Movie (Europe) (EN),BLES00588,PS3,PAL,EN,Hannah Montana: The Movie,2013,,,Hannah Montana: The Movie (Europe) (EN).iso
Hannah Montana: The Movie (Europe) (EN),BLES00589,PS3,PAL,EN,Hannah Montana: The Movie,2014,,,Hannah Montana: The Movie (Europe) (EN).iso
G.I. Joe: The Rise of Cobra (Europe) (EN),BLES00590,PS3,PAL,EN,G.I. Joe: The Rise of Cobra,2009,8,14,G.I. Joe: The Rise of Cobra (Europe) (EN).iso
Red Faction: Guerrilla (Europe) (EN),BLES00592,PS3,PAL,EN,Red Faction: Guerrilla,2009,,,Red Faction: Guerrilla (Europe) (EN).iso
Agarest: Generations of War (Europe) (EN),BLES00594,PS3,PAL,EN,Agarest: Generations of War,2009,10,30,Agarest: Generations of War (Europe) (EN).iso
Madden NFL 10 (Europe) (EN),BLES00595,PS3,PAL,EN,Madden NFL 10,2009,8,14,Madden NFL 10 (Europe) (EN).iso
"Operation Flashpoint: Dragon Rising (Europe) (EN,DE)",BLES00597,PS3,PAL,"EN,DE",Operation Flashpoint: Dragon Rising,2009,10,8,"Operation Flashpoint: Dragon Rising (Europe) (EN,DE).iso"
"Bayonetta (Europe) (EN,FR,DE,ES,IT)",BLES00599,PS3,PAL,"EN,FR,DE,ES,IT",Bayonetta,2010,1,8,"Bayonetta (Europe) (EN,FR,DE,ES,IT).iso"
"Winter Sports 2010: The Great Tournament (Europe) (EN,DE)",BLES00600,PS3,PAL,"EN,DE",Winter Sports 2010: The Great Tournament,2009,11,27,"Winter Sports 2010: The Great Tournament (Europe) (EN,DE).iso"
DJ Hero (Europe) (EN),BLES00602,PS3,PAL,EN,DJ Hero,2009,10,30,DJ Hero (Europe) (EN).iso
Kane &amp; Lynch 2: Dog Days (Europe) (EN),BLES00604,PS3,PAL,EN,Kane &amp; Lynch 2: Dog Days,,,,Kane &amp; Lynch 2: Dog Days (Europe) (EN).iso
"Watchmen: The End Is Nigh: Parts 1 and 2 (Europe) (EN,FR,DE,IT)",BLES00605,PS3,PAL,"EN,FR,DE,IT",Watchmen: The End Is Nigh: Parts 1 and 2,2009,7,24,"Watchmen: The End Is Nigh: Parts 1 and 2 (Europe) (EN,FR,DE,IT).iso"
"The King of Fighters XII (Europe) (EN,JA)",BLES00610,PS3,PAL,"EN,JA",The King of Fighters XII,2009,9,25,"The King of Fighters XII (Europe) (EN,JA).iso"
"Watchmen: The End Is Nigh: Parts 1 and 2 (Europe) (EN,DE)",BLES00613,PS3,PAL,"EN,DE",Watchmen: The End Is Nigh: Parts 1 and 2,,,,"Watchmen: The End Is Nigh: Parts 1 and 2 (Europe) (EN,DE).iso"
"FIFA 10 (Europe) (EN,FR,DE)",BLES00615,PS3,PAL,"EN,FR,DE",FIFA 10,2009,10,1,"FIFA 10 (Europe) (EN,FR,DE).iso"
Cloudy with a Chance of Meatballs (Europe) (EN),BLES00618,PS3,PAL,EN,Cloudy with a Chance of Meatballs,2009,11,19,Cloudy with a Chance of Meatballs (Europe) (EN).iso
"Cloudy with a Chance of Meatballs (Europe) (EN,DE)",BLES00619,PS3,PAL,"EN,DE",Cloudy with a Chance of Meatballs,,,,"Cloudy with a Chance of Meatballs (Europe) (EN,DE).iso"
Disney/Pixar Cars: Race-O-Rama (Europe) (EN),BLES00620,PS3,PAL,EN,Disney/Pixar Cars: Race-O-Rama,2009,11,30,Disney/Pixar Cars: Race-O-Rama (Europe) (EN).iso
"Tekken 6 (Europe) (EN,FR,DE)",BLES00635,PS3,PAL,"EN,FR,DE",Tekken 6,2009,10,30,"Tekken 6 (Europe) (EN,FR,DE).iso"
LEGO Rock Band (Europe) (EN),BLES00636,PS3,PAL,EN,LEGO Rock Band,2009,11,27,LEGO Rock Band (Europe) (EN).iso
"NBA Live 10 (Europe) (EN,FR,ES)",BLES00637,PS3,PAL,"EN,FR,ES",NBA Live 10,2013,1,1,"NBA Live 10 (Europe) (EN,FR,ES).iso"
Disney Sing It: Pop Hits (Europe) (EN),BLES00638,PS3,PAL,EN,Disney Sing It: Pop Hits,2009,10,9,Disney Sing It: Pop Hits (Europe) (EN).iso
Ashes Cricket 2009 (Europe) (EN),BLES00639,PS3,PAL,EN,Ashes Cricket 2009,2009,8,7,Ashes Cricket 2009 (Europe) (EN).iso
IL-2 Sturmovik: Birds of Prey (Europe) (EN),BLES00648,PS3,PAL,EN,IL-2 Sturmovik: Birds of Prey,2014,,,IL-2 Sturmovik: Birds of Prey (Europe) (EN).iso
IL-2 Shturmovik: Krylatye Hishhniki (Europe) (EN),BLES00649,PS3,PAL,EN,IL-2 Shturmovik: Krylatye Hishhniki,2021,,,IL-2 Shturmovik: Krylatye Hishhniki (Europe) (EN).iso
"Cross Edge (Europe) (EN,JA)",BLES00650,PS3,PAL,"EN,JA",Cross Edge,2009,9,25,"Cross Edge (Europe) (EN,JA).iso"
"WWE SmackDown vs. Raw 2010 (Europe) (EN,DE)",BLES00651,PS3,PAL,"EN,DE",WWE SmackDown vs. Raw 2010,,,,"WWE SmackDown vs. Raw 2010 (Europe) (EN,DE) (v01.00).iso"
Midnight Club: Los Angeles: Complete Edition (Europe) (EN),BLES00652,PS3,PAL,EN,Midnight Club: Los Angeles: Complete Edition,2012,,,Midnight Club: Los Angeles: Complete Edition (Europe) (EN).iso
NHL 2K10 (Europe) (EN),BLES00654,PS3,PAL,EN,NHL 2K10,2009,9,18,NHL 2K10 (Europe) (EN).iso
"NBA 2K10 (Europe) (EN,DE,ES)",BLES00655,PS3,PAL,"EN,DE,ES",NBA 2K10,2008,10,10,"NBA 2K10 (Europe) (EN,DE,ES).iso"
Katamari Forever (Europe) (EN),BLES00658,PS3,PAL,EN,Katamari Forever,2009,9,18,Katamari Forever (Europe) (EN).iso
"Army of Two: The 40th Day (Europe) (EN,FR,DE,ES,IT)",BLES00659,PS3,PAL,"EN,FR,DE,ES,IT",Army of Two: The 40th Day,2010,1,8,"Army of Two: The 40th Day (Europe) (EN,FR,DE,ES,IT).iso"
Vancouver 2010 (Europe) (EN),BLES00660,PS3,PAL,EN,Vancouver 2010,2010,1,1,Vancouver 2010 (Europe) (EN).iso
Wolfenstein (Europe) (EN),BLES00661,PS3,PAL,EN,Wolfenstein,2021,,,Wolfenstein (Europe) (EN).iso
MX vs. ATV Reflex (Europe) (EN),BLES00662,PS3,PAL,EN,MX vs. ATV Reflex,2013,,,MX vs. ATV Reflex (Europe) (EN).iso
"James Cameron's Avatar: The Game (Europe) (EN,DE)",BLES00667,PS3,PAL,"EN,DE",James Cameron's Avatar: The Game,,,,"James Cameron's Avatar: The Game (Europe) (EN,DE).iso"
"Top Spin 4 (Europe) (EN,FR)",BLES00668,PS3,PAL,"EN,FR",Top Spin 4,2011,3,18,"Top Spin 4 (Europe) (EN,FR).iso"
"Assassin's Creed II (Europe) (EN,FR,DE,ES,NL)",BLES00669,PS3,PAL,"EN,FR,DE,ES,NL",Assassin's Creed II,2009,11,19,"Assassin's Creed II (Europe) (EN,FR,DE,ES,NL) (v1.02).iso"
Assassin's Creed II (Europe) (EN),BLES00670,PS3,PAL,EN,Assassin's Creed II,2014,,,Assassin's Creed II (Europe) (EN).iso
Colin McRae: DiRT 2 (Europe) (EN),BLES00673,PS3,PAL,EN,Colin McRae: DiRT 2,2009,9,11,Colin McRae: DiRT 2 (Europe) (EN).iso
Saw (Europe) (EN),BLES00676,PS3,PAL,EN,Saw,2021,,,Saw (Europe) (EN).iso
"Star Wars: The Force Unleashed: Ultimate Sith Edition (Europe) (EN,FR,DE,ES)",BLES00678,PS3,PAL,"EN,FR,DE,ES",Star Wars: The Force Unleashed: Ultimate Sith Edition,2009,11,6,"Star Wars: The Force Unleashed: Ultimate Sith Edition (Europe) (EN,FR,DE,ES).iso"
Heroes over Europe (Europe) (EN),BLES00679,PS3,PAL,EN,Heroes over Europe,2009,9,18,Heroes over Europe (Europe) (EN).iso
"Red Dead Redemption (Europe) (EN,FR,DE,ES,IT)",BLES00680,PS3,PAL,"EN,FR,DE,ES,IT",Red Dead Redemption,2010,5,21,"Red Dead Redemption (Europe) (EN,FR,DE,ES,IT).iso"
Need for Speed: Shift (Europe) (EN),BLES00681,PS3,PAL,EN,Need for Speed: Shift,2009,9,18,Need for Speed: Shift (Europe) (EN).iso
"Need for Speed: Shift (Europe) (EN,FR,DE)",BLES00682,PS3,PAL,"EN,FR,DE",Need for Speed: Shift,2009,9,18,"Need for Speed: Shift (Europe) (EN,FR,DE).iso"
Call of Duty: Modern Warfare 2 (Europe) (EN),BLES00683,PS3,PAL,EN,Call of Duty: Modern Warfare 2,2006,1,1,Call of Duty: Modern Warfare 2 (Europe) (EN).iso
"Call of Duty® Modern Warfare® 2 (Europe) (EN,FR)",BLES00684,PS3,PAL,"EN,FR",Call of Duty® Modern Warfare® 2,2009,11,10,"Call of Duty® Modern Warfare® 2 (Europe) (EN,FR).iso"
Call of Duty: Modern Warfare 2 (Europe) (EN),BLES00685,PS3,PAL,EN,Call of Duty: Modern Warfare 2,2014,,,Call of Duty: Modern Warfare 2 (Europe) (EN).iso
"Call of Duty: Modern Warfare 2 (Europe) (EN,DE)",BLES00686,PS3,PAL,"EN,DE",Call of Duty: Modern Warfare 2,2009,11,10,"Call of Duty: Modern Warfare 2 (Europe) (EN,DE) (v1.00).iso"
Call of Duty: Modern Warfare 2 (Europe) (EN),BLES00687,PS3,PAL,EN,Call of Duty: Modern Warfare 2,2009,11,10,Call of Duty: Modern Warfare 2 (Europe) (EN).iso
PES 2010: Pro Evolution Soccer (Europe) (EN),BLES00688,PS3,PAL,EN,PES 2010: Pro Evolution Soccer,2009,10,23,PES 2010: Pro Evolution Soccer (Europe) (EN).iso
"PES 2010: Pro Evolution Soccer (Europe) (EN,FR,DE,ES)",BLES00689,PS3,PAL,"EN,FR,DE,ES",PES 2010: Pro Evolution Soccer,2009,10,23,"PES 2010: Pro Evolution Soccer (Europe) (EN,FR,DE,ES).iso"
Call of Duty: Modern Warfare 2 (Europe) (EN),BLES00690,PS3,PAL,EN,Call of Duty: Modern Warfare 2,2021,,,Call of Duty: Modern Warfare 2 (Europe) (EN).iso
Call of Duty: Modern Warfare 2 (Europe) (EN),BLES00691,PS3,PAL,EN,Call of Duty: Modern Warfare 2,,,,Call of Duty: Modern Warfare 2 (Europe) (EN).iso
Star Wars: The Clone Wars: Republic Heroes (Europe) (EN),BLES00692,PS3,PAL,EN,Star Wars: The Clone Wars: Republic Heroes,2009,1,1,Star Wars: The Clone Wars: Republic Heroes (Europe) (EN).iso
"Dragon Ball: Raging Blast (Europe) (EN,FR,DE)",BLES00693,PS3,PAL,"EN,FR,DE",Dragon Ball: Raging Blast,2009,11,13,"Dragon Ball: Raging Blast (Europe) (EN,FR,DE).iso"
Karaoke Revolution (Europe) (EN),BLES00694,PS3,PAL,EN,Karaoke Revolution,2010,2,12,Karaoke Revolution (Europe) (EN).iso
Tornado Outbreak (Europe) (EN),BLES00695,PS3,PAL,EN,Tornado Outbreak,2009,10,13,Tornado Outbreak (Europe) (EN).iso
Fairytale Fights (Europe) (EN),BLES00696,PS3,PAL,EN,Fairytale Fights,2013,,,Fairytale Fights (Europe) (EN).iso
"Borderlands: Game of the Year Edition (Europe) (EN,ES)",BLES00697,PS3,PAL,"EN,ES",Borderlands: Game of the Year Edition,2009,10,23,"Borderlands: Game of the Year Edition (Europe) (EN,ES).iso"
Borderlands (Europe) (EN),BLES00698,PS3,PAL,EN,Borderlands,,,,Borderlands (Europe) (EN).iso
"Dragon Age: Origins (Europe) (EN,DE)",BLES00699,PS3,PAL,"EN,DE",Dragon Age: Origins,,,,"Dragon Age: Origins (Europe) (EN,DE).iso"
"Alpha Protocol (Europe) (EN,ES)",BLES00704,PS3,PAL,"EN,ES",Alpha Protocol,2010,5,28,"Alpha Protocol (Europe) (EN,ES).iso"
"Darksiders (Europe) (EN,FR,DE,ES)",BLES00705,PS3,PAL,"EN,FR,DE,ES",Darksiders,2010,1,7,"Darksiders (Europe) (EN,FR,DE,ES).iso"
"Tony Hawk: Ride (Europe) (EN,DE)",BLES00706,PS3,PAL,"EN,DE",Tony Hawk: Ride,2019,,,"Tony Hawk: Ride (Europe) (EN,DE) (v01.00).iso"
"WET (Europe) (EN,DE)",BLES00707,PS3,PAL,"EN,DE",WET,2009,9,18,"WET (Europe) (EN,DE).iso"
"WET (Europe) (EN,DE)",BLES00708,PS3,PAL,"EN,DE",WET,2009,,,"WET (Europe) (EN,DE).iso"
"Grand Slam Tennis 2 (Europe) (EN,FR,ES)",BLES00709,PS3,PAL,"EN,FR,ES",Grand Slam Tennis 2,2012,2,10,"Grand Slam Tennis 2 (Europe) (EN,FR,ES).iso"
"Lost Planet 2 (Europe) (EN,FR,DE)",BLES00710,PS3,PAL,"EN,FR,DE",Lost Planet 2,2010,5,11,"Lost Planet 2 (Europe) (EN,FR,DE).iso"
"Band Hero (Europe) (EN,FR,DE)",BLES00711,PS3,PAL,"EN,FR,DE",Band Hero,2009,1,1,"Band Hero (Europe) (EN,FR,DE).iso"
"Way of the Samurai 3 (Europe) (EN,FR,DE)",BLES00712,PS3,PAL,"EN,FR,DE",Way of the Samurai 3,2010,3,12,"Way of the Samurai 3 (Europe) (EN,FR,DE).iso"
Dante's Inferno (Europe) (ES),BLES00713,PS3,PAL,ES,Dante's Inferno,2010,2,5,Dante's Inferno (Europe) (ES).iso
"Dante's Inferno (Europe) (EN,FR,DE,ES)",BLES00714,PS3,PAL,"EN,FR,DE,ES",Dante's Inferno,2010,2,5,"Dante's Inferno (Europe) (EN,FR,DE,ES) (v1.00).iso"
"LEGO Harry Potter: Years 1-4 (Europe) (EN,DE)",BLES00720,PS3,PAL,"EN,DE",LEGO Harry Potter: Years 1-4,,,,"LEGO Harry Potter: Years 1-4 (Europe) (EN,DE).iso"
"Dark Void (Europe) (EN,FR,DE,ES)",BLES00723,PS3,PAL,"EN,FR,DE,ES",Dark Void,2010,1,22,"Dark Void (Europe) (EN,FR,DE,ES).iso"
Where the Wild Things Are: The Videogame (Europe) (EN),BLES00724,PS3,PAL,EN,Where the Wild Things Are: The Videogame,2009,11,27,Where the Wild Things Are: The Videogame (Europe) (EN).iso
Pure Football (Europe) (EN),BLES00725,PS3,PAL,EN,Pure Football,2010,5,28,Pure Football (Europe) (EN).iso
BioShock 2 (Europe) (EN),BLES00728,PS3,PAL,EN,BioShock 2,2006,1,1,BioShock 2 (Europe) (EN).iso
Dragon Age: Origins (Europe) (EN),BLES00730,PS3,PAL,EN,Dragon Age: Origins,2014,1,1,Dragon Age: Origins (Europe) (EN).iso
Scene It? Bright Lights! Big Screen! (Europe) (EN),BLES00731,PS3,PAL,EN,Scene It? Bright Lights! Big Screen!,2021,,,Scene It? Bright Lights! Big Screen! (Europe) (EN).iso
Scene It? Ganz großes Kino! (Europe) (EN),BLES00732,PS3,PAL,EN,Scene It? Ganz großes Kino!,2021,,,Scene It? Ganz großes Kino! (Europe) (EN).iso
"Scene It? Estrellas en la Pantalla Gigante (Europe) (EN,ES)",BLES00733,PS3,PAL,"EN,ES",Scene It? Estrellas en la Pantalla Gigante,2009,12,4,"Scene It? Estrellas en la Pantalla Gigante (Europe) (EN,ES).iso"
DreamWorks Madagascar Kartz (Europe) (EN),BLES00735,PS3,PAL,EN,DreamWorks Madagascar Kartz,2006,1,1,DreamWorks Madagascar Kartz (Europe) (EN).iso
Ninja Gaiden Sigma 2 (Europe) (EN),BLES00736,PS3,PAL,EN,Ninja Gaiden Sigma 2,2009,10,2,Ninja Gaiden Sigma 2 (Europe) (EN).iso
Fallout 3: Game of the Year Edition (Europe) (EN),BLES00737,PS3,PAL,EN,Fallout 3: Game of the Year Edition,2021,,,Fallout 3: Game of the Year Edition (Europe) (EN).iso
Fallout 3: Game of the Year Edition (Europe) (EN),BLES00739,PS3,PAL,EN,Fallout 3: Game of the Year Edition,2021,,,Fallout 3: Game of the Year Edition (Europe) (EN).iso
Fallout 3: Game of the Year Edition (Europe) (EN),BLES00740,PS3,PAL,EN,Fallout 3: Game of the Year Edition,2021,,,Fallout 3: Game of the Year Edition (Europe) (EN).iso
