title_id,game_title,platform_source,region,url,content_id,has_content_id,platform,distribution,content_type,unlock_model,unlock_group,package_name,package_rap
BLES01393,Ace Combat - Assault Horizon - Compatibility Pack 7,COLLECTION,EU,http://ares.dl.playstation.net/cdn/EP0700/BLES01393_00/mkCILcBXsTDZNWPbRtQeuaaWnTQPCDamWUHmBARQxJshQDzWnsZsahHzeKEzxxxh.pkg,EP0700-BLES01393_00,YES,PS3,PSN,DLC,,,mkCILcBXsTDZNWPbRtQeuaaWnTQPCDamWUHmBARQxJshQDzWnsZsahHzeKEzxxxh.pkg,
BLUS30613,Ace Combat - Assault Horizon - Compatibility Pack 7,COLLECTION,US,http://ares.dl.playstation.net/cdn/UP0700/BLUS30613_00/mmGvUwvQYBKZnStOtGSeDMekkvvCzIoMOeJEqNALfWitCbmKkXgIrLrirCHdhYzkgnRwduGScXQtNlCsBVXmzGTxWhyWMlPcrIJex.pkg,UP0700-BLUS30613_00,YES,PS3,PSN,DLC,,,mmGvUwvQYBKZnStOtGSeDMekkvvCzIoMOeJEqNALfWitCbmKkXgIrLrirCHdhYzkgnRwduGScXQtNlCsBVXmzGTxWhyWMlPcrIJex.pkg,
BLES01393,Ace Combat - Assault Horizon - Compatibility Pack 8,COLLECTION,EU,http://ares.dl.playstation.net/cdn/EP0700/BLES01393_00/kDBZiGXGANpZIGrIqBWbSCiPlaPjuEtvMJFATjuRNiUncWtbtOQtbpnWhcyCsaWo.pkg,EP0700-BLES01393_00,YES,PS3,PSN,DLC,,,kDBZiGXGANpZIGrIqBWbSCiPlaPjuEtvMJFATjuRNiUncWtbtOQtbpnWhcyCsaWo.pkg,
BLUS30613,Ace Combat - Assault Horizon - Compatibility Pack 8,COLLECTION,US,http://ares.dl.playstation.net/cdn/UP0700/BLUS30613_00/chJojFtwJYJsOfJHIYPaBqpNZMXcviarGlIuljQGxiLYODUopgMQfLgpLGtfLxYKrfPxxzUxAYjgINIdAFCiShgmPeTxiaqqnoWIE.pkg,UP0700-BLUS30613_00,YES,PS3,PSN,DLC,,,chJojFtwJYJsOfJHIYPaBqpNZMXcviarGlIuljQGxiLYODUopgMQfLgpLGtfLxYKrfPxxzUxAYjgINIdAFCiShgmPeTxiaqqnoWIE.pkg,
BLAS50375,Ace Combat - Assault Horizon - F-15C Death Rider,COLLECTION,ASIA,http://zeus.dl.playstation.net/cdn/HP0700/BLAS50375_00/BWHmuicwJLSvMqQwyYdHwuNSXPXnwAeqPANuoemlhdXOhkyEVAShnvtkyriIuWKJyvTGqZaMfMWWVgOAniPgGwpWcbhprFjOlLCeD.pkg,HP0700-BLAS50375_00,YES,PS3,PSN,DLC,,,BWHmuicwJLSvMqQwyYdHwuNSXPXnwAeqPANuoemlhdXOhkyEVAShnvtkyriIuWKJyvTGqZaMfMWWVgOAniPgGwpWcbhprFjOlLCeD.pkg,
BLES01393,Ace Combat - Assault Horizon - F-15C Death Rider Addon,COLLECTION,EU,http://zeus.dl.playstation.net/cdn/EP0700/BLES01393_00/AZoNuedoFUFWJPzNSLggXKgmyKmAESgTVHWMygbtYWposnGjvKMqpEccLRAPYnMF.pkg,EP0700-BLES01393_00,YES,PS3,PSN,DLC,,,AZoNuedoFUFWJPzNSLggXKgmyKmAESgTVHWMygbtYWposnGjvKMqpEccLRAPYnMF.pkg,
BLUS30050,Action*,COLLECTION,US,http://zeus.dl.playstation.net/cdn/UP0006/BLUS30050_00/Jb6RPRUsaXYrFeIa9BGSgrS3r9tytLArt2fonejfwvwoXI6foD84SbECqV8bxlmtuD4NPmSxY2qQEy4GKNKWOkKUawMyIiHHhUDr9.pkg,UP0006-BLUS30050_00,YES,PS3,PSN,DLC,,,Jb6RPRUsaXYrFeIa9BGSgrS3r9tytLArt2fonejfwvwoXI6foD84SbECqV8bxlmtuD4NPmSxY2qQEy4GKNKWOkKUawMyIiHHhUDr9.pkg,
BLUS30164,Activision Music Track Pack,COLLECTION,US,http://zeus.dl.playstation.net/cdn/UP0002/BLUS30164_00/HEQn84paO8kwiit7s8u5o5U1UAQ2q6aGx3bGPHc1oiBl2BOVH3P2EfxY0MCOeh6sy5ewQaO5KwYDjFllj1w2hw9JgUcjFwTjfXgkg.pkg,UP0002-BLUS30164_00,YES,PS3,PSN,DLC,,,HEQn84paO8kwiit7s8u5o5U1UAQ2q6aGx3bGPHc1oiBl2BOVH3P2EfxY0MCOeh6sy5ewQaO5KwYDjFllj1w2hw9JgUcjFwTjfXgkg.pkg,
NPHB00661,Activity Set 4,COLLECTION,ASIA,http://zeus.dl.playstation.net/cdn/HP0425/NPHB00661_00/oHpCvJMsGMHTPGbGILdEbyFQDUEbwNgjOJCQDUEqnlKYhsBlMWGHuSuoAmrUuSQrHCKMDvKQpFTsCTRjpHiIKThfGoTeuqtsURaMv.pkg,HP0425-NPHB00661_00,YES,PS3,PSN,DLC,,,oHpCvJMsGMHTPGbGILdEbyFQDUEbwNgjOJCQDUEqnlKYhsBlMWGHuSuoAmrUuSQrHCKMDvKQpFTsCTRjpHiIKThfGoTeuqtsURaMv.pkg,
NPJB00662,Additional Armor Combination 7,COLLECTION,JP,http://zeus.dl.playstation.net/cdn/JP0106/NPJB00662_00/iVuEQVqBkevlZuDWfqfyYdainhpgyoVBGfskGoprTmOyyaZAbyBrIXIxbylIIESxLjreuPvdtsbWllbiBpiXtItNOIEPQUzuFEOgM.pkg,JP0106-NPJB00662_00,YES,PS3,PSN,DLC,,,iVuEQVqBkevlZuDWfqfyYdainhpgyoVBGfskGoprTmOyyaZAbyBrIXIxbylIIESxLjreuPvdtsbWllbiBpiXtItNOIEPQUzuFEOgM.pkg,
