title_id,game_title,platform_source,region,title_id,url,content_id,distribution,content_type
,"2014 FIFA World Cup Brazil (USA) (En,Fr,Es)",,,,,,DISC,BASE_GAME
,"Afro Samurai (USA) (En,Fr)",,,,,,DISC,BASE_GAME
,"Minecraft - PlayStation 3 Edition (USA) (En,Ja,Fr,De,Es,It,Nl,Pt,Sv,No,Da,Fi,Ko,Pl,Ru,Tr)",,,,,,DISC,BASE_GAME
,"Bound by Flame (USA) (En,Fr,Es)",,,,,,DISC,BASE_GAME
,"SingStar ABBA (Europe) (En,Fr,De,Es,It,Nl,Pt,Sv,No,Da,Fi)",,,,,,DISC,BASE_GAME
,"SingStar Dance (Europe) (En,Fr,De,Es,It,Nl,Pt,Sv,No,Da,Fi,Pl,Ru)",,,,,,DISC,BASE_GAME
,"SingStar Motown (Europe) (En,Fr,De,Es,It,Nl,Pt,Sv,No,Da,Fi,Pl,Ru)",,,,,,DISC,BASE_GAME
,"SingStar Vol. 3 (Europe) (En,Fr,De,Es,It,Nl,Pt,Sv,No,Da,Fi)",,,,,,DISC,BASE_GAME
,"uDraw Studio - Instant Artist (Europe, Australia) (En,Fr,De,Es,It,Nl)",,,,,,DISC,BASE_GAME
,"Pictionary - Ultimate Edition (Europe, Australia) (En,Fr,De,Es,It,Nl)",,,,,,DISC,BASE_GAME
,"Back to the Future - The Game (USA) (En,Fr,De)",,,,,,DISC,BASE_GAME
,"Bakugan - Defenders of the Core (USA) (En,Fr)",,,,,,DISC,BASE_GAME
,"Beowulf - The Game (USA) (En,Fr,De,Es,It)",,,,,,DISC,BASE_GAME
,"Alice - Madness Returns (USA) (En,Fr,De,Es,It)",,,,,,DISC,BASE_GAME
,"Assassin's Creed IV - Black Flag (USA) (En,Fr,Es,Pt)",,,,,,DISC,BASE_GAME
,All-Pro Football 2K8 (USA),,,,,,DISC,BASE_GAME
,Armored Core 4 (USA),,,,,,DISC,BASE_GAME
,"007 - Blood Stone (Europe) (En,Fr,De)",,,,,,DISC,BASE_GAME
,"Sims 3, The - Pets (Europe) (En,Fr,De,Es,It,Nl,Pl,Ru)",,,,,,DISC,BASE_GAME
,"Battlefield 4 (USA) (En,Fr,Es,Pt)",,,,,,DISC,BASE_GAME
,"Lightning Returns - Final Fantasy XIII (Asia) (Zh,Ko)",,,,,,DISC,BASE_GAME
,Bleach - Soul Resurreccion (USA),,,,,,DISC,BASE_GAME
,BlackSite - Area 51 (USA),,,,,,DISC,BASE_GAME
,"Bakugan - Battle Brawlers (USA) (En,Fr)",,,,,,DISC,BASE_GAME
,"Ace Combat - Assault Horizon (USA) (En,Fr,Es)",,,,,,DISC,BASE_GAME
,"Army of Two - The Devil's Cartel (USA) (En,Fr,Es)",,,,,,DISC,BASE_GAME
,"Brothers in Arms - Hell's Highway (USA) (En,Fr,Es,It)",,,,,,DISC,BASE_GAME
,"Tales of Xillia (Japan, Asia)",,,,,,DISC,BASE_GAME
,Monster Hunter Portable 3rd - HD Ver. (Japan),,,,,,DISC,BASE_GAME
,Chou Jigen Game Neptune (Japan),,,,,,DISC,BASE_GAME
,"Air Conflicts - Pacific Carriers (USA) (En,Fr,De,Es,It,Ru)",,,,,,DISC,BASE_GAME
,"Bionic Commando (USA) (En,Ja,Fr,De,Es,It,Ko)",,,,,,DISC,BASE_GAME
,"LEGO Harry Potter - Years 5-7 (Europe) (En,Pl,Ru)",,,,,,DISC,BASE_GAME
,"DreamWorks Megamind - Ultimate Showdown (Europe) (En,Fr,De,Es,It)",,,,,,DISC,BASE_GAME
,"Prince of Persia - The Forgotten Sands (Europe) (Pl,Ru)",,,,,,DISC,BASE_GAME
,"SSX (Europe) (En,Fr,De,Es,It)",,,,,,DISC,BASE_GAME
,"Air Conflicts - Secret Wars (USA) (En,Fr,De,Es,It)",,,,,,DISC,BASE_GAME
,"Adidas miCoach (USA) (En,Fr,Es)",,,,,,DISC,BASE_GAME
,"Untold Legends - Dark Kingdom (Japan) (En,Ja)",,,,,,DISC,BASE_GAME
,Shin Sangoku Musou 6 (Asia),,,,,,DISC,BASE_GAME
,"Alpha Protocol (USA) (En,Fr,De,Es,It)",,,,,,DISC,BASE_GAME
,One Piece - Unlimited World Red (USA),,,,,,DISC,BASE_GAME
,"Air Conflicts - Vietnam (USA) (En,Fr,Es)",,,,,,DISC,BASE_GAME
,"Armored Core - For Answer (USA) (En,Fr,Es)",,,,,,DISC,BASE_GAME
,"Clive Barker's Jericho (USA) (En,Fr,De,Es,It)",,,,,,DISC,BASE_GAME
,"Assassin's Creed - Brotherhood (USA) (En,Fr,Es,It)",,,,,,DISC,BASE_GAME
,"Apache - Air Assault (USA) (En,Fr)",,,,,,DISC,BASE_GAME
,"Alone in the Dark - Inferno (USA) (En,Fr,De,Es,It)",,,,,,DISC,BASE_GAME
,"Armored Core - Verdict Day (USA) (En,Fr,Es)",,,,,,DISC,BASE_GAME
,College Hoops 2K8 (USA),,,,,,DISC,BASE_GAME
,"Bulletstorm (Europe, Australia) (En,Fr,De,Es,It,Pl,Ru)",,,,,,DISC,BASE_GAME
,"Dead Island (Europe) (En,Fr,De,Es,It,Pl)",,,,,,DISC,BASE_GAME
,"Leisure Suit Larry - Box Office Bust (Europe) (En,Fr,De,Es,It)",,,,,,DISC,BASE_GAME
,"Dead Island - Riptide (Europe) (En,Fr,De,Es,It,Pl)",,,,,,DISC,BASE_GAME
,"Transformers - Fall of Cybertron (Europe, Australia) (En,Fr,De,Es,It)",,,,,,DISC,BASE_GAME
,E.X. Troopers (Japan),,,,,,DISC,BASE_GAME
,"Shadows of the Damned (Japan) (En,Ja)",,,,,,DISC,BASE_GAME
,Gundam Musou 3 (Japan),,,,,,DISC,BASE_GAME
,Dragon's Dogma - Dark Arisen (Japan),,,,,,DISC,BASE_GAME
,"Cloudy with a Chance of Meatballs (USA) (En,Fr,Es)",,,,,,DISC,BASE_GAME
,TimeShift (USA) (v01.02),,,,,,DISC,BASE_GAME
,"Biohazard 5 - Alternative Edition (Japan) (En,Ja,Fr,De,Es,It) (PlayStation Move Taiou)",,,,,,DISC,BASE_GAME
,"Grid Autosport (USA) (En,Fr,Es,Pt)",,,,,,DISC,BASE_GAME
,"DreamWorks How to Train Your Dragon 2 (USA) (En,Fr,Es,Pt)",,,,,,DISC,BASE_GAME
,"Transformers - Rise of the Dark Spark (USA) (En,Fr)",,,,,,DISC,BASE_GAME
,Buzz! Brain of the UK (UK),,,,,,DISC,BASE_GAME
,Sports Champions (UK),,,,,,DISC,BASE_GAME
,"EA Sports MMA (Europe) (En,Ja,Fr,De,Es)",,,,,,DISC,BASE_GAME
,"Command & Conquer - Red Alert 3 - Ultimate Edition (USA, Asia) (En,Fr)",,,,,,DISC,BASE_GAME
,Backbreaker (USA),,,,,,DISC,BASE_GAME
,"Call of Duty - Ghosts (USA) (En,Fr,Es,Pt)",,,,,,DISC,BASE_GAME
,"Ben 10 - Ultimate Alien - Cosmic Destruction (USA) (En,Fr,Es)",,,,,,DISC,BASE_GAME
,Dai-3-Ji Super Robot Taisen Z - Jigoku-hen (Japan),,,,,,DISC,BASE_GAME
,Dai-2-Ji Super Robot Taisen OG (Japan),,,,,,DISC,BASE_GAME
,Super Heroine Chronicle (Japan),,,,,,DISC,BASE_GAME
,Ar tonelico III - Sekai Shuuen no Hikigane wa Shoujo no Uta ga Hiku (Japan),,,,,,DISC,BASE_GAME
,"Asura's Wrath (Japan) (En,Ja,Fr,De,Es,It)",,,,,,DISC,BASE_GAME
,BlazBlue - Continuum Shift (Japan),,,,,,DISC,BASE_GAME
,"Max Anarchy (Japan) (En,Ja,Fr,Es,It)",,,,,,DISC,BASE_GAME
,Shirokishi Monogatari - Inishie no Kodou - EX Edition (Japan),,,,,,DISC,BASE_GAME
,Tears to Tiara Gaiden - Avalon no Nazo (Japan),,,,,,DISC,BASE_GAME
,Cabela's North American Adventures (USA),,,,,,DISC,BASE_GAME
,"Shin Sangoku Musou 6 (Japan, Korea)",,,,,,DISC,BASE_GAME
,College Hoops 2K7 (USA),,,,,,DISC,BASE_GAME
,"Call of Juarez - Bound in Blood (USA) (En,Fr,Es)",,,,,,DISC,BASE_GAME
,"Tales of Xillia 2 (USA) (En,Fr,Es)",,,,,,DISC,BASE_GAME
,Disney-Pixar Cars - Mater-National Championship (USA),,,,,,DISC,BASE_GAME
,Agarest Senki (Japan),,,,,,DISC,BASE_GAME
,Agarest Senki Zero (Japan),,,,,,DISC,BASE_GAME
,Senjou no Valkyria (Japan),,,,,,DISC,BASE_GAME
,Sengoku Basara 3 - Utage (Japan),,,,,,DISC,BASE_GAME
,Ryuu ga Gotoku 4 - Densetsu o Tsugu Mono (Japan) (PlayStation 3 the Best),,,,,,DISC,BASE_GAME
,"Akiba's Trip - Undead & Undressed (USA) (En,Ja)",,,,,,DISC,BASE_GAME
,"Disney-Pixar Cars - Race-O-Rama (USA) (En,Fr)",,,,,,DISC,BASE_GAME
,"Chronicles of Narnia, The - Prince Caspian (USA)",,,,,,DISC,BASE_GAME
,Dot Hack - Sekai no Mukou ni + Versus - Hybrid Pack (Japan),,,,,,DISC,BASE_GAME
,"Condemned 2 - Bloodshot (USA) (En,Fr,Es,It)",,,,,,DISC,BASE_GAME
,"Band Hero (USA) (En,Fr)",,,,,,DISC,BASE_GAME
,Beijing 2008 (USA),,,,,,DISC,BASE_GAME
,"Battleship (USA) (En,Fr)",,,,,,DISC,BASE_GAME
,Armored Core V (Japan),,,,,,DISC,BASE_GAME
,Armored Core - Verdict Day (Japan),,,,,,DISC,BASE_GAME
,"Kidou Senshi Gundam - Extreme Vs. (Japan, Asia)",,,,,,DISC,BASE_GAME
,"Sengoku Basara 4 (Japan, Asia)",,,,,,DISC,BASE_GAME
,Strider Hiryuu (Japan),,,,,,DISC,BASE_GAME
,"Ben 10 - Galactic Racing (USA) (En,Fr,Es)",,,,,,DISC,BASE_GAME
,"Birds of Steel (USA) (En,Fr,Es)",,,,,,DISC,BASE_GAME
,"Bladestorm - The Hundred Years' War (USA) (En,Fr,De,Es,It)",,,,,,DISC,BASE_GAME
,Blazing Angels 2 - Secret Missions of WWII (USA),,,,,,DISC,BASE_GAME
,"Diablo III - Reaper of Souls - Ultimate Evil Edition (Europe) (En,Fr,De,Es,It)",,,,,,DISC,BASE_GAME
,"Ryuu ga Gotoku 4 - Densetsu o Tsugu Mono (Japan, Korea)",,,,,,DISC,BASE_GAME
,L.A. Noire (Japan),,,,,,DISC,BASE_GAME
,Ryuu ga Gotoku 3 (Japan),,,,,,DISC,BASE_GAME
,Shin Sangoku Musou 5 - Empires (Japan) (v01.01),,,,,,DISC,BASE_GAME
,Another Century's Episode R (Japan),,,,,,DISC,BASE_GAME
,Super Robot Taisen OG Saga - Masoukishin III - Pride of Justice (Japan),,,,,,DISC,BASE_GAME
,Musou Orochi 2 (Japan),,,,,,DISC,BASE_GAME
,Need for Speed - Carbon (Japan),,,,,,DISC,BASE_GAME
,"Rayman Origins (Europe) (En,Fr,De,Es,It,Nl)",,,,,,DISC,BASE_GAME
,"Prince of Persia (Europe) (En,Fr,De,Es,It,Nl)",,,,,,DISC,BASE_GAME
,"JoJo's Bizarre Adventure - All Star Battle (Europe) (En,Fr,De,Es,It)",,,,,,DISC,BASE_GAME
,"Dragon Ball Z - Battle of Z (Europe) (En,Fr,De,Es,It)",,,,,,DISC,BASE_GAME
,"PES 2010 - Pro Evolution Soccer (Europe) (Fr,De,Es,It,Pt)",,,,,,DISC,BASE_GAME
,"NBA 2K12 (Europe, Australia) (En,Ja,Fr,De,Es,It)",,,,,,DISC,BASE_GAME
,Drag-on Dragoon 3 (Asia),,,,,,DISC,BASE_GAME
,"Resident Evil - Revelations (USA, Asia) (En,Ja,Fr,De,Es,It,Nl,Pt,Pl,Ru)",,,,,,DISC,BASE_GAME
,"Evil Within, The (Asia)",,,,,,DISC,BASE_GAME
,Call of Duty - Black Ops (Germany),,,,,,DISC,BASE_GAME
,"Blazing Angels - Squadrons of WWII (USA) (En,Fr,Es)",,,,,,DISC,BASE_GAME
,"Blood Drive (USA, Europe)",,,,,,DISC,BASE_GAME
,"Bodycount (USA) (En,Fr,Es)",,,,,,DISC,BASE_GAME
,"Conflict - Denied Ops (USA) (En,Fr,Es,It)",,,,,,DISC,BASE_GAME
,One Piece - Unlimited World R (Asia),,,,,,DISC,BASE_GAME
,"Final Fantasy X + X-2 - HD Remaster (Asia) (Zh,Ko)",,,,,,DISC,BASE_GAME
,"Diablo III - Reaper of Souls - Ultimate Evil Edition (USA) (En,Fr,Es)",,,,,,DISC,BASE_GAME
,"Condemned 2 (Europe) (En,Fr,Es,It)",,,,,,DISC,BASE_GAME
,"Guitar Hero - Aerosmith (USA) (En,Fr)",,,,,,DISC,BASE_GAME
,"Guitar Hero - Van Halen (Australia) (En,Fr,De,Es,It)",,,,,,DISC,BASE_GAME
,"Guitar Hero - Warriors of Rock (Australia) (En,Fr,De,Es,It)",,,,,,DISC,BASE_GAME
,"Guitar Hero 5 (Europe, Australia) (En,Fr,De,Es,It)",,,,,,DISC,BASE_GAME
,"Kung Fu Rider (Australia) (En,Fr,De,Es,It,Nl,Pt,Sv,No,Da,Fi,Pl,Ru)",,,,,,DISC,BASE_GAME
,"LEGO Rock Band (Europe) (En,Fr,De,Es,It,Da)",,,,,,DISC,BASE_GAME
,"Medal of Honor - Warfighter (Europe, Australia) (En,Fr,De,Es,It,Pl,Ru)",,,,,,DISC,BASE_GAME
,"Rock Revolution (USA) (En,Fr,Es)",,,,,,DISC,BASE_GAME
,"Rocksmith (Europe, Australia) (En,Fr,De,Es,It,Nl)",,,,,,DISC,BASE_GAME
,"Supercar Challenge (Europe) (En,Fr,De,Es,It)",,,,,,DISC,BASE_GAME
,"Test Drive - Ferrari Racing Legends (Europe) (En,Fr,De,Es,It)",,,,,,DISC,BASE_GAME
,"Elder Scrolls V, The - Skyrim (Asia)",,,,,,DISC,BASE_GAME
,"Watch Dogs (Japan, Asia) (En,Ja,Zh,Ko)",,,,,,DISC,BASE_GAME
,"Last of Us, The (Asia) (En,Zh,Ko)",,,,,,DISC,BASE_GAME
,"God of War III (Asia) (En,Zh)",,,,,,DISC,BASE_GAME
,Brunswick Pro Bowling (USA),,,,,,DISC,BASE_GAME
,"Bulletstorm (USA) (En,Ja,Fr,De,Es,It,Pl,Ru)",,,,,,DISC,BASE_GAME
,Buzz! Quiz World (USA),,,,,,DISC,BASE_GAME
,Cabela's African Adventures (USA),,,,,,DISC,BASE_GAME
,Cabela's Big Game Hunter 2010 (USA),,,,,,DISC,BASE_GAME
,Cabela's Big Game Hunter 2012 (USA) (v01.00),,,,,,DISC,BASE_GAME
,Cabela's Dangerous Hunts 2009 (USA),,,,,,DISC,BASE_GAME
,Cabela's Dangerous Hunts 2011 (USA) (FW3.42),,,,,,DISC,BASE_GAME
,"Folklore (Asia) (En,Zh)",,,,,,DISC,BASE_GAME
,Eiyuu Densetsu - Sen no Kiseki (Asia),,,,,,DISC,BASE_GAME
,"Tomb Raider (Asia) (En,Zh,Ko)",,,,,,DISC,BASE_GAME
,"Call of Duty - Advanced Warfare (Europe, Asia) (En,Fr,De,Es,It)",,,,,,DISC,BASE_GAME
,Silent Hill - HD Edition (Japan),,,,,,DISC,BASE_GAME
,"Cabela's Dangerous Hunts 2013 (USA) (En,Fr)",,,,,,DISC,BASE_GAME
,"Tom Clancy's Splinter Cell - Blacklist (Asia) (En,Ja,Zh,Ko)",,,,,,DISC,BASE_GAME
,Eiyuu Densetsu - Sen no Kiseki II (Asia),,,,,,DISC,BASE_GAME
,Cabela's Hunting Expeditions (USA),,,,,,DISC,BASE_GAME
,Cabela's Outdoor Adventures (USA),,,,,,DISC,BASE_GAME
,"Call of Juarez - The Cartel (USA) (En,Fr,Es)",,,,,,DISC,BASE_GAME
,"Carnival Island (USA) (En,Fr,Es)",,,,,,DISC,BASE_GAME
,"LittleBigPlanet 3 (USA) (En,Fr)",,,,,,DISC,BASE_GAME
,Cartoon Network - Punch Time Explosion XL (USA),,,,,,DISC,BASE_GAME
,"Castlevania - Lords of Shadow 2 (USA) (En,Fr,De,Es,It,Pt)",,,,,,DISC,BASE_GAME
,Champion Jockey - G1 Jockey & Gallop Racer (USA),,,,,,DISC,BASE_GAME
,"Ultra Street Fighter IV (USA) (En,Ja,Fr,De,Es,It,Ko)",,,,,,DISC,BASE_GAME
,"Chaotic - Shadow Warriors (USA) (En,Fr)",,,,,,DISC,BASE_GAME
,Armored Core 4 (Japan),,,,,,DISC,BASE_GAME
,Armored Core - For Answer (Japan),,,,,,DISC,BASE_GAME
,Duck Dynasty (USA),,,,,,DISC,BASE_GAME
,"Child of Eden (USA) (En,Fr,Es)",,,,,,DISC,BASE_GAME
,Killzone Trilogy (USA) (Killzone + Killzone 2),,,,,,DISC,BASE_GAME
,Legendary (USA),,,,,,DISC,BASE_GAME
,"Dragon Ball - Raging Blast (USA) (En,Fr,Es)",,,,,,DISC,BASE_GAME
,"Create (USA) (En,Es)",,,,,,DISC,BASE_GAME
,"Clash of the Titans - The Videogame (USA) (En,Fr,Es)",,,,,,DISC,BASE_GAME
,"Conan (USA) (En,Fr)",,,,,,DISC,BASE_GAME
,"Drakengard 3 (USA) (En,Fr)",,,,,,DISC,BASE_GAME
,"CSI - Crime Scene Investigation - Fatal Conspiracy (USA) (En,Fr,De,Es,It)",,,,,,DISC,BASE_GAME
,"Dance on Broadway (USA) (En,Fr,De,Es,It)",,,,,,DISC,BASE_GAME
,"Digimon All-Star Rumble (USA) (En,Fr,Es,Pt)",,,,,,DISC,BASE_GAME
,Hatsune Miku - Project Diva F 2nd (USA),,,,,,DISC,BASE_GAME
,Dragon Ball - Ultimate Blast (Japan),,,,,,DISC,BASE_GAME
,Dragon Age - Origins (Japan),,,,,,DISC,BASE_GAME
,JoJo no Kimyou na Bouken - All Star Battle (Japan),,,,,,DISC,BASE_GAME
,"Elder Scrolls V, The - Skyrim - Legendary Edition (Asia)",,,,,,DISC,BASE_GAME
,"Ashes Cricket 2009 (Europe, Australia)",,,,,,DISC,BASE_GAME
,Kung Fu Rider (UK),,,,,,DISC,BASE_GAME
,"TimeShift (Europe) (En,Fr,Es,It)",,,,,,DISC,BASE_GAME
,Persona 4 Arena Ultimax (USA),,,,,,DISC,BASE_GAME
,"Darkness, The (USA) (En,Fr,De,Es,It)",,,,,,DISC,BASE_GAME
,"Damage Inc. - Pacific Squadron WWII (USA) (En,Fr,De,Es,It)",,,,,,DISC,BASE_GAME
,Hatsune Miku - Project Diva F (USA),,,,,,DISC,BASE_GAME
,"Bodycount (Europe) (En,Fr,De,Es,It)",,,,,,DISC,BASE_GAME
,"F.E.A.R. 3 (Europe) (En,Ja,Fr,De,Es,It,Pt,Ko,Pl,Ru)",,,,,,DISC,BASE_GAME
,Grid 2 (Europe),,,,,,DISC,BASE_GAME
,"Mindjack (World) (En,Ja,Fr,De,Es,It)",,,,,,DISC,BASE_GAME
,"Warhammer 40,000 - Space Marine (Europe) (En,Fr,De,Es,It,Nl,Pl,Ru)",,,,,,DISC,BASE_GAME
,"Kingdom Hearts - HD 2.5 ReMIX (USA) (En,Fr,Es)",,,,,,DISC,BASE_GAME
,"Alien - Isolation (USA) (En,Fr,Es,Pt)",,,,,,DISC,BASE_GAME
,Ar nosurge - Ode to an Unborn Star (USA),,,,,,DISC,BASE_GAME
,Best of PlayStation Network Vol. 1 (USA),,,,,,DISC,BASE_GAME
,"Sherlock Holmes - Crimes & Punishments (USA) (En,Fr,De,Es,It)",,,,,,DISC,BASE_GAME
,"Marvel Super Hero Squad - Comic Combat (Europe) (En,Fr,De,Es,It,Nl)",,,,,,DISC,BASE_GAME
,"Angry Birds Star Wars (Europe) (En,Fr,De,Es,It)",,,,,,DISC,BASE_GAME
,Guilty Gear Xrd - Sign (USA),,,,,,DISC,BASE_GAME
,"Disney Epic Mickey 2 - The Power of Two (Europe) (En,Fr,De,Es,It,Nl,Pt,Ru)",,,,,,DISC,BASE_GAME
,"Front Mission Evolved (Europe) (En,Fr,De,Es,It)",,,,,,DISC,BASE_GAME
,PlayStation All-Stars Battle Royale (UK),,,,,,DISC,BASE_GAME
,Cabela's Big Game Hunter - Pro Hunts (USA),,,,,,DISC,BASE_GAME
,"Darkness II, The (USA) (En,Fr,De,Es,It)",,,,,,DISC,BASE_GAME
,"Dragon Age - Inquisition (USA) (En,Fr,Es)",,,,,,DISC,BASE_GAME
,Mobile Suit Gundam - Side Stories (Asia),,,,,,DISC,BASE_GAME
,"Destiny (USA) (En,Fr,De,Es,It,Pt)",,,,,,DISC,BASE_GAME
,Fairy Fencer F (USA),,,,,,DISC,BASE_GAME
,"FIFA 15 (USA) (En,Fr,Es)",,,,,,DISC,BASE_GAME
,"Just Dance 2015 (USA) (En,Fr,De,Es,It,Pt)",,,,,,DISC,BASE_GAME
,"Just Dance 2015 (Europe) (En,Fr,De,Es,It,Nl,Sv,No,Da,Fi)",,,,,,DISC,BASE_GAME
,"LEGO Batman 3 - Beyond Gotham (USA, Asia) (En,Fr,Es,Pt)",,,,,,DISC,BASE_GAME
,Madden NFL 15 (USA),,,,,,DISC,BASE_GAME
,"MIB - Alien Crisis (USA) (En,Fr)",,,,,,DISC,BASE_GAME
,"MotoGP 14 (USA) (En,Fr,Es,Pt)",,,,,,DISC,BASE_GAME
,"NBA 2K15 (USA) (En,Ja,Fr,De,Es,It,Zh)",,,,,,DISC,BASE_GAME
,NCAA Football 13 (USA),,,,,,DISC,BASE_GAME
,"NHL 15 (USA) (En,Fr)",,,,,,DISC,BASE_GAME
,"Pac-Man and the Ghostly Adventures 2 (USA) (En,Fr,Es,Pt)",,,,,,DISC,BASE_GAME
,"Disney Phineas and Ferb - Across the 2nd Dimension (USA) (En,Fr,Es)",,,,,,DISC,BASE_GAME
,Tears to Tiara II - Heir of the Overlord (USA),,,,,,DISC,BASE_GAME
,"WWE 2K15 (USA) (En,Fr,Es)",,,,,,DISC,BASE_GAME
,"Nickelodeon Teenage Mutant Ninja Turtles - Danger of the Ooze (USA) (En,Fr)",,,,,,DISC,BASE_GAME
,"inFamous (Asia) (En,Zh,Ko)",,,,,,DISC,BASE_GAME
,"Dead Island - Riptide (USA) (En,Fr,De,Es,It,Pl)",,,,,,DISC,BASE_GAME
,"Dead Rising 2 - Off the Record (USA) (En,Ja,Fr,Es,It,Ko)",,,,,,DISC,BASE_GAME
,"Elder Scrolls IV, The - Oblivion - Game of the Year Edition (Europe) (En,Fr,De,Es,It)",,,,,,DISC,BASE_GAME
,Siren - New Translation (Japan),,,,,,DISC,BASE_GAME
,"SOCOM - U.S. Navy SEALs - Confrontation (USA) (En,Ja,Fr,De,Es,It,Nl,Pt,Sv,No,Da,Fi,Ko,Ru) (BCUS-98183)",,,,,,DISC,BASE_GAME
,"Lost Planet - Extreme Condition (Japan) (En,Ja,Fr,De,Es,It,Ko)",,,,,,DISC,BASE_GAME
,"inFamous 2 (Asia) (En,Zh,Ko)",,,,,,DISC,BASE_GAME
,"Borderlands - The Pre-Sequel! (USA) (En,Fr,De,Es,It)",,,,,,DISC,BASE_GAME
,"de Blob 2 (USA) (En,Fr)",,,,,,DISC,BASE_GAME
,Deadliest Catch - Sea of Chaos (USA),,,,,,DISC,BASE_GAME
,"Clive Barker's Jericho (Europe) (En,Fr,De,Es,It)",,,,,,DISC,BASE_GAME
,"Prototype (Europe) (En,Fr,Es,It)",,,,,,DISC,BASE_GAME
,"SingStar Polskie Hity 2 (Poland) (En,Fr,De,Es,It,Nl,Pt,Sv,No,Da,Fi,Pl,Ru)",,,,,,DISC,BASE_GAME
,"Tom Clancy's EndWar (Europe) (Pl,Ru)",,,,,,DISC,BASE_GAME
,"Adventure Time - The Secret of the Nameless Kingdom (USA) (En,Fr,Es,Pt)",,,,,,DISC,BASE_GAME
,"Assassin's Creed - Rogue (USA, Brazil) (En,Fr,Es,Pt)",,,,,,DISC,BASE_GAME
,"Call of Duty - Advanced Warfare (USA) (En,Fr,Es,Pt)",,,,,,DISC,BASE_GAME
,"Deadpool (USA) (En,Fr,Es)",,,,,,DISC,BASE_GAME
,"Deception IV - Blood Ties (USA) (En,Ja,Fr,De)",,,,,,DISC,BASE_GAME
,"Deadliest Warrior - Ancient Combat (USA) (En,Fr,Es,It)",,,,,,DISC,BASE_GAME
,"Defiance (USA) (En,Fr,De)",,,,,,DISC,BASE_GAME
,"Devil May Cry - HD Collection (USA) (En,Ja,Fr,De,Es,It)",,,,,,DISC,BASE_GAME
,"Disney Sing It - Family Hits (USA) (En,Fr,Es)",,,,,,DISC,BASE_GAME
,"Disney Sing It - High School Musical 3 - Senior Year (USA) (En,Fr,Es)",,,,,,DISC,BASE_GAME
,Arcana Heart 3 - Love Max!!!!! (USA),,,,,,DISC,BASE_GAME
,"Armored Core - Verdict Day (Europe) (En,Fr,De,Es,It)",,,,,,DISC,BASE_GAME
,"F1 2012 (Europe) (En,Fr,De,Es,It)",,,,,,DISC,BASE_GAME
,"Ridge Racer Unbounded (Europe) (En,Fr,De,Es,It)",,,,,,DISC,BASE_GAME
,"Saboteur, The (Europe) (En,Fr,De,It,Pl,Ru)",,,,,,DISC,BASE_GAME
,"Wheelman (Europe) (En,Fr,De,Es,It) (BLES-00557)",,,,,,DISC,BASE_GAME
,"Dragon Ball Xenoverse (USA) (En,Fr,Es,Pt)",,,,,,DISC,BASE_GAME
,"Naruto Shippuden - Ultimate Ninja Storm Revolution (USA) (En,Fr,Es,Pt)",,,,,,DISC,BASE_GAME
,"Rugby 15 (USA) (En,Fr,Es)",,,,,,DISC,BASE_GAME
,"Disney Sing It - Party Hits (USA) (En,Fr,Es)",,,,,,DISC,BASE_GAME
,"Doom 3 - BFG Edition (USA, Asia) (En,Fr,Es)",,,,,,DISC,BASE_GAME
,"Driver - San Francisco (USA) (En,Fr,Es)",,,,,,DISC,BASE_GAME
,"Dark Sector (Europe) (En,Fr,De,Es)",,,,,,DISC,BASE_GAME
,Disney-Pixar WALL-E (UK),,,,,,DISC,BASE_GAME
,"SBK 2011 - FIM Superbike World Championship (Europe) (En,Fr,De,Es,It)",,,,,,DISC,BASE_GAME
,"Duke Nukem Forever (USA) (En,Fr,De,Es,It)",,,,,,DISC,BASE_GAME
,"Fantastic Four - Rise of the Silver Surfer (Europe) (En,Fr,De,Es,It)",,,,,,DISC,BASE_GAME
,"History - Great Battles Medieval (Europe) (En,Fr,De,Es,It)",,,,,,DISC,BASE_GAME
,"Dynasty Warriors 7 (USA) (En,Fr)",,,,,,DISC,BASE_GAME
,"Disney Sing It - Pop Hits (USA) (En,Fr,Es)",,,,,,DISC,BASE_GAME
,"Dungeon Siege III (USA) (En,Fr,Es)",,,,,,DISC,BASE_GAME
,"NBA 2K10 (Europe) (En,Fr,De,Es,It)",,,,,,DISC,BASE_GAME
,"NHL 2K10 (Europe) (En,Fr,De,Sv,Fi)",,,,,,DISC,BASE_GAME
,"Star Wars - The Force Unleashed (Europe) (En,Fr,De,Es,It)",,,,,,DISC,BASE_GAME
,Gran Turismo 5 - Prologue (Japan),,,,,,DISC,BASE_GAME
,"Conan (Europe) (En,Fr,De,Es,It)",,,,,,DISC,BASE_GAME
,"Sega Superstars Tennis (Europe) (En,Fr,De,Es,It)",,,,,,DISC,BASE_GAME
,"Disney Sing It - Party Hits (Europe) (En,Fr,De,Es,It,Nl)",,,,,,DISC,BASE_GAME
,"WWE '13 (Europe) (En,Fr,De,Es,It)",,,,,,DISC,BASE_GAME
,"Top Spin 3 (Europe) (En,Fr,De,Es,It)",,,,,,DISC,BASE_GAME
,"MotoGP 08 (Europe) (En,Fr,De,Es,It)",,,,,,DISC,BASE_GAME
,"Hitman - Absolution (Europe) (En,Fr,Es)",,,,,,DISC,BASE_GAME
