game_name,id,category,description,game_id,rom_name,size,crc,md5,sha1,sha256
& - Sora no Mukou de Saki Masuyou ni (Japan),45535,Games,& - Sora no Mukou de Saki Masuyou ni (Japan),JP0745-NPJB00488_00-ANDPS30000000000,yUqNCOTlrqRHyxVxCaTYjznOLmnjrTrBPreWihmizeGZASHXggXZvcZuQEpkAKNVUcPHKJRvPfbdExiirmOVXhwcgbiCPOIYBAPXZ.pkg,4319410288,27cfd854,7469a20ef81ded6eb29f47d7b3753426,fe5b855e612533a8ea039b85a8ef2e76016c94c3,ca514dd9906c2d80e1e10564ca74b8dafc6bcedafc9ef14d58e9593a8c52d684
& - Sora no Mukou de Saki Masuyou ni (Japan),45535,Games,& - Sora no Mukou de Saki Masuyou ni (Japan),JP0745-NPJB00488_00-ANDPS30000000000,JP0745-NPJB00488_00-ANDPS30000000000.rap,16,dca78fad,8f633f1bc8b88073ea2bdd29c02e7ebc,ffa437d742c69f5f0150583a18def4eba3b4d39f,a78996c4b91162821bbb4759b18129bec988f12f533d49061ad4259e37da0b23
#Killallzombies (USA),19382,Games,#Killallzombies (USA),UP4235-NPUB31857_00-KAZPS3000000000U,UP4235-NPUB31857_00-KAZPS3000000000U_bg_1_586b7924c39a7b6584f2888591025d5e947087e3.pkg,146999232,49a2243e,df820d585da5d5340463b499e6b3e9f6,ce6a2386dd0ce0dc2772f114c69a2861b4f7a325,
#Killallzombies (USA),19382,Games,#Killallzombies (USA),UP4235-NPUB31857_00-KAZPS3000000000U,UP4235-NPUB31857_00-KAZPS3000000000U.rap,16,cb643686,e4bc810e8dcdcb5a19c960e8a99837c1,5f812fa0e458fc494222000f4895422c94851890,964f81ff724a2765f5ed3281722bedf51dda8656e2172167cfc8e855966e1221
10 Pin - Champions Alley (Europe) (PS2 Classics),45903,,10 Pin - Champions Alley (Europe) (PS2 Classics),EP4003-NPED00258_00-G10PNCMPAL000ENG,EP4003-NPED00258_00-G10PNCMPAL000ENG.rap,16,664b80e1,969e49b2aa19e8b8d161bb1b927cad63,24816927ec21bf3dce14a123eba72b604d78d16c,44e0f1a9a5318dc071391ca582373a8492f19c6eb175dab7f8e83c46250ee106
10 Pin - Champions Alley (Europe) (PS2 Classics),45903,,10 Pin - Champions Alley (Europe) (PS2 Classics),EP4003-NPED00258_00-G10PNCMPAL000ENG,shkhniqweFtWTohLVxXzGmVEvYhjLiFqGMbWnLfHTZSgmVqgANejyonOIhCANWIT.pkg,127585408,609022ec,2b684249c8ad2ac73ded3afeaac75177,169726d256ad8f231f7b16e998358d5d0438d4de,0d2140b83c3b1b90178479a494e499117e16891c54fb93d60c1db76cbe408101
100-en Gomi Bako (Japan),34731,,100-en Gomi Bako (Japan),JP9000-NPJA00044_00-0000000000000140,eiU3hLaAca0iyLuweGO3gI9WXdjOklcJDsagcwMyx9aDT5s9ouwlG2oREhk8dI2iLEOb9LOo7jNTLhNDveK5gO5te0kjtLT3qe2OX.pkg,355770848,7a5fa414,db7799d5fb71af7fa8de4ab3eda9eca4,a734287a4c7e284206d2045fc6cd96ecfdd3fb96,
100-en Gomi Bako (Japan),34731,,100-en Gomi Bako (Japan),JP9000-NPJA00044_00-0000000000000140,JP9000-NPJA00044_00-0000000000000140.rap,16,dc059e10,943c073f906ec4b37d678c4727998e23,bf3c8d639e0233ba03ff9b760f50f3d25d5564d5,
1942 - Joint Strike (Asia) (Demo),00847,,1942 - Joint Strike (Asia) (Demo),HP0102-NPHB00042_00-1942XXXXX0123456,6AckKNk2meccF7jSxSfLPHJIQG22exAKwniK96rCyjjkPGF4q4GKssa2dkfkf2IFsJN1HrLBeHxCpbDcC2GKQgRky8m8yBKRXgg4S.pkg,135987344,c2e10e0a,4486aea2add67505d126918bbb9d975d,39c60aacc752dcb3708ea804038899908ca9ee90,
1942 - Joint Strike (Europe),00848,,1942 - Joint Strike (Europe),EP0102-NPEB00026_00-1942XXXXX0123456,yJ7yw8SPA8Yb1I5aPKvLdESC5FcaLVu0teuWnXYowjiN8XDpsoeSBGqYXQQQAgHcHMqMNTejW8DKKR6BO0JUAIvucfcEeKYk48LxN.pkg,135987344,3f5c6c82,f622d6c7c94de2856f07e4396c842339,4707c5e6b4c130b09aca6a21cb3d568cb79fbee9,
1942 - Joint Strike (Europe),00848,,1942 - Joint Strike (Europe),EP0102-NPEB00026_00-1942XXXXX0123456,EP0102-NPEB00026_00-1942XXXXX0123456.rap,16,19b8c154,c0e07c4cba2d30374ec9dbf12c867578,a8a4ea04fd34ce54d1b32324de247fbb4c3532b7,
1942 - Joint Strike (USA),00849,,1942 - Joint Strike (USA),UP0102-NPUB30024_00-1942XXXXX0123456,M5owiRSUtMTCwCy7BgpFRQFkb9VBJKjytrBfEfuvylNCSIqvdXBQyDIrO893SlB3Ndnbm9MaQ12u2grVWTs5dxxOGO9BTOHJmsK8x.pkg,135979824,8f042490,f425052059480b351be5ce74e0a56ff7,d0c0c9ba95698ead7603f5ce4fb318c1ed76779b,
1942 - Joint Strike (USA),00849,,1942 - Joint Strike (USA),UP0102-NPUB30024_00-1942XXXXX0123456,UP0102-NPUB30024_00-1942XXXXX0123456.rap,16,48015600,e61fd5839ac48406d23493a0c320817a,1049d866cc7699b1fbdbb26c92e82f7cd920f607,
1942 - Joint Strike (USA) (Demo),00850,,1942 - Joint Strike (USA) (Demo),UP0102-NPUB90104_00-1942XXXXX0123456,xajUlYHMwUgqAA0hB1E3TglCjXt8vn2VMbYNdxlo2qXtOJ2YAM4xmry2HJWTdnUhvab5ynT7gYIfb3ULnJmDa2sHq9LP0cjy06l3a.pkg,135979824,f0a17ba7,1896aedf81163ffff00b04d394ead17f,51274b651cf8d655264631e85d40549df23e9c4f,
1942 - Joint Strike (Europe) (Demo),24631,,1942 - Joint Strike (Europe) (Demo),EP0102-NPEB90079_00-1942XXXXX0123456,gxAqurjh3QXchGf9WsQAvKrtt1Ytfa7halRf6tk91e0OFinjQdqTOg6Ev7hpibG0I3PI9FCefAhXYmy6lIpARtm31V60lN554iei0.pkg,135987344,2fba38ed,ffb5d25a62f2fe8f32f5f32e8a9819dc,9fc635101808c3597e956d13bdcfdf653ee4dd53,
1945 I & II - The Arcade Games (Europe) (PS2 Classics),36686,,1945 I & II - The Arcade Games (Europe) (PS2 Classics),EP4037-NPED00128_00-G1945IIIXX000ENG,fFDhSpjmiyAsPQlmuegkeEndwXUeOiTbeugRmxhWAltpRBNgZHEegRMonKRJxmKw.pkg,210517872,328c13d3,2dbb6ed3456948aeb8674bb7f1e2a103,40a1e134d5254f7fa80d3345ec3a6d4f00248981,bc0e517dd5f1963632274e1a1e24affed56b89292cee8f3da36576733c65f09e
1945 I & II - The Arcade Games (Europe) (PS2 Classics),36686,,1945 I & II - The Arcade Games (Europe) (PS2 Classics),EP4037-NPED00128_00-G1945IIIXX000ENG,EP4037-NPED00128_00-G1945IIIXX000ENG.rap,16,b3dffc27,9452f8e882b7c8462238a92ecd05ba1e,5e391aa306f3c470c742da171c4abf895c67c79a,9f61f386a2173b8967b91c2aee33f9a22f059d40c9bfe8f23fefbbbcfb70e28f
2010 FIFA World Cup (Europe) (Demo),18342,,2010 FIFA World Cup (Europe) (Demo),EP0006-NPEB90228_00-2010FIFAWORLDCUP,srC5Vpqvwhmaxjc1qKm3kt2siEdlA2DmrmMkJktrJvfV78wH6iyw3F7qUNpfIJ9nyv9FD1h1iL97JE5G3rljomG5OPuNQODdYDhW3.pkg,1125878576,276aafc9,e5f2e4415b44de82592b578cd059985f,1822a1f5d59f446b806fcbee9daa3c49752c05be,
2010 FIFA World Cup (USA) (Demo),18343,,2010 FIFA World Cup (USA) (Demo),UP0006-NPUB90369_00-2010FIFAWORLDCUP,q4QpU6pceQqki1fBVRW4sxXtuieOYc3fCVclWiTLGlqp9UN4iybf0p9v2JnGw3N2J2p2rNquVQJ8Ap5SEs3ktThFQheh1tcwmGHIE.pkg,1125877824,a2d7f4ca,c356abe1e5b5dbeaaab67e527558bb21,e220e3b1eb4b920e22ffefaa88d894c0a772f560,
2014 FIFA World Cup Brazil (Europe),13316,,2014 FIFA World Cup Brazil (Europe),EP0006-NPEB01947_00-FIFAWORLDCUP2014,VsRMIbwXByIsxGqOWVFWTmcJFCyhBeEClxsKgSmpkJbDTvgPsvlNbdHbVKDsCSBK.pkg,7045385680,6d2935ba,b7af363a31305086d1eac64e3b90c684,8f4935007c03049159b47f0bc02cb748a6e457af,
2014 FIFA World Cup Brazil (Europe),13316,,2014 FIFA World Cup Brazil (Europe),EP0006-NPEB01947_00-FIFAWORLDCUP2014,EP0006-NPEB01947_00-FIFAWORLDCUP2014.rap,16,051bfa5f,63bc23bdb955cf551764a1459e400c80,55f142b6fbc865c13cf0d3631dab0ba70e9c38de,
2014 FIFA World Cup Brazil (Japan),35404,,2014 FIFA World Cup Brazil (Japan),JP0006-NPJB00574_00-FIFAWORLDCUP2014,JP0006-NPJB00574_00-FIFAWORLDCUP2014.rap,16,abcc96d4,0dfbcb02f6e64629bcafa89f25772dd4,faadecba1fbe20065658a6f25380ff089fa802d0,
2014 FIFA World Cup Brazil (Japan),35404,,2014 FIFA World Cup Brazil (Japan),JP0006-NPJB00574_00-FIFAWORLDCUP2014,SuJakBeFIzifLkTjkWgGnTUpfzSVcvBxwvBuyFIccNWAbtnnUWNkIgxBXGOrrYlUleOrfxVPwaDpWcLNlkpUyhmTtudaJsZsFBLTH.pkg,6030545616,07bd23ab,5874353b516b6298ccbcd3c170edbdf0,98a30be6b9f71ea9146028d8c937901feb836f6e,
2014 FIFA World Cup Brazil (USA),35405,,2014 FIFA World Cup Brazil (USA),UP0006-NPUB31426_00-FIFAWORLDCUP2014,RsfDIucsMqfOeJvgxMsVhPalnzpMcsSheigNqOUWzHDMXflAMsuLNvQQBcjxcXey.pkg,5953628896,aa262522,0e4c82ebd8c98e7e217f8af0d2894d2d,6d27cfd8bb70650d7b84138cd7512fb818e7e53e,
2014 FIFA World Cup Brazil (USA),35405,,2014 FIFA World Cup Brazil (USA),UP0006-NPUB31426_00-FIFAWORLDCUP2014,UP0006-NPUB31426_00-FIFAWORLDCUP2014.rap,16,7ca97c20,5f3b68a0c24dc6cadd2a1d8baf939860,dbbd32eaee6afc3c3c89803f4b44b0cd29e92533,
2014 FIFA World Cup Brazil (Europe) (Demo),00851,,2014 FIFA World Cup Brazil (Europe) (Demo),EP0006-NPEB90528_00-FIFAWCUP2014DEMO,gmMlBnoQXRsJTbWruoDHcISZVzSLSykYciEpkxbaIMnMEbiysVwrjlfznCQsYcQk.pkg,1860257024,45f8dc61,c646699b64141c7d56bc92261aedb81b,979deaf568356f626f4517803844a0dba781767b,
2014 FIFA World Cup Brazil (Japan) (Demo),00854,,2014 FIFA World Cup Brazil (Japan) (Demo),JP0006-NPJB90685_00-FIFAWCUP2014DEMO,DEkcRlijyjxGXRqmRozlwloKAsnkIXpxqYZbMxCZyzXRdMcFelfgCzJbgqygOtdzIBpsJrEffepKvreQNELcoWlmuCQWYrDTafNyC.pkg,1837624144,1c20772c,cdb439322409ba30dd4792e00edd5c7e,3218f912d0995c0364dd97ea7d37df5c679226bb,
2014 FIFA World Cup Brazil (USA) (Demo),00859,,2014 FIFA World Cup Brazil (USA) (Demo),UP0006-NPUB90996_00-FIFAWCUP2014DEMO,BRPIbevhqNDOopgShwhrCZDhjpZwJmOMtXADGnMpyaOxRAeSeOtxxfbbxYmhqVWf.pkg,1842842464,8bb4b4c5,b3d87709a12727351d233a69a08dbedb,674360e8e8a80af1cb990071b5ee65f17621a3f2,
3 a la Carte (Spain) (Web TV),31848,,3 a la Carte (Spain) (Web TV),EP4445-NPEB00712_00-ES000000FULL0100,IfAcHkNShYcsNrOBblaxNJermVNzSaxIXILucenrkckcBHWXjLvcpRvWqNzkbnwuzjHklroAnungCOyntSMDwesVwVpxyjLgCEoJD.pkg,343792,b95152ce,99198c25e36f2c8520b947a9f2f1eec9,bc86f1f401105b2b253d5ed139cad4844dddc24b,40b3f7ed2d3ec69c60828706c6602b3da7ab86560fd1947971cb50de78555297
3 on 3 NHL Arcade (Europe) (Unlock Key),18806,,3 on 3 NHL Arcade (Europe) (Unlock Key),EP0006-NPEB00080_00-3ON3NHLARCADE002,hSawgIW4SiQq0c89eaHRM7iY7aagiek11uo2yT87aFPweeu4wVCr9SOSKtioim2XY5geexuWORFK4HNJMfy6q9lHt4gbuRoJHuGu5.pkg,6048,b528edbd,35331e5a5f1acf1d87cf46e50cda29a3,63449b052af939256c0f767c0f91be655b442b3a,
3 on 3 NHL Arcade (Europe) (Unlock Key),18806,,3 on 3 NHL Arcade (Europe) (Unlock Key),EP0006-NPEB00080_00-3ON3NHLARCADE002,EP0006-NPEB00080_00-3ON3NHLARCADE002.rap,16,c8a26653,adbdf05fc677c6c4be628a43ea8c2579,e30f5e87ab4396f64b58a34488f7301ca7337389,
3 on 3 NHL Arcade (Europe) (Trial),00862,,3 on 3 NHL Arcade (Europe) (Trial),EP0006-NPEB00080_00-3ON3NHLARCADE001,A7D6APEPmsoH3FhqG7BcRI23awIHofjdL0krkqXWdHULkLmX3HHnnRiM3ndO7JJJB4gwI7kbcPP9eUohCvSgRyQw9YntB7xcayLUm.pkg,196642928,884dea0f,ddf95b4cdcaadfdd3ce45ac9638a3c0e,71b9bffdd288bcf6be0927a57c5de69014f3690b,
3 on 3 NHL Arcade (Japan) (Trial),00863,,3 on 3 NHL Arcade (Japan) (Trial),JP0006-NPJB00019_00-3ON3NHLARCADE001,Wc04rVdVtVtAWjpTj4OWofRP7hINd1ugAEAQbQsD3H8dlPMWxFlXK40iBCCob6E3eWTNmkXI3CGMORSpiIVuFYoQfNmw7Ikqh0cnf.pkg,198991792,94c04c10,3bf41cb847878a5f030840803aebfd6e,db34159c4aaa78f012e72d65b302770f6d02c292,
3 on 3 NHL Arcade (USA) (Trial),00864,,3 on 3 NHL Arcade (USA) (Trial),UP0006-NPUB30058_00-3ON3NHLARCADE001,kljSpLyFOKIfbG9diNkpsHsG0LAk6PFfWcbVNHhokb8LXwktcGdh6puQ6pAmDLonXcxk158FjLGUbvlBQrUislRlKyr9jrp7adhpV.pkg,196642928,236a36d0,b290a773ae4b7bd72f1e2c875db030ed,e2ddf8507e355c5d445fc4dbbfacf0dabbf17020,
3 on 3 NHL Arcade (USA) (Unlock Key),00865,,3 on 3 NHL Arcade (USA) (Unlock Key),UP0006-NPUB30058_00-3ON3NHLARCADE002,qfoWtNrg7P9XfAAcXs2QDvGCXhEQNVwMvebRvcsgUtiAlmtuIjk9g3hJ15skkGyVVhEmV6TvuLOvV0QNYTD4K8sFj96bQmptg71si.pkg,6048,f2af05d2,fd7ef259497e706e835fb27396c73209,8e3858ea8d4e35e0f21451cd1918cb167693289d,
3 on 3 NHL Arcade (USA) (Unlock Key),00865,,3 on 3 NHL Arcade (USA) (Unlock Key),UP0006-NPUB30058_00-3ON3NHLARCADE002,UP0006-NPUB30058_00-3ON3NHLARCADE002.rap,16,17bf0b54,0dc18a7ee53d4f0e646df4cb37c9ec94,990003979c92509e07650387add12d13787a1422,
3D Ultra MiniGolf Adventures 2 (Europe) (Demo),00871,,3D Ultra MiniGolf Adventures 2 (Europe) (Demo),EP0101-NPEB00287_00-3DMINIGOLF2DEMO0,BfIsILmrjrTHJKxdnjYTJIEaFBJABuyrtVjbIbzXykkhjnjLJoHQRlaHlZcMciQA.pkg,104210880,d48c56ea,151657d96b35c47020e01f39660edadf,a22df1adc7c6d1edca31019d050b56e18d2a820b,
3D Ultra MiniGolf Adventures 2 (USA) (Demo),13317,,3D Ultra MiniGolf Adventures 2 (USA) (Demo),UP0101-NPUB30156_00-3DMINIGOLF2DEMO0,cxCQ8LAY7lwCplWYhTETxue2dt28xOFCHUp9LsEEjrL1dagcdmKWFfsB3f2bmwV3ApwovhCwSBxnLVLHM5X2HqJ2kidfLXR4LGKYT.pkg,104194112,ecf42c3e,65bbb6c17ef2654ac7c803738f71d69f,5e04e2390c8c3ef04d8d0854fa26aab3824d849a,
4 Elements HD (USA),00873,,4 Elements HD (USA),UP4009-NPUB30347_00-4ELEMENTS0000000,OcAagtcdqQGFTaNMTXYMzfXcXYpvGVxoSuUCuOOOXUvJszZEQXQeSWNAWnVqslWFNsNlsbEEPzuucPqoKkyCRKNoWyCOVgXdYYulA.pkg,176107488,fea71399,5c881f4c9eb8c4488a2e04fbc7b72389,553ecdfe5a597c5ea9d90f850d1dd380f1555517,
4 Elements HD (USA),00873,,4 Elements HD (USA),UP4009-NPUB30347_00-4ELEMENTS0000000,UP4009-NPUB30347_00-4ELEMENTS0000000.rap,16,928d536c,771774843569a0ab12c5f8800ca8f51f,2a9c4323efd8a1299ae415040162c5df30b83918,
4K Gallery (Europe) (NPEB01398),41484,,4K Gallery (Europe) (NPEB01398),EP4288-NPEB01398_00-4KGALLERY0000100,EP4288-NPEB01398_00-4KGALLERY0000100.rap,16,e1bbf646,27db0c679d25792fd3c7e49ea5deb787,87551a5a5facdef288748bc1aaa6e9c77034fb56,7f6906d643cd6a1376b5c49e7f9ec48f47a1f2dfac7d78e169004b592b38f39d
4K Gallery (Europe) (NPEB01398),41484,,4K Gallery (Europe) (NPEB01398),EP4288-NPEB01398_00-4KGALLERY0000100,DCzqzVcEgDEYvxOpaAETErVcopAKLdMKpRsDvFXZsiOmcHfiYxokIYemeIxnlQhk.pkg,1744427616,2924e980,202faa73fc272c66b1ea268d431ac659,3572b68c3466e2808bff9faec367cd9fb0628872,3e3c378e2f40f72ec4ababb35a49b1c5041515aa8e2ec099b57ebe7b34540e1e
4K Gallery (Europe),13318,,4K Gallery (Europe),EP4288-NPEB01397_00-4KGALLERY0000100,NYCWHljxcSEpyxJAanqFEkWdeKPvAMAzSccWyivNVxZAoLqqxzODqNytbXCTkbhD.pkg,1756225856,9fb4ff44,3aa99e2f53443c5b7a7eaaf443da8de4,98780ddef56fd132cb7e9d205e832937e418837f,
4K Gallery (Europe),13318,,4K Gallery (Europe),EP4288-NPEB01397_00-4KGALLERY0000100,EP4288-NPEB01397_00-4KGALLERY0000100.rap,16,f7227e93,84c076bd7b78c3add14031d79d817177,466722e07cd269d9c9fbe00de45f5e7b96426f6d,
4oD - Channel 4 on Demand (Europe),18807,,4oD - Channel 4 on Demand (Europe),EP4449-NPEB01271_00-CHANNEL404OD0100,fooRpHGdnDoogomXfhJzIbMIsPyhoahaZYZkWqeUrcnJbnSBTYAYGcJgpepwBMkUWufOnDQDvzxZxCEKSVniFHJGAQVcfYkpOUNNx.pkg,36944288,f83b73a5,c8672e08a306f41d96ad4511e9ace7f5,3ec86676f2a3568441e5baf74a253ef32fb22fb5,
5 Star Wrestling (USA),00874,,5 Star Wrestling (USA),UP8004-NPUB31705_00-5STARWRESTLINGWW,UP8004-NPUB31705_00-5STARWRESTLINGWW_bg_1_b8f6d9381308689a4746521d74405fec3b0b2910.pkg,470423984,44cef687,ee33130d98a2429c947464ab6a5fed95,a4f626d12278369cef7d1c8416a12f701f1da94b,
5 Star Wrestling (Europe),40913,,5 Star Wrestling (Europe),EP8004-NPEB01972_00-5STARWRESTLINGWW,EP8004-NPEB01972_00-5STARWRESTLINGWW_bg_1_702a73496d5fc9d780e1dc281a6f1fa08a231821.pkg,470870464,6f3aadb0,96570944e7bd8c5f0b1a8ef44472f318,975cc49dd9b83921a83ad406ef333b7e603518f5,4f70679e8ca0d4a18e9d15c7e6d385bfa219987a5669cb01cd11241b3efbb070
5 Star Wrestling (Europe),40913,,5 Star Wrestling (Europe),EP8004-NPEB01972_00-5STARWRESTLINGWW,EP8004-NPEB01972_00-5STARWRESTLINGWW.rap,16,bc654b74,66737adcff4f35a7d87cacc8dc36121f,abc14e1798913145365ce20d77efda90b2c719e8,ac3d648ad3334c4835ce3dee1d6d5810271eff8d8c0a0928f192a80b0ecf2ca3
99Vidas (USA) (Demo),40968,,99Vidas (USA) (Demo),UP2158-NPUB91040_00-99VIDASPS3170808,UP2158-NPUB91040_00-99VIDASPS3170808_bg_1_6bf4f834ae7d21cb42c020350f603af351aa90b6.pkg,192855344,5fee11bd,0c27f7b8106833b2ee8e0259b55ae916,8a342c774e7b6c1b714a0e462ecd30626f1a0dee,cc5c487711429a67f1cb114231a2e6d3c326d44046b3ce93d337bc8216c103e0
99Vidas (Europe),28540,,99Vidas (Europe),EP0546-NPEB02458_00-G99VIDASXX000001,EP0546-NPEB02458_00-G99VIDASXX000001.rap,16,9dec1660,3dcdb5b465c0e1058ba978eb1e2f57d3,c055f3c4e6a44399658cb193e2d36cb4b1bded6b,
99Vidas (Europe),28540,,99Vidas (Europe),EP0546-NPEB02458_00-G99VIDASXX000001,EP0546-NPEB02458_00-G99VIDASXX000001_bg_1_5adf91d195c41e94422a98e28c71b05c19f12fb9.pkg,724426400,6dcedc4e,71c85daeb1f677dff815cfb224bd242c,39b8417c24caae18737220b2fc00a2eea39b318e,
99Vidas (USA),19383,,99Vidas (USA),UP2158-NPUB31842_00-99VIDASPS3160328,UP2158-NPUB31842_00-99VIDASPS3160328_bg_1_575fb60adb68ef95b1bd3eda0981067eee64effc.pkg,724230192,d7b8cb3b,c7c74fe8dace1e6d186004a32f3073bc,dd665968874b2011792d531f292e13dc9a61baaf,
99Vidas (USA),19383,,99Vidas (USA),UP2158-NPUB31842_00-99VIDASPS3160328,UP2158-NPUB31842_00-99VIDASPS3160328.rap,16,5e011641,14bc18faf87fabdb9ce288d0b77992b9,eff38f92af05136501b777f3e4af705d1b4b1e97,2ec42a6d8a3e0aa50aacad2799744703516e9fe490fc5a06c409007b1ed190b9
A Train 6 (Europe) (PS2 Classics),34732,,A Train 6 (Europe) (PS2 Classics),EP4061-NPED00021_00-GATRAIN6XX000ENG,ecEkUAvvOeFhVbmKNrNgHfTRfMpCjRtwdZqvhlUNabkPgnTDqksvMnMprXqYhFrP.pkg,642757312,56dbb8b1,96205bbbeb9ba3db49e921a1fccf7647,d1bfa460224d346557a517c133e07dcb9eb4b096,
A Train 6 (Europe) (PS2 Classics),34732,,A Train 6 (Europe) (PS2 Classics),EP4061-NPED00021_00-GATRAIN6XX000ENG,EP4061-NPED00021_00-GATRAIN6XX000ENG.rap,16,2ebb20b7,164cddb626617f9045e33cea65c1c4c9,3be01e760c9235038058dd4aaa8289cec2079ab7,
A-Men (Europe) (Unlock Key),41419,,A-Men (Europe) (Unlock Key),EP4158-NPEB01127_00-GAMELICENSE00001,LtaazCLjpauuyMhGiELuElsvQyqoXHrneMhacClumVeIEsdcMkvLIaABupzdtFgc.pkg,6080,0c371af0,657266ec93f74e23a37a9ff7b767c24f,0feaab8b01bc48fe4ecbbdd895c20229c8899204,ba8f13d98447b0ce2f5f6d663356ec88e102edac53f473fa9eabcf1d654b6be3
A-Men (Europe) (Unlock Key),41419,,A-Men (Europe) (Unlock Key),EP4158-NPEB01127_00-GAMELICENSE00001,EP4158-NPEB01127_00-GAMELICENSE00001.rap,16,71c5ad74,614774d8e9cbfe357cd2a1baf9b356e5,7eb72971e6542f36414c86826d9e460fedb20aad,342dd56cd8306ecab47710ffce06690da513384b1da1d2ba539d9e92cb3a9044
A-Men (Europe) (Trial),00875,,A-Men (Europe) (Trial),EP4158-NPEB01127_00-GAMEPURCHASE0001,kiqqcHAPVnKCdZzKuKLrIFKmXeAVXglXNuLvoSQORhsrHqMBpYToPyQQYIOkiQpH.pkg,298942784,fc51ff1a,352a6d9d6ecb43e65e15a507b3e7d808,98e82c2f68eedade6250d04793c5c799c3f7ba8e,
A-Men (USA) (Trial),00876,,A-Men (USA) (Trial),UP0700-NPUB30878_00-GAMEPURCHASE0001,BoxwshpNhrtViuhFZJWorkTkObDSysPypeFSYkmKWdVANTDCZYIGyIaaIeQMpDqo.pkg,298575696,b648bad5,b0d72d050c127435ca21019d426ebed3,2b2fe1dd5a1a027bcd6a030c530f225b73d1fe41,
A-Men 2 (Europe),00878,,A-Men 2 (Europe),EP4176-NPEB01210_00-AMEN200000000001,HjOoodmmherWhHYIEdDPwyKEEvbIssRKEurWGzjtCqYCYUhtRggIYOJrUAycOrQd.pkg,260818080,d1da3052,84e91528ba585c9f4122f1c0038741a3,aa9ce0409d688227157e360098a8b1998ab8ddfc,
A-Men 2 (Europe),00878,,A-Men 2 (Europe),EP4176-NPEB01210_00-AMEN200000000001,EP4176-NPEB01210_00-AMEN200000000001.rap,16,87eaabe6,e9cab78169f6149bc06b84691de97597,0fd0d2cc0d34b14dbb13b49a5fd34876c92b7a74,
A-Men 2 (USA),34165,,A-Men 2 (USA),UP4176-NPUB31363_00-AMEN200000000001,hecJWmkVdifqADSqojWpZYNlzFqVGDHbsZBHRWYDxQJGzHIFouyrVIChzyPiALEY.pkg,260832656,249ce1c9,735e06d0a29851675a178cc544755632,25dfcf3e4bd0336acdbce31e62625aa2f95a31f0,8b52e2de85d74bbe3796ade1dc08f4859aabbf7d79af9a72e6b66813d774577e
Aabs Animals (USA),29210,,Aabs Animals (USA),UP5013-NPUB31365_00-AABSANIMALS00PS3,UP5013-NPUB31365_00-AABSANIMALS00PS3.rap,16,7f75b8e1,6b0f48bbda51df67d224f7b336909d51,4632ca57037f1778d4643c0c1368335414e4a90a,
Aabs Animals (USA),29210,,Aabs Animals (USA),UP5013-NPUB31365_00-AABSANIMALS00PS3,UShDSsvtxRYYsjiAeRTgXPAOzPmzAJuuazdUsdAqVsbLytxIFpALOMEnAxXHrFat.pkg,79523360,5ce75c0d,f5ea88af7376613968911cc513e9c69a,b8b14ee36d6dd1e5f52d7f9bf75a2cc9748cb58c,
Aabs Animals (Europe),34078,,Aabs Animals (Europe),EP4414-NPEB01872_00-AABSANIMALS00PS3,lSAJdoKLLVXOAIeKzxOkWkuHFqBdeYuTEbaFPCZtgSuiygvSUXQRnWOmACYIubjK.pkg,78792048,4eb2748f,9ea49ba569bd9fa363e6769e70effc1a,d59627bccd5e0408adc8eb44f2b549dc455d9f75,0dacccf592953a037a475a1a164ce3a8c0298c6295b3e31cb76fd2e2aa099959
Aabs Animals (Europe),34078,,Aabs Animals (Europe),EP4414-NPEB01872_00-AABSANIMALS00PS3,EP4414-NPEB01872_00-AABSANIMALS00PS3.rap,16,14a14046,6f9f8099a37bd1dba47dead4c40bcc4c,29c7631618744f9e44fc685708eef3c9db03a70e,653015372b9ac8309dd5d5ea0cdaf33dcc8430a67c4a7fa94c47d80c9a0cb234
Aabs Animals (Japan),34139,,Aabs Animals (Japan),JP0051-NPJB00492_00-AABSANIMALS00PS3,lFImQGkGxSOdxYySegCHOHwJGDyNfdVCLYGNjmeXyTqIhaygFsKORFQhlmhkVlbJuzrEWYGeEtjHznTWNIUygxnpVfOEgjuOpocXi.pkg,82152096,3cce2fc7,8df017d2f9b1cb0bdc91633f5e4e0e26,7b9019bcf5e3ea58aabb39f097f008c0075756e1,984a879c7825ecd7581603decfd32388769969a4ee9f8c3d6c66ba5a19f69757
Aaru's Awakening (Europe),00879,,Aaru's Awakening (Europe),EP2144-NPEB02133_00-AARUSAWAKENINGE3,EP2144-NPEB02133_00-AARUSAWAKENINGE3_bg_2_b7bcc2fbf0a9b27437b1040cfb16d694a16cf83b.pkg,2036855648,8a824d4f,a97d14fc2f3ba47a4f67b0188faf04c4,86487653d4479d9fc2819061c3bdb256f27dfaa8,
Aaru's Awakening (Europe),00879,,Aaru's Awakening (Europe),EP2144-NPEB02133_00-AARUSAWAKENINGE3,EP2144-NPEB02133_00-AARUSAWAKENINGE3.rap,16,c253c4cb,17475f5e9811b1a4c5a460359142d01f,4486fcc6c732d101509afb89153cb503719fcaef,
